specification_id	selection_coefficient	demography_curve	target_allele_frequency	deterministic_feasible_from_fixed_archaic_source	declared_timeout_seconds	effective_timeout_seconds	elapsed_seconds	cumulative_elapsed_seconds	invocation_count	invocation_history_valid	invocation_history_error	latest_invocation_status	latest_invocation_error	completed_external_draws	launched_external_draws	interrupted_internal_conditioned_trajectories	last_completed_draw_sample_af	last_completed_draw_accepted	detail	status
intro_s0p010_af10__rep006	0.01		0.1	True	300.0	289.8838815999661	290.05951110000024	1800.1756295000341	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 289.884 seconds	1	7	6	0.945	False	SLiM conditioning exceeded the declared per-specification limit of 289.884 seconds	timed_out
intro_s0p010_af20__rep006	0.01		0.2	True	300.0	300.0	132.64107980002882	432.68107160000363	2	True		cached		1	2	1	0.9	True		complete
intro_s0p010_af30__rep006	0.01		0.3	True	300.0	300.0	132.17095750005683	432.19496750005055	2	True		cached		1	2	1	0.88	True		complete
intro_s0p010_af40__rep006	0.01		0.4	True	300.0	0.0	0.0	1800.0340415999453	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af50__rep006	0.01		0.5	True	300.0	0.0	0.0	1800.093218399983	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af60__rep006	0.01		0.6	True	300.0	0.0	0.0	1800.0250973999937	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.93	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af70__rep006	0.01		0.7	True	300.0	0.0	0.0	1800.088760299972	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af80__rep006	0.01		0.8	True	300.0	0.0	0.0	1800.1382234999728	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	2	8	5	0.9	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af90__rep006	0.01		0.9	True	300.0	0.0	0.0	1800.2745615000313	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p005_af10__rep006	0.005		0.1	True	300.0	300.0	165.88895480002975	165.88895480002975	1	True		cached		2	2	0	0.85	True		complete
intro_s0p005_af20__rep006	0.005		0.2	True	300.0	300.0	51.40033299999777	51.40033299999777	1	True		cached		1	1	0	0.645	True		complete
intro_s0p005_af30__rep006	0.005		0.3	True	300.0	300.0	73.17331029998604	373.3152272999869	2	True		cached		4	5	1	0.83	True		complete
intro_s0p005_af40__rep006	0.005		0.4	True	300.0	300.0	56.525005999952555	56.52500599995256	1	True		cached		1	1	0	0.56	True		complete
intro_s0p005_af50__rep006	0.005		0.5	True	300.0	300.0	236.80134470004123	236.80134470004123	1	True		cached		3	3	0	0.8	True		complete
intro_s0p005_af60__rep006	0.005		0.6	True	300.0	300.0	114.59162110002944	114.59162110002944	1	True		cached		1	1	0	0.82	True		complete
intro_s0p005_af70__rep006	0.005		0.7	True	300.0	300.0	124.84269699995639	424.85532239993336	2	True		cached		4	5	1	0.82	True		complete
intro_s0p005_af80__rep006	0.005		0.8	True	300.0	300.0	76.22576980001759	76.22576980001759	1	True		cached		1	1	0	0.91	True		complete
intro_s0p005_af90__rep006	0.005		0.9	False	300.0	300.0	117.45123400000011	1318.2165424999985	5	True		cached		5	9	4	0.91	True		complete
intro_s0p001_af10__rep006	0.001		0.1	False	300.0	300.0	95.3303463999764	95.3303463999764	1	True		cached		1	1	0	0.22	True		complete
intro_s0p001_af20__rep006	0.001		0.2	False	300.0	300.0	220.1322415000177	220.1322415000177	1	True		cached		1	1	0	0.29	True		complete
intro_s0p001_af30__rep006	0.001		0.3	False	300.0	300.0	132.69889840000542	132.69889840000542	1	True		cached		1	1	0	0.305	True		complete
intro_s0p001_af40__rep006	0.001		0.4	False	300.0	300.0	61.43328290001955	361.4682801000308	2	True		cached		1	2	1	0.43	True		complete
intro_s0p001_af50__rep006	0.001		0.5	False	300.0	0.0	0.0	1800.0965512999683	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af60__rep006	0.001		0.6	False	300.0	0.0	0.0	1800.1887393999605	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af70__rep006	0.001		0.7	False	300.0	0.0	0.0	1800.1179569999222	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af80__rep006	0.001		0.8	False	300.0	0.0	0.0	1800.3599536000365	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af90__rep006	0.001		0.9	False	300.0	0.0	0.0	1801.557904900037	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af10__rep007	0.01		0.1	True	300.0	0.0	0.0	1800.2333843999368	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af20__rep007	0.01		0.2	True	300.0	0.0	0.0	1800.9369585999157	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.91	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af30__rep007	0.01		0.3	True	300.0	0.0	0.0	1800.059278300021	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.935	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af40__rep007	0.01		0.4	True	300.0	300.0	145.17921779999597	1351.7007334999798	5	True		cached		2	6	4	0.78	True		complete
intro_s0p010_af50__rep007	0.01		0.5	True	300.0	0.0	0.0	1800.7451665999688	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.91	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af60__rep007	0.01		0.6	True	300.0	0.0	0.0	1801.8530263999746	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	2	8	5	0.95	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af70__rep007	0.01		0.7	True	300.0	300.0	259.5330716000026	1461.3195042000007	5	True		cached		2	6	4	0.76	True		complete
intro_s0p010_af80__rep007	0.01		0.8	True	300.0	0.0	0.0	1800.6095863999944	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.94	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af90__rep007	0.01		0.9	True	300.0	0.0	0.0	1800.239311700021	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p005_af10__rep007	0.005		0.1	True	300.0	300.0	63.002354399999604	363.13277850003215	2	True		cached		3	4	1	0.795	True		complete
intro_s0p005_af20__rep007	0.005		0.2	True	300.0	300.0	144.82295579998754	144.82295579998754	1	True		cached		1	1	0	0.71	True		complete
intro_s0p005_af30__rep007	0.005		0.3	True	300.0	300.0	6.676022700034082	113.59818340005586	2	True		cached		1	1	0	0.8	True		complete
intro_s0p005_af40__rep007	0.005		0.4	True	300.0	300.0	279.0671501000179	279.0671501000179	1	True		cached		5	5	0	0.85	True		complete
intro_s0p005_af50__rep007	0.005		0.5	True	300.0	300.0	50.6765449999948	50.6765449999948	1	True		cached		1	1	0	0.71	True		complete
intro_s0p005_af60__rep007	0.005		0.6	True	300.0	300.0	82.1352196999942	82.1352196999942	1	True		cached		1	1	0	0.79	True		complete
intro_s0p005_af70__rep007	0.005		0.7	True	300.0	300.0	267.22700200002873	567.3461597000132	2	True		cached		5	6	1	0.865	True		complete
intro_s0p005_af80__rep007	0.005		0.8	True	300.0	300.0	97.66953150002519	97.6695315000252	1	True		cached		1	1	0	0.8	True		complete
intro_s0p005_af90__rep007	0.005		0.9	False	300.0	0.0	0.0	1800.1485216999972	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	5	11	5	0.93	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af10__rep007	0.001		0.1	False	300.0	300.0	80.4518781999941	80.4518781999941	1	True		cached		1	1	0	0.235	True		complete
intro_s0p001_af20__rep007	0.001		0.2	False	300.0	300.0	57.95018619997427	57.95018619997427	1	True		cached		1	1	0	0.325	True		complete
intro_s0p001_af30__rep007	0.001		0.3	False	300.0	300.0	111.54289470001822	111.54289470001822	1	True		cached		1	1	0	0.465	True		complete
intro_s0p001_af40__rep007	0.001		0.4	False	300.0	0.0	0.0	1800.1204413000341	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af50__rep007	0.001		0.5	False	300.0	0.0	0.0	1800.403624399998	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af60__rep007	0.001		0.6	False	300.0	297.33495510004286	194.81638699999894	1697.481431899956	6	True		cached		1	6	5	0.625	True		complete
intro_s0p001_af70__rep007	0.001		0.7	False	300.0	0.0	0.0	1800.320396400024	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af80__rep007	0.001		0.8	False	300.0	0.0	0.0	1800.6343384999345	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af90__rep007	0.001		0.9	False	300.0	0.0	0.0	1800.8226443000458	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af10__rep008	0.01		0.1	True	300.0	300.0	263.17839749999985	1164.0646873999867	4	True		cached		1	4	3	0.82	True		complete
intro_s0p010_af20__rep008	0.01		0.2	True	300.0	0.0	0.0	1800.0473512000099	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.955	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af30__rep008	0.01		0.3	True	300.0	0.0	0.0	1801.248586800004	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.95	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af40__rep008	0.01		0.4	True	300.0	0.0	0.0	1800.096632699966	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af50__rep008	0.01		0.5	True	300.0	0.0	0.0	1800.215946000022	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.93	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af60__rep008	0.01		0.6	True	300.0	300.0	147.9292323999689	147.9292323999689	1	True		cached		1	1	0	0.885	True		complete
intro_s0p010_af70__rep008	0.01		0.7	True	300.0	0.0	0.0	1800.049519199947	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.825	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af80__rep008	0.01		0.8	True	300.0	0.0	0.0	1800.0262751999398	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.945	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af90__rep008	0.01		0.9	True	300.0	0.0	0.0	1800.2340841999685	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.95	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p005_af10__rep008	0.005		0.1	True	300.0	300.0	51.238958000030834	51.238958000030834	1	True		cached		1	1	0	0.71	True		complete
intro_s0p005_af20__rep008	0.005		0.2	True	300.0	300.0	62.11921469995286	62.11921469995286	1	True		cached		1	1	0	0.565	True		complete
intro_s0p005_af30__rep008	0.005		0.3	True	300.0	300.0	221.0079884000006	221.0079884000006	1	True		cached		2	2	0	0.58	True		complete
intro_s0p005_af40__rep008	0.005		0.4	True	300.0	300.0	52.23420489998534	52.23420489998534	1	True		cached		1	1	0	0.705	True		complete
intro_s0p005_af50__rep008	0.005		0.5	True	300.0	300.0	184.16824959998485	184.16824959998485	1	True		cached		2	2	0	0.67	True		complete
intro_s0p005_af60__rep008	0.005		0.6	True	300.0	300.0	66.28545580001082	366.4727020000573	2	True		cached		4	5	1	0.755	True		complete
intro_s0p005_af70__rep008	0.005		0.7	True	300.0	300.0	85.4830735999858	85.4830735999858	1	True		cached		1	1	0	0.755	True		complete
intro_s0p005_af80__rep008	0.005		0.8	True	300.0	300.0	237.38525759999175	237.3852575999917	1	True		cached		2	2	0	0.845	True		complete
intro_s0p005_af90__rep008	0.005		0.9	False	300.0	300.0	202.61269839998567	502.6718092000229	2	True		cached		2	3	1	0.92	True		complete
intro_s0p001_af10__rep008	0.001		0.1	False	300.0	300.0	142.31452179996995	142.31452179996995	1	True		cached		1	1	0	0.35	True		complete
intro_s0p001_af20__rep008	0.001		0.2	False	300.0	300.0	181.37621269997908	181.37621269997908	1	True		cached		2	2	0	0.245	True		complete
intro_s0p001_af30__rep008	0.001		0.3	False	300.0	297.53380729996934	212.2322853000005	1714.6984780000312	6	True		cached		2	7	5	0.515	True		complete
intro_s0p001_af40__rep008	0.001		0.4	False	300.0	300.0	267.0862272999984	867.5166948999431	3	True		cached		1	3	2	0.44	True		complete
intro_s0p001_af50__rep008	0.001		0.5	False	300.0	300.0	222.31510999999955	822.6217203999731	3	True		cached		1	3	2	0.66	True		complete
intro_s0p001_af60__rep008	0.001		0.6	False	300.0	300.0	177.5192421999527	477.5821439999854	2	True		cached		1	2	1	0.77	True		complete
intro_s0p001_af70__rep008	0.001		0.7	False	300.0	0.0	0.0	1800.1483625000146	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af80__rep008	0.001		0.8	False	300.0	0.0	0.0	1800.853152600026	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af90__rep008	0.001		0.9	False	300.0	0.0	0.0	1800.1419800999502	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af10__rep009	0.01		0.1	True	300.0	300.0	254.32848250000097	855.5210944999853	3	True		cached		1	3	2	0.9	True		complete
intro_s0p010_af20__rep009	0.01		0.2	True	300.0	300.0	213.58694050000122	1113.7712427999904	4	True		cached		1	4	3	0.865	True		complete
intro_s0p010_af30__rep009	0.01		0.3	True	300.0	0.0	0.0	1800.0229407999868	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af40__rep009	0.01		0.4	True	300.0	0.0	0.0	1800.1425290000188	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af50__rep009	0.01		0.5	True	300.0	0.0	0.0	1800.247911300019	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.935	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af60__rep009	0.01		0.6	True	300.0	300.0	250.3988802000531	550.4674185000476	2	True		cached		1	2	1	0.895	True		complete
intro_s0p010_af70__rep009	0.01		0.7	True	300.0	0.0	0.0	1800.0877239000147	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	1	7	5	0.92	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p010_af80__rep009	0.01		0.8	True	300.0	300.0	200.31870290000006	1100.7178135999638	4	True		cached		2	5	3	0.865	True		complete
intro_s0p010_af90__rep009	0.01		0.9	True	300.0	0.0	0.0	1800.2446550999957	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p005_af10__rep009	0.005		0.1	True	300.0	300.0	51.751255100010894	51.751255100010894	1	True		cached		1	1	0	0.5	True		complete
intro_s0p005_af20__rep009	0.005		0.2	True	300.0	300.0	146.59998719999567	146.59998719999567	1	True		cached		2	2	0	0.565	True		complete
intro_s0p005_af30__rep009	0.005		0.3	True	300.0	300.0	65.97958360001212	65.97958360001212	1	True		cached		1	1	0	0.78	True		complete
intro_s0p005_af40__rep009	0.005		0.4	True	300.0	300.0	95.79528339998797	95.79528339998797	1	True		cached		2	2	0	0.88	True		complete
intro_s0p005_af50__rep009	0.005		0.5	True	300.0	300.0	207.5691604000167	207.5691604000167	1	True		cached		4	4	0	0.725	True		complete
intro_s0p005_af60__rep009	0.005		0.6	True	300.0	300.0	178.36084500001743	178.36084500001743	1	True		cached		2	2	0	0.76	True		complete
intro_s0p005_af70__rep009	0.005		0.7	True	300.0	300.0	236.14913340000203	236.14913340000203	1	True		cached		3	3	0	0.89	True		complete
intro_s0p005_af80__rep009	0.005		0.8	True	300.0	300.0	254.57048809999833	254.5704880999984	1	True		cached		2	2	0	0.805	True		complete
intro_s0p005_af90__rep009	0.005		0.9	False	300.0	300.0	293.7810322000296	293.7810322000296	1	True		cached		1	1	0	0.945	True		complete
intro_s0p001_af10__rep009	0.001		0.1	False	300.0	300.0	55.19240219995845	55.19240219995845	1	True		cached		1	1	0	0.52	True		complete
intro_s0p001_af20__rep009	0.001		0.2	False	300.0	300.0	176.11957179999445	476.18199909996474	2	True		cached		1	2	1	0.27	True		complete
intro_s0p001_af30__rep009	0.001		0.3	False	300.0	300.0	54.29023169999709	54.29023169999709	1	True		cached		1	1	0	0.4	True		complete
intro_s0p001_af40__rep009	0.001		0.4	False	300.0	300.0	129.7204724000003	1003.9223310000076	4	True		cached		2	5	3	0.445	True		complete
intro_s0p001_af50__rep009	0.001		0.5	False	300.0	300.0	75.67355860001408	75.67355860001408	1	True		cached		1	1	0	0.675	True		complete
intro_s0p001_af60__rep009	0.001		0.6	False	300.0	300.0	222.75760879996233	522.8511494999403	2	True		cached		1	2	1	0.68	True		complete
intro_s0p001_af70__rep009	0.001		0.7	False	300.0	70.49835650001273	70.51498169999832	1800.0166251999856	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 70.4984 seconds	0	7	7			SLiM conditioning exceeded the declared per-specification limit of 70.4984 seconds	timed_out
intro_s0p001_af80__rep009	0.001		0.8	False	300.0	89.94342020003546	90.10192419999657	1800.158503999961	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 89.9434 seconds	0	7	7			SLiM conditioning exceeded the declared per-specification limit of 89.9434 seconds	timed_out
intro_s0p001_af90__rep009	0.001		0.9	False	300.0	93.18293680000966	93.2572591000062	1800.0743222999965	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 93.1829 seconds	0	7	7			SLiM conditioning exceeded the declared per-specification limit of 93.1829 seconds	timed_out
intro_s0p010_af10__rep010	0.01		0.1	True	300.0	117.82903940001825	117.83803420000186	1800.0089947999836	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 117.829 seconds	1	8	7	0.945	False	SLiM conditioning exceeded the declared per-specification limit of 117.829 seconds	timed_out
intro_s0p010_af20__rep010	0.01		0.2	True	300.0	120.23540490002551	120.32632110000122	1800.0909161999757	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 120.235 seconds	2	9	7	0.945	False	SLiM conditioning exceeded the declared per-specification limit of 120.235 seconds	timed_out
intro_s0p010_af30__rep010	0.01		0.3	True	300.0	300.0	67.44818260002648	367.46286540006986	2	True		cached		1	2	1	0.81	True		complete
intro_s0p010_af40__rep010	0.01		0.4	True	300.0	300.0	277.6972081999993	1277.427206699999	5	True		cached		1	5	4	0.815	True		complete
intro_s0p010_af50__rep010	0.01		0.5	True	300.0	205.34074580001948	205.40388510000048	1800.063139299981	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 205.341 seconds	2	8	6	0.89	True	SLiM conditioning exceeded the declared per-specification limit of 205.341 seconds	timed_out
intro_s0p010_af60__rep010	0.01		0.6	True	300.0	207.38530249995074	207.49347870000202	1800.1081762000513	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 207.385 seconds	0	7	7			SLiM conditioning exceeded the declared per-specification limit of 207.385 seconds	timed_out
intro_s0p010_af70__rep010	0.01		0.7	True	300.0	210.88668350000808	210.98050309999962	1800.0938195999915	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 210.887 seconds	2	9	7	0.955	False	SLiM conditioning exceeded the declared per-specification limit of 210.887 seconds	timed_out
intro_s0p010_af80__rep010	0.01		0.8	True	300.0	300.0	114.74910160002764	114.74910160002764	1	True		cached		1	1	0	0.88	True		complete
intro_s0p010_af90__rep010	0.01		0.9	True	300.0	224.9161873999958	225.0915313000005	1800.1753439000047	7	True		timed_out	SLiM conditioning exceeded the declared per-specification limit of 224.916 seconds	2	9	7	0.96	False	SLiM conditioning exceeded the declared per-specification limit of 224.916 seconds	timed_out
intro_s0p005_af10__rep010	0.005		0.1	True	300.0	300.0	163.6004056999809	163.6004056999809	1	True		cached		2	2	0	0.86	True		complete
intro_s0p005_af20__rep010	0.005		0.2	True	300.0	300.0	111.98467500001425	111.98467500001424	1	True		cached		1	1	0	0.335	True		complete
intro_s0p005_af30__rep010	0.005		0.3	True	300.0	300.0	50.10998979996657	50.10998979996657	1	True		cached		1	1	0	0.84	True		complete
intro_s0p005_af40__rep010	0.005		0.4	True	300.0	300.0	76.1170702999807	76.1170702999807	1	True		cached		1	1	0	0.83	True		complete
intro_s0p005_af50__rep010	0.005		0.5	True	300.0	300.0	113.26562969997758	113.26562969997758	1	True		cached		1	1	0	0.765	True		complete
intro_s0p005_af60__rep010	0.005		0.6	True	300.0	300.0	171.12697049998678	171.12697049998678	1	True		cached		2	2	0	0.635	True		complete
intro_s0p005_af70__rep010	0.005		0.7	True	300.0	300.0	89.17451910005184	89.17451910005184	1	True		cached		1	1	0	0.73	True		complete
intro_s0p005_af80__rep010	0.005		0.8	True	300.0	300.0	55.97687849999784	956.3716466000005	4	True		cached		7	10	3	0.8	True		complete
intro_s0p005_af90__rep010	0.005		0.9	False	300.0	0.0	0.0	1800.2384922000056	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	11	17	5	0.955	False	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af10__rep010	0.001		0.1	False	300.0	300.0	170.53671259997645	170.53671259997645	1	True		cached		1	1	0	0.31	True		complete
intro_s0p001_af20__rep010	0.001		0.2	False	300.0	300.0	53.52964369999245	53.52964369999245	1	True		cached		1	1	0	0.28	True		complete
intro_s0p001_af30__rep010	0.001		0.3	False	300.0	300.0	120.42422300000908	120.42422300000908	1	True		cached		1	1	0	0.48	True		complete
intro_s0p001_af40__rep010	0.001		0.4	False	300.0	300.0	165.92969069996616	165.92969069996616	1	True		cached		1	1	0	0.425	True		complete
intro_s0p001_af50__rep010	0.001		0.5	False	300.0	300.0	240.11688579999827	841.0755995999971	3	True		cached		1	3	2	0.62	True		complete
intro_s0p001_af60__rep010	0.001		0.6	False	300.0	0.0	0.0	1800.19502799998	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af70__rep010	0.001		0.7	False	300.0	0.0	0.0	1800.213907899968	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af80__rep010	0.001		0.8	False	300.0	0.0	0.0	1800.4520911000145	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
intro_s0p001_af90__rep010	0.001		0.9	False	300.0	0.0	0.0	1800.0230212000097	7	True		exhausted	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	0	6	5			SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds	exhausted
