onset_years,source,method,cutoff_years,policy,target,mode,n,called,region_call_rate
10000,prob90,maximum_frac_recent,40000,selected_target,0.7,neutral,1000,670,0.67
10000,prob90,maximum_frac_recent,40000,selected_target,0.7,selected,100,68,0.68
10000,prob90,maximum_frac_recent,50000,neutral_target,0.01,neutral,1000,14,0.014
10000,prob90,maximum_frac_recent,50000,neutral_target,0.01,selected,100,0,0.0
10000,prob90,maximum_frac_recent,50000,neutral_target,0.05,neutral,1000,54,0.054
10000,prob90,maximum_frac_recent,50000,neutral_target,0.05,selected,100,6,0.06
10000,prob90,maximum_frac_recent,50000,neutral_target,0.1,neutral,1000,111,0.111
10000,prob90,maximum_frac_recent,50000,neutral_target,0.1,selected,100,10,0.1
10000,prob90,maximum_frac_recent,50000,selected_target,0.7,neutral,1000,646,0.646
10000,prob90,maximum_frac_recent,50000,selected_target,0.7,selected,100,70,0.7
10000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.01,neutral,1000,7,0.007
10000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.01,selected,100,2,0.02
10000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.05,neutral,1000,46,0.046
10000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.05,selected,100,4,0.04
10000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.1,neutral,1000,114,0.114
10000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.1,selected,100,9,0.09
10000,prob90,maximum_standardized_frac_recent,5000,selected_target,0.7,neutral,1000,773,0.773
10000,prob90,maximum_standardized_frac_recent,5000,selected_target,0.7,selected,100,69,0.69
10000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.01,neutral,1000,11,0.011
10000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.01,selected,100,0,0.0
10000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.05,neutral,1000,49,0.049
10000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.05,selected,100,4,0.04
10000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.1,neutral,1000,96,0.096
10000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.1,selected,100,10,0.1
10000,prob90,maximum_standardized_frac_recent,10000,selected_target,0.7,neutral,1000,703,0.703
10000,prob90,maximum_standardized_frac_recent,10000,selected_target,0.7,selected,100,69,0.69
10000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.01,neutral,1000,12,0.012
10000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.01,selected,100,1,0.01
10000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.05,neutral,1000,52,0.052
10000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.05,selected,100,3,0.03
10000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.1,neutral,1000,105,0.105
10000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.1,selected,100,9,0.09
10000,prob90,maximum_standardized_frac_recent,20000,selected_target,0.7,neutral,1000,683,0.683
10000,prob90,maximum_standardized_frac_recent,20000,selected_target,0.7,selected,100,71,0.71
10000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.01,neutral,1000,11,0.011
10000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.01,selected,100,0,0.0
10000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.05,neutral,1000,55,0.055
10000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.05,selected,100,3,0.03
10000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.1,neutral,1000,96,0.096
10000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.1,selected,100,10,0.1
10000,prob90,maximum_standardized_frac_recent,30000,selected_target,0.7,neutral,1000,682,0.682
10000,prob90,maximum_standardized_frac_recent,30000,selected_target,0.7,selected,100,70,0.7
10000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.01,neutral,1000,10,0.01
10000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.01,selected,100,0,0.0
10000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.05,neutral,1000,50,0.05
10000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.05,selected,100,5,0.05
10000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.1,neutral,1000,100,0.1
10000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.1,selected,100,8,0.08
10000,prob90,maximum_standardized_frac_recent,40000,selected_target,0.7,neutral,1000,684,0.684
10000,prob90,maximum_standardized_frac_recent,40000,selected_target,0.7,selected,100,68,0.68
10000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.01,neutral,1000,13,0.013
10000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.01,selected,100,0,0.0
10000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.05,neutral,1000,56,0.056
10000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.05,selected,100,4,0.04
10000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.1,neutral,1000,100,0.1
10000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.1,selected,100,10,0.1
10000,prob90,maximum_standardized_frac_recent,50000,selected_target,0.7,neutral,1000,636,0.636
10000,prob90,maximum_standardized_frac_recent,50000,selected_target,0.7,selected,100,70,0.7
10000,truth,maximum_frac_recent,5000,neutral_target,0.01,neutral,1000,7,0.007
10000,truth,maximum_frac_recent,5000,neutral_target,0.01,selected,100,0,0.0
10000,truth,maximum_frac_recent,5000,neutral_target,0.05,neutral,1000,34,0.034
10000,truth,maximum_frac_recent,5000,neutral_target,0.05,selected,100,1,0.01
10000,truth,maximum_frac_recent,5000,neutral_target,0.1,neutral,1000,91,0.091
10000,truth,maximum_frac_recent,5000,neutral_target,0.1,selected,100,7,0.07
10000,truth,maximum_frac_recent,5000,selected_target,0.7,neutral,1000,819,0.819
10000,truth,maximum_frac_recent,5000,selected_target,0.7,selected,100,74,0.74
10000,truth,maximum_frac_recent,10000,neutral_target,0.01,neutral,1000,9,0.009
10000,truth,maximum_frac_recent,10000,neutral_target,0.01,selected,100,2,0.02
10000,truth,maximum_frac_recent,10000,neutral_target,0.05,neutral,1000,43,0.043
10000,truth,maximum_frac_recent,10000,neutral_target,0.05,selected,100,8,0.08
10000,truth,maximum_frac_recent,10000,neutral_target,0.1,neutral,1000,88,0.088
10000,truth,maximum_frac_recent,10000,neutral_target,0.1,selected,100,10,0.1
10000,truth,maximum_frac_recent,10000,selected_target,0.7,neutral,1000,663,0.663
10000,truth,maximum_frac_recent,10000,selected_target,0.7,selected,100,77,0.77
10000,truth,maximum_frac_recent,20000,neutral_target,0.01,neutral,1000,9,0.009
10000,truth,maximum_frac_recent,20000,neutral_target,0.01,selected,100,2,0.02
10000,truth,maximum_frac_recent,20000,neutral_target,0.05,neutral,1000,54,0.054
10000,truth,maximum_frac_recent,20000,neutral_target,0.05,selected,100,5,0.05
10000,truth,maximum_frac_recent,20000,neutral_target,0.1,neutral,1000,104,0.104
10000,truth,maximum_frac_recent,20000,neutral_target,0.1,selected,100,9,0.09
10000,truth,maximum_frac_recent,20000,selected_target,0.7,neutral,1000,728,0.728
10000,truth,maximum_frac_recent,20000,selected_target,0.7,selected,100,68,0.68
10000,truth,maximum_frac_recent,30000,neutral_target,0.01,neutral,1000,10,0.01
10000,truth,maximum_frac_recent,30000,neutral_target,0.01,selected,100,1,0.01
10000,truth,maximum_frac_recent,30000,neutral_target,0.05,neutral,1000,45,0.045
10000,truth,maximum_frac_recent,30000,neutral_target,0.05,selected,100,6,0.06
10000,truth,maximum_frac_recent,30000,neutral_target,0.1,neutral,1000,89,0.089
10000,truth,maximum_frac_recent,30000,neutral_target,0.1,selected,100,12,0.12
10000,truth,maximum_frac_recent,30000,selected_target,0.7,neutral,1000,585,0.585
10000,truth,maximum_frac_recent,30000,selected_target,0.7,selected,100,67,0.67
10000,truth,maximum_frac_recent,40000,neutral_target,0.01,neutral,1000,6,0.006
10000,truth,maximum_frac_recent,40000,neutral_target,0.01,selected,100,0,0.0
10000,truth,maximum_frac_recent,40000,neutral_target,0.05,neutral,1000,49,0.049
10000,truth,maximum_frac_recent,40000,neutral_target,0.05,selected,100,6,0.06
10000,truth,maximum_frac_recent,40000,neutral_target,0.1,neutral,1000,96,0.096
10000,truth,maximum_frac_recent,40000,neutral_target,0.1,selected,100,12,0.12
10000,truth,maximum_frac_recent,40000,selected_target,0.7,neutral,1000,705,0.705
10000,truth,maximum_frac_recent,40000,selected_target,0.7,selected,100,68,0.68
10000,truth,maximum_frac_recent,50000,neutral_target,0.01,neutral,1000,10,0.01
10000,truth,maximum_frac_recent,50000,neutral_target,0.01,selected,100,1,0.01
10000,truth,maximum_frac_recent,50000,neutral_target,0.05,neutral,1000,55,0.055
10000,truth,maximum_frac_recent,50000,neutral_target,0.05,selected,100,5,0.05
10000,truth,maximum_frac_recent,50000,neutral_target,0.1,neutral,1000,106,0.106
10000,truth,maximum_frac_recent,50000,neutral_target,0.1,selected,100,10,0.1
10000,truth,maximum_frac_recent,50000,selected_target,0.7,neutral,1000,699,0.699
10000,truth,maximum_frac_recent,50000,selected_target,0.7,selected,100,70,0.7
10000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.01,neutral,1000,7,0.007
10000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.01,selected,100,0,0.0
10000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.05,neutral,1000,47,0.047
10000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.05,selected,100,1,0.01
10000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.1,neutral,1000,92,0.092
10000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.1,selected,100,5,0.05
10000,truth,maximum_standardized_frac_recent,5000,selected_target,0.7,neutral,1000,754,0.754
10000,truth,maximum_standardized_frac_recent,5000,selected_target,0.7,selected,100,68,0.68
10000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.01,neutral,1000,11,0.011
10000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.01,selected,100,2,0.02
10000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.05,neutral,1000,50,0.05
10000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.05,selected,100,7,0.07
10000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.1,neutral,1000,94,0.094
10000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.1,selected,100,12,0.12
10000,truth,maximum_standardized_frac_recent,10000,selected_target,0.7,neutral,1000,623,0.623
10000,truth,maximum_standardized_frac_recent,10000,selected_target,0.7,selected,100,70,0.7
10000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.01,neutral,1000,7,0.007
10000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.01,selected,100,0,0.0
10000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.05,neutral,1000,55,0.055
10000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.05,selected,100,6,0.06
10000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.1,neutral,1000,104,0.104
10000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.1,selected,100,9,0.09
10000,truth,maximum_standardized_frac_recent,20000,selected_target,0.7,neutral,1000,714,0.714
10000,truth,maximum_standardized_frac_recent,20000,selected_target,0.7,selected,100,66,0.66
10000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.01,neutral,1000,8,0.008
10000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.01,selected,100,2,0.02
10000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.05,neutral,1000,46,0.046
10000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.05,selected,100,5,0.05
10000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.1,neutral,1000,88,0.088
10000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.1,selected,100,11,0.11
10000,truth,maximum_standardized_frac_recent,30000,selected_target,0.7,neutral,1000,577,0.577
10000,truth,maximum_standardized_frac_recent,30000,selected_target,0.7,selected,100,68,0.68
10000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.01,neutral,1000,7,0.007
10000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.01,selected,100,1,0.01
10000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.05,neutral,1000,45,0.045
10000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.05,selected,100,4,0.04
10000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.1,neutral,1000,99,0.099
10000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.1,selected,100,12,0.12
10000,truth,maximum_standardized_frac_recent,40000,selected_target,0.7,neutral,1000,724,0.724
10000,truth,maximum_standardized_frac_recent,40000,selected_target,0.7,selected,100,71,0.71
10000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.01,neutral,1000,6,0.006
10000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.01,selected,100,1,0.01
10000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.05,neutral,1000,56,0.056
10000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.05,selected,100,5,0.05
10000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.1,neutral,1000,104,0.104
10000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.1,selected,100,7,0.07
10000,truth,maximum_standardized_frac_recent,50000,selected_target,0.7,neutral,1000,668,0.668
10000,truth,maximum_standardized_frac_recent,50000,selected_target,0.7,selected,100,72,0.72
50000,mean,maximum_frac_recent,5000,neutral_target,0.01,neutral,1000,12,0.012
50000,mean,maximum_frac_recent,5000,neutral_target,0.01,selected,100,5,0.05
50000,mean,maximum_frac_recent,5000,neutral_target,0.05,neutral,1000,42,0.042
50000,mean,maximum_frac_recent,5000,neutral_target,0.05,selected,100,12,0.12
50000,mean,maximum_frac_recent,5000,neutral_target,0.1,neutral,1000,87,0.087
50000,mean,maximum_frac_recent,5000,neutral_target,0.1,selected,100,17,0.17
50000,mean,maximum_frac_recent,5000,selected_target,0.7,neutral,1000,580,0.58
50000,mean,maximum_frac_recent,5000,selected_target,0.7,selected,100,71,0.71
50000,mean,maximum_frac_recent,10000,neutral_target,0.01,neutral,1000,9,0.009
50000,mean,maximum_frac_recent,10000,neutral_target,0.01,selected,100,6,0.06
50000,mean,maximum_frac_recent,10000,neutral_target,0.05,neutral,1000,45,0.045
50000,mean,maximum_frac_recent,10000,neutral_target,0.05,selected,100,18,0.18
50000,mean,maximum_frac_recent,10000,neutral_target,0.1,neutral,1000,102,0.102
50000,mean,maximum_frac_recent,10000,neutral_target,0.1,selected,100,24,0.24
50000,mean,maximum_frac_recent,10000,selected_target,0.7,neutral,1000,540,0.54
50000,mean,maximum_frac_recent,10000,selected_target,0.7,selected,100,68,0.68
50000,mean,maximum_frac_recent,20000,neutral_target,0.01,neutral,1000,15,0.015
50000,mean,maximum_frac_recent,20000,neutral_target,0.01,selected,100,7,0.07
50000,mean,maximum_frac_recent,20000,neutral_target,0.05,neutral,1000,55,0.055
50000,mean,maximum_frac_recent,20000,neutral_target,0.05,selected,100,19,0.19
50000,mean,maximum_frac_recent,20000,neutral_target,0.1,neutral,1000,109,0.109
50000,mean,maximum_frac_recent,20000,neutral_target,0.1,selected,100,28,0.28
50000,mean,maximum_frac_recent,20000,selected_target,0.7,neutral,1000,586,0.586
50000,mean,maximum_frac_recent,20000,selected_target,0.7,selected,100,70,0.7
50000,mean,maximum_frac_recent,30000,neutral_target,0.01,neutral,1000,14,0.014
50000,mean,maximum_frac_recent,30000,neutral_target,0.01,selected,100,5,0.05
50000,mean,maximum_frac_recent,30000,neutral_target,0.05,neutral,1000,55,0.055
50000,mean,maximum_frac_recent,30000,neutral_target,0.05,selected,100,19,0.19
50000,mean,maximum_frac_recent,30000,neutral_target,0.1,neutral,1000,102,0.102
50000,mean,maximum_frac_recent,30000,neutral_target,0.1,selected,100,27,0.27
50000,mean,maximum_frac_recent,30000,selected_target,0.7,neutral,1000,551,0.551
50000,mean,maximum_frac_recent,30000,selected_target,0.7,selected,100,69,0.69
50000,mean,maximum_frac_recent,40000,neutral_target,0.01,neutral,1000,10,0.01
50000,mean,maximum_frac_recent,40000,neutral_target,0.01,selected,100,3,0.03
50000,mean,maximum_frac_recent,40000,neutral_target,0.05,neutral,1000,54,0.054
50000,mean,maximum_frac_recent,40000,neutral_target,0.05,selected,100,16,0.16
50000,mean,maximum_frac_recent,40000,neutral_target,0.1,neutral,1000,103,0.103
50000,mean,maximum_frac_recent,40000,neutral_target,0.1,selected,100,24,0.24
50000,mean,maximum_frac_recent,40000,selected_target,0.7,neutral,1000,569,0.569
50000,mean,maximum_frac_recent,40000,selected_target,0.7,selected,100,71,0.71
50000,mean,maximum_frac_recent,50000,neutral_target,0.01,neutral,1000,10,0.01
50000,mean,maximum_frac_recent,50000,neutral_target,0.01,selected,100,3,0.03
50000,mean,maximum_frac_recent,50000,neutral_target,0.05,neutral,1000,49,0.049
50000,mean,maximum_frac_recent,50000,neutral_target,0.05,selected,100,14,0.14
50000,mean,maximum_frac_recent,50000,neutral_target,0.1,neutral,1000,98,0.098
50000,mean,maximum_frac_recent,50000,neutral_target,0.1,selected,100,23,0.23
50000,mean,maximum_frac_recent,50000,selected_target,0.7,neutral,1000,571,0.571
50000,mean,maximum_frac_recent,50000,selected_target,0.7,selected,100,71,0.71
50000,mean,maximum_standardized_frac_recent,5000,neutral_target,0.01,neutral,1000,13,0.013
50000,mean,maximum_standardized_frac_recent,5000,neutral_target,0.01,selected,100,4,0.04
50000,mean,maximum_standardized_frac_recent,5000,neutral_target,0.05,neutral,1000,46,0.046
50000,mean,maximum_standardized_frac_recent,5000,neutral_target,0.05,selected,100,13,0.13
50000,mean,maximum_standardized_frac_recent,5000,neutral_target,0.1,neutral,1000,91,0.091
50000,mean,maximum_standardized_frac_recent,5000,neutral_target,0.1,selected,100,18,0.18
50000,mean,maximum_standardized_frac_recent,5000,selected_target,0.7,neutral,1000,563,0.563
50000,mean,maximum_standardized_frac_recent,5000,selected_target,0.7,selected,100,70,0.7
50000,mean,maximum_standardized_frac_recent,10000,neutral_target,0.01,neutral,1000,11,0.011
50000,mean,maximum_standardized_frac_recent,10000,neutral_target,0.01,selected,100,6,0.06
50000,mean,maximum_standardized_frac_recent,10000,neutral_target,0.05,neutral,1000,50,0.05
50000,mean,maximum_standardized_frac_recent,10000,neutral_target,0.05,selected,100,17,0.17
50000,mean,maximum_standardized_frac_recent,10000,neutral_target,0.1,neutral,1000,97,0.097
50000,mean,maximum_standardized_frac_recent,10000,neutral_target,0.1,selected,100,24,0.24
50000,mean,maximum_standardized_frac_recent,10000,selected_target,0.7,neutral,1000,574,0.574
50000,mean,maximum_standardized_frac_recent,10000,selected_target,0.7,selected,100,68,0.68
50000,mean,maximum_standardized_frac_recent,20000,neutral_target,0.01,neutral,1000,10,0.01
50000,mean,maximum_standardized_frac_recent,20000,neutral_target,0.01,selected,100,6,0.06
50000,mean,maximum_standardized_frac_recent,20000,neutral_target,0.05,neutral,1000,59,0.059
50000,mean,maximum_standardized_frac_recent,20000,neutral_target,0.05,selected,100,18,0.18
50000,mean,maximum_standardized_frac_recent,20000,neutral_target,0.1,neutral,1000,104,0.104
50000,mean,maximum_standardized_frac_recent,20000,neutral_target,0.1,selected,100,29,0.29
50000,mean,maximum_standardized_frac_recent,20000,selected_target,0.7,neutral,1000,540,0.54
50000,mean,maximum_standardized_frac_recent,20000,selected_target,0.7,selected,100,67,0.67
50000,mean,maximum_standardized_frac_recent,30000,neutral_target,0.01,neutral,1000,11,0.011
50000,mean,maximum_standardized_frac_recent,30000,neutral_target,0.01,selected,100,6,0.06
50000,mean,maximum_standardized_frac_recent,30000,neutral_target,0.05,neutral,1000,53,0.053
50000,mean,maximum_standardized_frac_recent,30000,neutral_target,0.05,selected,100,16,0.16
50000,mean,maximum_standardized_frac_recent,30000,neutral_target,0.1,neutral,1000,95,0.095
50000,mean,maximum_standardized_frac_recent,30000,neutral_target,0.1,selected,100,25,0.25
50000,mean,maximum_standardized_frac_recent,30000,selected_target,0.7,neutral,1000,555,0.555
50000,mean,maximum_standardized_frac_recent,30000,selected_target,0.7,selected,100,69,0.69
50000,mean,maximum_standardized_frac_recent,40000,neutral_target,0.01,neutral,1000,10,0.01
50000,mean,maximum_standardized_frac_recent,40000,neutral_target,0.01,selected,100,4,0.04
50000,mean,maximum_standardized_frac_recent,40000,neutral_target,0.05,neutral,1000,48,0.048
50000,mean,maximum_standardized_frac_recent,40000,neutral_target,0.05,selected,100,14,0.14
50000,mean,maximum_standardized_frac_recent,40000,neutral_target,0.1,neutral,1000,97,0.097
50000,mean,maximum_standardized_frac_recent,40000,neutral_target,0.1,selected,100,22,0.22
50000,mean,maximum_standardized_frac_recent,40000,selected_target,0.7,neutral,1000,555,0.555
50000,mean,maximum_standardized_frac_recent,40000,selected_target,0.7,selected,100,72,0.72
50000,mean,maximum_standardized_frac_recent,50000,neutral_target,0.01,neutral,1000,11,0.011
50000,mean,maximum_standardized_frac_recent,50000,neutral_target,0.01,selected,100,2,0.02
50000,mean,maximum_standardized_frac_recent,50000,neutral_target,0.05,neutral,1000,51,0.051
50000,mean,maximum_standardized_frac_recent,50000,neutral_target,0.05,selected,100,10,0.1
50000,mean,maximum_standardized_frac_recent,50000,neutral_target,0.1,neutral,1000,97,0.097
50000,mean,maximum_standardized_frac_recent,50000,neutral_target,0.1,selected,100,24,0.24
50000,mean,maximum_standardized_frac_recent,50000,selected_target,0.7,neutral,1000,574,0.574
50000,mean,maximum_standardized_frac_recent,50000,selected_target,0.7,selected,100,68,0.68
50000,median,maximum_frac_recent,5000,neutral_target,0.01,neutral,1000,10,0.01
50000,median,maximum_frac_recent,5000,neutral_target,0.01,selected,100,6,0.06
50000,median,maximum_frac_recent,5000,neutral_target,0.05,neutral,1000,47,0.047
50000,median,maximum_frac_recent,5000,neutral_target,0.05,selected,100,17,0.17
50000,median,maximum_frac_recent,5000,neutral_target,0.1,neutral,1000,100,0.1
50000,median,maximum_frac_recent,5000,neutral_target,0.1,selected,100,25,0.25
50000,median,maximum_frac_recent,5000,selected_target,0.7,neutral,1000,508,0.508
50000,median,maximum_frac_recent,5000,selected_target,0.7,selected,100,70,0.7
50000,median,maximum_frac_recent,10000,neutral_target,0.01,neutral,1000,9,0.009
50000,median,maximum_frac_recent,10000,neutral_target,0.01,selected,100,7,0.07
50000,median,maximum_frac_recent,10000,neutral_target,0.05,neutral,1000,58,0.058
50000,median,maximum_frac_recent,10000,neutral_target,0.05,selected,100,18,0.18
50000,median,maximum_frac_recent,10000,neutral_target,0.1,neutral,1000,99,0.099
50000,median,maximum_frac_recent,10000,neutral_target,0.1,selected,100,22,0.22
50000,median,maximum_frac_recent,10000,selected_target,0.7,neutral,1000,565,0.565
50000,median,maximum_frac_recent,10000,selected_target,0.7,selected,100,69,0.69
50000,median,maximum_frac_recent,20000,neutral_target,0.01,neutral,1000,13,0.013
50000,median,maximum_frac_recent,20000,neutral_target,0.01,selected,100,5,0.05
50000,median,maximum_frac_recent,20000,neutral_target,0.05,neutral,1000,53,0.053
50000,median,maximum_frac_recent,20000,neutral_target,0.05,selected,100,16,0.16
50000,median,maximum_frac_recent,20000,neutral_target,0.1,neutral,1000,97,0.097
50000,median,maximum_frac_recent,20000,neutral_target,0.1,selected,100,26,0.26
50000,median,maximum_frac_recent,20000,selected_target,0.7,neutral,1000,564,0.564
50000,median,maximum_frac_recent,20000,selected_target,0.7,selected,100,68,0.68
50000,median,maximum_frac_recent,30000,neutral_target,0.01,neutral,1000,9,0.009
50000,median,maximum_frac_recent,30000,neutral_target,0.01,selected,100,4,0.04
50000,median,maximum_frac_recent,30000,neutral_target,0.05,neutral,1000,52,0.052
50000,median,maximum_frac_recent,30000,neutral_target,0.05,selected,100,13,0.13
50000,median,maximum_frac_recent,30000,neutral_target,0.1,neutral,1000,97,0.097
50000,median,maximum_frac_recent,30000,neutral_target,0.1,selected,100,25,0.25
50000,median,maximum_frac_recent,30000,selected_target,0.7,neutral,1000,594,0.594
50000,median,maximum_frac_recent,30000,selected_target,0.7,selected,100,69,0.69
50000,median,maximum_frac_recent,40000,neutral_target,0.01,neutral,1000,8,0.008
50000,median,maximum_frac_recent,40000,neutral_target,0.01,selected,100,2,0.02
50000,median,maximum_frac_recent,40000,neutral_target,0.05,neutral,1000,45,0.045
50000,median,maximum_frac_recent,40000,neutral_target,0.05,selected,100,12,0.12
50000,median,maximum_frac_recent,40000,neutral_target,0.1,neutral,1000,102,0.102
50000,median,maximum_frac_recent,40000,neutral_target,0.1,selected,100,21,0.21
50000,median,maximum_frac_recent,40000,selected_target,0.7,neutral,1000,543,0.543
50000,median,maximum_frac_recent,40000,selected_target,0.7,selected,100,71,0.71
50000,median,maximum_frac_recent,50000,neutral_target,0.01,neutral,1000,10,0.01
50000,median,maximum_frac_recent,50000,neutral_target,0.01,selected,100,2,0.02
50000,median,maximum_frac_recent,50000,neutral_target,0.05,neutral,1000,42,0.042
50000,median,maximum_frac_recent,50000,neutral_target,0.05,selected,100,10,0.1
50000,median,maximum_frac_recent,50000,neutral_target,0.1,neutral,1000,95,0.095
50000,median,maximum_frac_recent,50000,neutral_target,0.1,selected,100,18,0.18
50000,median,maximum_frac_recent,50000,selected_target,0.7,neutral,1000,596,0.596
50000,median,maximum_frac_recent,50000,selected_target,0.7,selected,100,71,0.71
50000,median,maximum_standardized_frac_recent,5000,neutral_target,0.01,neutral,1000,12,0.012
50000,median,maximum_standardized_frac_recent,5000,neutral_target,0.01,selected,100,8,0.08
50000,median,maximum_standardized_frac_recent,5000,neutral_target,0.05,neutral,1000,57,0.057
50000,median,maximum_standardized_frac_recent,5000,neutral_target,0.05,selected,100,18,0.18
50000,median,maximum_standardized_frac_recent,5000,neutral_target,0.1,neutral,1000,105,0.105
50000,median,maximum_standardized_frac_recent,5000,neutral_target,0.1,selected,100,23,0.23
50000,median,maximum_standardized_frac_recent,5000,selected_target,0.7,neutral,1000,492,0.492
50000,median,maximum_standardized_frac_recent,5000,selected_target,0.7,selected,100,68,0.68
50000,median,maximum_standardized_frac_recent,10000,neutral_target,0.01,neutral,1000,12,0.012
50000,median,maximum_standardized_frac_recent,10000,neutral_target,0.01,selected,100,5,0.05
50000,median,maximum_standardized_frac_recent,10000,neutral_target,0.05,neutral,1000,55,0.055
50000,median,maximum_standardized_frac_recent,10000,neutral_target,0.05,selected,100,16,0.16
50000,median,maximum_standardized_frac_recent,10000,neutral_target,0.1,neutral,1000,93,0.093
50000,median,maximum_standardized_frac_recent,10000,neutral_target,0.1,selected,100,19,0.19
50000,median,maximum_standardized_frac_recent,10000,selected_target,0.7,neutral,1000,537,0.537
50000,median,maximum_standardized_frac_recent,10000,selected_target,0.7,selected,100,66,0.66
50000,median,maximum_standardized_frac_recent,20000,neutral_target,0.01,neutral,1000,12,0.012
50000,median,maximum_standardized_frac_recent,20000,neutral_target,0.01,selected,100,6,0.06
50000,median,maximum_standardized_frac_recent,20000,neutral_target,0.05,neutral,1000,45,0.045
50000,median,maximum_standardized_frac_recent,20000,neutral_target,0.05,selected,100,14,0.14
50000,median,maximum_standardized_frac_recent,20000,neutral_target,0.1,neutral,1000,92,0.092
50000,median,maximum_standardized_frac_recent,20000,neutral_target,0.1,selected,100,25,0.25
50000,median,maximum_standardized_frac_recent,20000,selected_target,0.7,neutral,1000,543,0.543
50000,median,maximum_standardized_frac_recent,20000,selected_target,0.7,selected,100,67,0.67
50000,median,maximum_standardized_frac_recent,30000,neutral_target,0.01,neutral,1000,11,0.011
50000,median,maximum_standardized_frac_recent,30000,neutral_target,0.01,selected,100,2,0.02
50000,median,maximum_standardized_frac_recent,30000,neutral_target,0.05,neutral,1000,48,0.048
50000,median,maximum_standardized_frac_recent,30000,neutral_target,0.05,selected,100,16,0.16
