draw_id	phase	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	duration_multiplier	requested_selection_end_generations_ago	realized_selection_end_generations_ago	exact_sample_alt_count	sample_diploids	candidate_pool_diploids	slim_scaling_factor	mutation_age_generations	selection_start_generations_ago	draw_index	seed	seed_nonce	panel_seed	panel_seed_nonce	timeout_seconds	sequence_length_bp	focal_position_bp	processing_mode	exploratory_screen_ledger_sha256
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw083	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	83	632574140	0	1625118234	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw084	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	84	1082537213	0	23335820	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw085	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	85	1397090075	0	1178448465	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw086	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	86	799543636	0	1151081748	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw087	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	87	2029529759	0	546412333	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw088	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	88	1603615731	0	135404202	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw089	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	89	1181210777	0	1331886280	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw090	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	90	126644955	0	1781446166	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw091	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	91	2003970356	0	373152495	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw092	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	92	488569077	0	1945618914	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw093	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	93	1537077789	0	1245768397	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw094	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	94	1943370349	0	754379723	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw095	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	95	1462050568	0	1341582214	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw096	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	96	484151987	0	1784914357	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw097	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	97	76931008	0	668747378	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw098	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	98	948191376	0	383736565	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.200000__q5__draw099	confirmation	0.01	0.2	0.17500000000000002	0.225	0.5	1781.5576434591462	1780.0	40	100	500	5.0	2400.0	2272.0	99	2056702599	0	744080881	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw000	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	0	926968136	0	181079799	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw001	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	1	1804310596	0	873816581	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw002	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	2	1028699670	0	2103445314	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw003	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	3	1488420724	0	1055201529	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw004	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	4	1270210585	0	1568310970	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw005	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	5	537696485	0	191629109	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw006	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	6	15921862	0	372749609	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw007	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	7	1602969530	0	1682046565	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw008	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	8	191439987	0	353276404	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw009	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	9	1898131721	0	1045789167	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw010	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	10	1029170168	0	776845445	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw011	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	11	1214151983	0	264912910	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw012	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	12	1304526388	0	449378856	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw013	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	13	878106254	0	1460374089	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw014	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	14	1018330594	0	1696512090	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw015	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	15	1171737367	0	1296691118	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw016	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	16	946192880	0	661563000	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw017	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	17	1527611501	0	2023479313	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw018	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	18	541531888	0	14035584	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw019	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	19	2121802236	0	1478587063	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw020	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	20	614081247	0	2122781690	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw021	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	21	1547670012	0	2117708598	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw022	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	22	821631940	0	1135862012	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw023	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	23	960552966	0	215466307	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw024	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	24	353701662	0	706081955	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw025	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	25	985259111	0	1391133562	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw026	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	26	1952036538	0	1076516140	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw027	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	27	1761231702	0	390588398	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw028	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	28	1737895565	0	786026077	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw029	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	29	1941499542	0	185322977	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw030	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	30	277866976	0	1921990598	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw031	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	31	1282071332	0	2002847316	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw032	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	32	1422174889	0	1834475998	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw033	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	33	1544355627	0	186229042	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw034	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	34	1205586812	0	1227330264	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw035	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	35	1254421977	0	1794376231	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw036	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	36	1210676084	0	436257966	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw037	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	37	833851347	0	1402405317	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw038	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	38	135056698	0	678718323	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw039	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	39	1277062103	0	772718885	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw040	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	40	1422606053	0	808588289	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw041	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	41	830294326	0	1237954152	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw042	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	42	808726799	0	1741529072	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw043	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	43	342735840	0	1800082158	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw044	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	44	286491898	0	1001070537	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw045	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	45	2031498327	0	249285703	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw046	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	46	566278024	0	2128458758	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw047	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	47	864295449	0	285674007	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw048	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	48	1820796625	0	1077695695	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw049	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	49	223451739	0	2107401829	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw050	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	50	1788949487	0	1154024642	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw051	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	51	455151850	0	2066573940	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw052	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	52	1708657769	0	1035978548	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw053	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	53	914573623	0	1038821769	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.010000__af0.300000__q5__draw054	confirmation	0.01	0.3	0.27499999999999997	0.325	0.5	1727.6579933858775	1730.0	60	100	500	5.0	2400.0	2272.0	54	356511442	0	1021943655	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
