unit_id	status	error	completion	decoder_sha256	decode_seconds
ancient_eurasia_han_introgression__af20__neutral__rep047	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep047/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	28.982247677000032
ancient_eurasia_han_introgression__af20__neutral__rep048	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep048/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.95085251799992
ancient_eurasia_han_introgression__af20__neutral__rep049	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep049/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.70983212400006
ancient_eurasia_han_introgression__af20__neutral__rep050	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep050/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.161942392000128
ancient_eurasia_han_introgression__af20__neutral__rep051	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep051/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.701892735
ancient_eurasia_han_introgression__af20__neutral__rep052	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep052/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	24.444504271999904
ancient_eurasia_han_introgression__af20__neutral__rep053	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep053/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	22.17821334700011
ancient_eurasia_han_introgression__af20__neutral__rep054	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep054/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	24.099360691999664
ancient_eurasia_han_introgression__af20__neutral__rep055	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep055/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	24.298753044000023
ancient_eurasia_han_introgression__af20__neutral__rep056	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep056/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	24.40347723600007
ancient_eurasia_han_introgression__af20__neutral__rep057	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep057/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	28.456812447000175
ancient_eurasia_han_introgression__af20__neutral__rep058	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep058/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	28.34939684000028
ancient_eurasia_han_introgression__af20__neutral__rep059	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep059/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	27.46922462600014
ancient_eurasia_han_introgression__af20__neutral__rep060	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep060/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	27.33903855499966
ancient_eurasia_han_introgression__af20__neutral__rep061	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep061/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	28.89749532299993
ancient_eurasia_han_introgression__af20__neutral__rep062	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep062/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	29.28522351499987
ancient_eurasia_han_introgression__af20__neutral__rep063	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep063/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	29.20114472000023
ancient_eurasia_han_introgression__af20__neutral__rep064	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep064/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.985626886999853
ancient_eurasia_han_introgression__af20__neutral__rep065	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep065/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	27.88287028099967
ancient_eurasia_han_introgression__af20__neutral__rep066	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep066/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	33.175169528000424
ancient_eurasia_han_introgression__af20__neutral__rep067	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep067/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.439762704999794
ancient_eurasia_han_introgression__af20__neutral__rep068	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep068/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.575547156000084
ancient_eurasia_han_introgression__af20__neutral__rep069	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep069/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.556965688999753
ancient_eurasia_han_introgression__af20__neutral__rep070	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep070/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.37315555000032
ancient_eurasia_han_introgression__af20__neutral__rep071	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep071/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.344114292000086
ancient_eurasia_han_introgression__af20__neutral__rep072	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep072/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	25.425375211999835
ancient_eurasia_han_introgression__af20__neutral__rep073	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep073/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	25.40221822700005
ancient_eurasia_han_introgression__af20__neutral__rep074	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep074/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	27.075495005999983
ancient_eurasia_han_introgression__af20__neutral__rep075	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep075/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	24.432274644000245
ancient_eurasia_han_introgression__af20__neutral__rep076	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep076/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	23.280967779000093
ancient_eurasia_han_introgression__af20__neutral__rep077	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep077/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	28.00301040400018
ancient_eurasia_han_introgression__af20__neutral__rep078	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep078/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	27.814539853000042
ancient_eurasia_han_introgression__af20__neutral__rep079	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep079/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.738780508999753
ancient_eurasia_han_introgression__af20__neutral__rep080	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep080/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.560827981999864
ancient_eurasia_han_introgression__af20__neutral__rep081	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep081/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	28.684448872999837
ancient_eurasia_han_introgression__af20__neutral__rep082	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep082/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.0490255779996
ancient_eurasia_han_introgression__af20__neutral__rep083	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep083/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.685373381999852
ancient_eurasia_han_introgression__af20__neutral__rep084	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep084/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.849676734999775
ancient_eurasia_han_introgression__af20__neutral__rep085	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep085/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	33.49251787000003
ancient_eurasia_han_introgression__af20__neutral__rep086	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep086/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	33.5563553500001
ancient_eurasia_han_introgression__af20__neutral__rep087	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep087/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.876796416999696
ancient_eurasia_han_introgression__af20__neutral__rep088	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep088/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.457099214999744
ancient_eurasia_han_introgression__af20__neutral__rep089	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep089/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.38973534200022
ancient_eurasia_han_introgression__af20__neutral__rep090	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep090/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.706573682999988
ancient_eurasia_han_introgression__af20__neutral__rep091	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep091/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.31157294400009
ancient_eurasia_han_introgression__af20__neutral__rep092	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep092/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	29.528394771999956
ancient_eurasia_han_introgression__af20__neutral__rep093	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep093/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	29.46768838099979
ancient_eurasia_han_introgression__af20__neutral__rep094	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep094/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	27.79777921699997
ancient_eurasia_han_introgression__af20__neutral__rep095	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep095/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	27.888771271999758
ancient_eurasia_han_introgression__af20__neutral__rep096	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep096/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.673679328000162
ancient_eurasia_han_introgression__af20__neutral__rep097	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep097/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	24.40370190800013
ancient_eurasia_han_introgression__af20__neutral__rep098	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep098/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.615669427000284
ancient_eurasia_han_introgression__af20__neutral__rep099	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep099/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	23.61910008699988
ancient_eurasia_han_introgression__af20__neutral__rep100	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__neutral__rep100/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.646537881000313
ancient_eurasia_han_introgression__af20__selected_s0p005__rep001	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep001/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	25.123264475999804
ancient_eurasia_han_introgression__af20__selected_s0p005__rep002	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep002/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.167605194000316
ancient_eurasia_han_introgression__af20__selected_s0p005__rep003	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep003/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.50484817500001
ancient_eurasia_han_introgression__af20__selected_s0p005__rep004	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep004/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.28499924100015
ancient_eurasia_han_introgression__af20__selected_s0p005__rep005	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep005/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.713887110000087
ancient_eurasia_han_introgression__af20__selected_s0p005__rep006	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep006/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.473616858999776
ancient_eurasia_han_introgression__af20__selected_s0p005__rep007	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep007/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	29.412733277999905
ancient_eurasia_han_introgression__af20__selected_s0p005__rep008	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep008/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.85571845100003
ancient_eurasia_han_introgression__af20__selected_s0p005__rep009	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep009/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.758765164000124
ancient_eurasia_han_introgression__af20__selected_s0p005__rep010	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p005__rep010/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.762382461000016
ancient_eurasia_han_introgression__af20__selected_s0p010__rep001	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep001/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.84434520199966
ancient_eurasia_han_introgression__af20__selected_s0p010__rep002	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep002/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.56788162800012
ancient_eurasia_han_introgression__af20__selected_s0p010__rep003	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep003/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	28.990098471999772
ancient_eurasia_han_introgression__af20__selected_s0p010__rep004	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep004/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.89780865600005
ancient_eurasia_han_introgression__af20__selected_s0p010__rep005	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep005/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.174692289000177
ancient_eurasia_han_introgression__af20__selected_s0p010__rep006	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep006/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.895631963999676
ancient_eurasia_han_introgression__af20__selected_s0p010__rep007	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep007/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	33.12814945900027
ancient_eurasia_han_introgression__af20__selected_s0p010__rep008	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep008/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.86981290599988
ancient_eurasia_han_introgression__af20__selected_s0p010__rep009	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep009/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	32.51922217699985
ancient_eurasia_han_introgression__af20__selected_s0p010__rep010	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af20__selected_s0p010__rep010/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	24.496177095999883
ancient_eurasia_han_introgression__af30__neutral__rep001	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep001/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.768916003999948
ancient_eurasia_han_introgression__af30__neutral__rep002	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep002/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	27.058859324999958
ancient_eurasia_han_introgression__af30__neutral__rep003	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep003/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	28.98914575899971
ancient_eurasia_han_introgression__af30__neutral__rep004	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep004/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	29.462493833999815
ancient_eurasia_han_introgression__af30__neutral__rep005	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep005/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.80473559500024
ancient_eurasia_han_introgression__af30__neutral__rep006	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep006/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.69014373400023
ancient_eurasia_han_introgression__af30__neutral__rep007	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep007/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.36232624100012
ancient_eurasia_han_introgression__af30__neutral__rep008	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep008/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	26.06735447400024
ancient_eurasia_han_introgression__af30__neutral__rep009	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep009/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.336234476999834
ancient_eurasia_han_introgression__af30__neutral__rep010	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep010/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.423064219000025
ancient_eurasia_han_introgression__af30__neutral__rep011	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep011/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	31.048655896000128
ancient_eurasia_han_introgression__af30__neutral__rep012	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep012/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.792542294000214
ancient_eurasia_han_introgression__af30__neutral__rep013	complete		/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/work/ancient_eurasia_han_introgression__af30__neutral__rep013/decoded/completion.json	057774590af12efbbedc9d1ffb736747c0dba2604ef0028dcf9b65e275e70a22	30.52645196900039
