base_specification_id	replicate_id	replicate_index	specification_id	selection_coefficient	target_allele_frequency	metric	gamma_smc	tree_truth	tree_truth_expected_sign	gamma_smc_expected_sign	raw_truth_gamma_sign_agreement	gamma_detected_given_truth_expected_sign
intro_s0p005_af30	intro_s0p005_af30__rep004	4	intro_s0p005_af30__rep004	0.005	0.3	alt_minus_ref_mean_tmrca_generations	-4506.703792	-1406.8253968253964	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep004	4	intro_s0p005_af30__rep004	0.005	0.3	alt_minus_ref_normalized_cdf_auc	0.3882873466118435	0.2144444444444444	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep005	5	intro_s0p005_af30__rep005	0.005	0.3	alt_minus_ref_mean_tmrca_generations	-23725.845973	-2257.0	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep005	5	intro_s0p005_af30__rep005	0.005	0.3	alt_minus_ref_normalized_cdf_auc	0.486898622726642	0.5438235294117647	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep006	6	intro_s0p005_af30__rep006	0.005	0.3	alt_minus_ref_mean_tmrca_generations	-13179.47804	-26166.945139946743	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep006	6	intro_s0p005_af30__rep006	0.005	0.3	alt_minus_ref_normalized_cdf_auc	-0.09933832667490003	-0.06811594202898544	False	False	True	False
intro_s0p005_af30	intro_s0p005_af30__rep007	7	intro_s0p005_af30__rep007	0.005	0.3	alt_minus_ref_mean_tmrca_generations	-9556.414378000001	-13273.942364025683	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep007	7	intro_s0p005_af30__rep007	0.005	0.3	alt_minus_ref_normalized_cdf_auc	-0.2560051331533	-0.3588709677419355	False	False	True	False
intro_s0p005_af30	intro_s0p005_af30__rep008	8	intro_s0p005_af30__rep008	0.005	0.3	alt_minus_ref_mean_tmrca_generations	-24226.456708	-21828.35545747236	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep008	8	intro_s0p005_af30__rep008	0.005	0.3	alt_minus_ref_normalized_cdf_auc	0.06047361738908996	0.2815476190476191	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep009	9	intro_s0p005_af30__rep009	0.005	0.3	alt_minus_ref_mean_tmrca_generations	4326.722286	413.9655172413793	False	False	True	False
intro_s0p005_af30	intro_s0p005_af30__rep009	9	intro_s0p005_af30__rep009	0.005	0.3	alt_minus_ref_normalized_cdf_auc	-0.15506164727795002	-0.24250000000000005	False	False	True	False
intro_s0p005_af30	intro_s0p005_af30__rep010	10	intro_s0p005_af30__rep010	0.005	0.3	alt_minus_ref_mean_tmrca_generations	-11451.83973	-61411.92130042434	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep010	10	intro_s0p005_af30__rep010	0.005	0.3	alt_minus_ref_normalized_cdf_auc	0.06028321558011997	0.17252380952380952	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep001	1	intro_s0p005_af40__rep001	0.005	0.4	alt_minus_ref_mean_tmrca_generations	2100.4473099999996	-2870.4646464646466	True	False	False	False
intro_s0p005_af40	intro_s0p005_af40__rep001	1	intro_s0p005_af40__rep001	0.005	0.4	alt_minus_ref_normalized_cdf_auc	0.021666294507514977	0.06636363636363637	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep002	2	intro_s0p005_af40__rep002	0.005	0.4	alt_minus_ref_mean_tmrca_generations	-20619.839637	-26902.356813686652	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep002	2	intro_s0p005_af40__rep002	0.005	0.4	alt_minus_ref_normalized_cdf_auc	0.17764129988599997	-0.03772300469483569	False	True	False	False
intro_s0p005_af40	intro_s0p005_af40__rep003	3	intro_s0p005_af40__rep003	0.005	0.4	alt_minus_ref_mean_tmrca_generations	-38316.454037999996	-65997.5668219919	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep003	3	intro_s0p005_af40__rep003	0.005	0.4	alt_minus_ref_normalized_cdf_auc	0.32221778802275	0.3468243243243243	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep004	4	intro_s0p005_af40__rep004	0.005	0.4	alt_minus_ref_mean_tmrca_generations	-32716.122853000004	-78700.91412457082	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep004	4	intro_s0p005_af40__rep004	0.005	0.4	alt_minus_ref_normalized_cdf_auc	0.34337313270835	0.42	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep005	5	intro_s0p005_af40__rep005	0.005	0.4	alt_minus_ref_mean_tmrca_generations	-5248.837769999998	-34635.47884824615	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep005	5	intro_s0p005_af40__rep005	0.005	0.4	alt_minus_ref_normalized_cdf_auc	0.0534583104357	0.0008487394957983063	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep006	6	intro_s0p005_af40__rep006	0.005	0.4	alt_minus_ref_mean_tmrca_generations	-19042.224899	-28200.976096263093	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep006	6	intro_s0p005_af40__rep006	0.005	0.4	alt_minus_ref_normalized_cdf_auc	0.22714673704786995	0.3222222222222222	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep007	7	intro_s0p005_af40__rep007	0.005	0.4	alt_minus_ref_mean_tmrca_generations	-1218.1799469999996	-438.7214611872146	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep007	7	intro_s0p005_af40__rep007	0.005	0.4	alt_minus_ref_normalized_cdf_auc	-0.16735504337725002	-0.08212328767123284	False	False	True	False
intro_s0p005_af40	intro_s0p005_af40__rep008	8	intro_s0p005_af40__rep008	0.005	0.4	alt_minus_ref_mean_tmrca_generations	-11601.039380000002	-19087.461964581275	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep008	8	intro_s0p005_af40__rep008	0.005	0.4	alt_minus_ref_normalized_cdf_auc	0.11050852960933498	0.16312222222222222	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep009	9	intro_s0p005_af40__rep009	0.005	0.4	alt_minus_ref_mean_tmrca_generations	-4590.5211469999995	-398.69198312236267	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep009	9	intro_s0p005_af40__rep009	0.005	0.4	alt_minus_ref_normalized_cdf_auc	-0.11098354857990003	-0.13594936708860755	False	False	True	False
intro_s0p005_af40	intro_s0p005_af40__rep010	10	intro_s0p005_af40__rep010	0.005	0.4	alt_minus_ref_mean_tmrca_generations	-71.06803000000036	-61798.73889245797	True	True	True	True
intro_s0p005_af40	intro_s0p005_af40__rep010	10	intro_s0p005_af40__rep010	0.005	0.4	alt_minus_ref_normalized_cdf_auc	-0.09313464882510003	-0.2096785714285715	False	False	True	False
intro_s0p005_af50	intro_s0p005_af50__rep001	1	intro_s0p005_af50__rep001	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-21202.603477	-17251.64274322169	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep001	1	intro_s0p005_af50__rep001	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.14141168763524503	0.07047049441786286	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep002	2	intro_s0p005_af50__rep002	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-20665.474113000004	-20602.392200240072	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep002	2	intro_s0p005_af50__rep002	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.16025470373895	0.17871158392434988	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep003	3	intro_s0p005_af50__rep003	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-23853.686734999996	-59779.16104992678	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep003	3	intro_s0p005_af50__rep003	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.07459798219211501	0.053018181818181825	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep004	4	intro_s0p005_af50__rep004	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-20298.14703	-22336.297625811814	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep004	4	intro_s0p005_af50__rep004	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.14182415557195	0.18700255102040814	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep005	5	intro_s0p005_af50__rep005	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-27205.63536	-52000.78415756725	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep005	5	intro_s0p005_af50__rep005	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.20915850816694997	0.016686991869918733	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep006	6	intro_s0p005_af50__rep006	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-26110.486022	-48088.20591374478	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep006	6	intro_s0p005_af50__rep006	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.2680794323531	0.186953125	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep007	7	intro_s0p005_af50__rep007	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-5947.72293	-35733.88182325324	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep007	7	intro_s0p005_af50__rep007	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.18227765157725	0.09332499999999999	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep008	8	intro_s0p005_af50__rep008	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-26846.538084999996	-67193.3896788495	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep008	8	intro_s0p005_af50__rep008	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.07707355256840001	0.14052272727272724	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep009	9	intro_s0p005_af50__rep009	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-7994.733458000001	-7364.188311688311	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep009	9	intro_s0p005_af50__rep009	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.07692445665820999	0.2061931818181818	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep010	10	intro_s0p005_af50__rep010	0.005	0.5	alt_minus_ref_mean_tmrca_generations	-15976.715418	-29742.007025453124	True	True	True	True
intro_s0p005_af50	intro_s0p005_af50__rep010	10	intro_s0p005_af50__rep010	0.005	0.5	alt_minus_ref_normalized_cdf_auc	0.11380804757909999	0.05800204918032781	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep001	1	intro_s0p005_af60__rep001	0.005	0.6	alt_minus_ref_mean_tmrca_generations	4976.530974	310.90395480225993	False	False	True	False
intro_s0p005_af60	intro_s0p005_af60__rep001	1	intro_s0p005_af60__rep001	0.005	0.6	alt_minus_ref_normalized_cdf_auc	-0.17397718146331503	-0.2174011299435028	False	False	True	False
intro_s0p005_af60	intro_s0p005_af60__rep002	2	intro_s0p005_af60__rep002	0.005	0.6	alt_minus_ref_mean_tmrca_generations	-37137.282391	-55409.615503983296	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep002	2	intro_s0p005_af60__rep002	0.005	0.6	alt_minus_ref_normalized_cdf_auc	0.4446767326037	0.24193333333333328	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep003	3	intro_s0p005_af60__rep003	0.005	0.6	alt_minus_ref_mean_tmrca_generations	-7420.360782	-937.6282051282053	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep003	3	intro_s0p005_af60__rep003	0.005	0.6	alt_minus_ref_normalized_cdf_auc	0.092783876795205	-0.04788461538461537	False	True	False	False
intro_s0p005_af60	intro_s0p005_af60__rep004	4	intro_s0p005_af60__rep004	0.005	0.6	alt_minus_ref_mean_tmrca_generations	-328.61253000000033	-9314.507042253521	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep004	4	intro_s0p005_af60__rep004	0.005	0.6	alt_minus_ref_normalized_cdf_auc	-0.2718670035961251	-0.1542253521126761	False	False	True	False
intro_s0p005_af60	intro_s0p005_af60__rep005	5	intro_s0p005_af60__rep005	0.005	0.6	alt_minus_ref_mean_tmrca_generations	-31118.678174	-44394.24544832069	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep005	5	intro_s0p005_af60__rep005	0.005	0.6	alt_minus_ref_normalized_cdf_auc	0.2840292844758	0.2962264150943396	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep006	6	intro_s0p005_af60__rep006	0.005	0.6	alt_minus_ref_mean_tmrca_generations	15851.755283999999	951.8407960199005	False	False	True	False
intro_s0p005_af60	intro_s0p005_af60__rep006	6	intro_s0p005_af60__rep006	0.005	0.6	alt_minus_ref_normalized_cdf_auc	-0.2998344655623999	-0.39900497512437816	False	False	True	False
intro_s0p005_af60	intro_s0p005_af60__rep007	7	intro_s0p005_af60__rep007	0.005	0.6	alt_minus_ref_mean_tmrca_generations	-9627.740142	-3318.3064516129034	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep007	7	intro_s0p005_af60__rep007	0.005	0.6	alt_minus_ref_normalized_cdf_auc	-0.09901765409214999	-0.025564516129032266	False	False	True	False
intro_s0p005_af60	intro_s0p005_af60__rep008	8	intro_s0p005_af60__rep008	0.005	0.6	alt_minus_ref_mean_tmrca_generations	-3008.7457909999994	-14026.356831476873	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep008	8	intro_s0p005_af60__rep008	0.005	0.6	alt_minus_ref_normalized_cdf_auc	-0.08123613380325001	0.0581673728813559	True	False	False	False
intro_s0p005_af60	intro_s0p005_af60__rep009	9	intro_s0p005_af60__rep009	0.005	0.6	alt_minus_ref_mean_tmrca_generations	-6348.068429999999	-23704.852430817955	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep009	9	intro_s0p005_af60__rep009	0.005	0.6	alt_minus_ref_normalized_cdf_auc	0.07175424550204995	0.08827586206896557	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep010	10	intro_s0p005_af60__rep010	0.005	0.6	alt_minus_ref_mean_tmrca_generations	-8908.626736	-5755.8928478175985	True	True	True	True
intro_s0p005_af60	intro_s0p005_af60__rep010	10	intro_s0p005_af60__rep010	0.005	0.6	alt_minus_ref_normalized_cdf_auc	0.4047430586005797	0.36630952380952386	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep001	1	intro_s0p005_af70__rep001	0.005	0.7	alt_minus_ref_mean_tmrca_generations	-13603.527363000001	-8554.135802469136	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep001	1	intro_s0p005_af70__rep001	0.005	0.7	alt_minus_ref_normalized_cdf_auc	0.2994276358025941	0.2826543209876543	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep002	2	intro_s0p005_af70__rep002	0.005	0.7	alt_minus_ref_mean_tmrca_generations	-4892.0969000000005	-2504.154228855721	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep002	2	intro_s0p005_af70__rep002	0.005	0.7	alt_minus_ref_normalized_cdf_auc	0.13064438762748407	0.07437810945273626	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep003	3	intro_s0p005_af70__rep003	0.005	0.7	alt_minus_ref_mean_tmrca_generations	2964.4607611	1083.6486486486488	False	False	True	False
intro_s0p005_af70	intro_s0p005_af70__rep003	3	intro_s0p005_af70__rep003	0.005	0.7	alt_minus_ref_normalized_cdf_auc	-0.41109915358100013	-0.48060810810810817	False	False	True	False
intro_s0p005_af70	intro_s0p005_af70__rep004	4	intro_s0p005_af70__rep004	0.005	0.7	alt_minus_ref_mean_tmrca_generations	-8858.053875000001	-21309.95926475964	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep004	4	intro_s0p005_af70__rep004	0.005	0.7	alt_minus_ref_normalized_cdf_auc	0.237374119735638	0.1737070707070707	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep005	5	intro_s0p005_af70__rep005	0.005	0.7	alt_minus_ref_mean_tmrca_generations	-14553.132966000001	-5960.625	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep005	5	intro_s0p005_af70__rep005	0.005	0.7	alt_minus_ref_normalized_cdf_auc	0.30004819558025436	0.15640625	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep006	6	intro_s0p005_af70__rep006	0.005	0.7	alt_minus_ref_mean_tmrca_generations	-37067.582544000004	-27824.38409947703	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep006	6	intro_s0p005_af70__rep006	0.005	0.7	alt_minus_ref_normalized_cdf_auc	0.22164417195849997	0.002623188405797061	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep007	7	intro_s0p005_af70__rep007	0.005	0.7	alt_minus_ref_mean_tmrca_generations	4191.436377	1394.7333333333331	False	False	True	False
intro_s0p005_af70	intro_s0p005_af70__rep007	7	intro_s0p005_af70__rep007	0.005	0.7	alt_minus_ref_normalized_cdf_auc	-0.2515587859380501	-0.6609	False	False	True	False
intro_s0p005_af70	intro_s0p005_af70__rep008	8	intro_s0p005_af70__rep008	0.005	0.7	alt_minus_ref_mean_tmrca_generations	-19328.997443	-36423.7270844494	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep008	8	intro_s0p005_af70__rep008	0.005	0.7	alt_minus_ref_normalized_cdf_auc	0.19495959628050005	0.3950909090909091	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep009	9	intro_s0p005_af70__rep009	0.005	0.7	alt_minus_ref_mean_tmrca_generations	-25834.234983000002	-17854.812534932287	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep009	9	intro_s0p005_af70__rep009	0.005	0.7	alt_minus_ref_normalized_cdf_auc	0.30328069550517417	0.2306875	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep010	10	intro_s0p005_af70__rep010	0.005	0.7	alt_minus_ref_mean_tmrca_generations	-5306.096701999999	-6591.752021563342	True	True	True	True
intro_s0p005_af70	intro_s0p005_af70__rep010	10	intro_s0p005_af70__rep010	0.005	0.7	alt_minus_ref_normalized_cdf_auc	-0.10257106891527995	0.1585714285714286	True	False	False	False
intro_s0p005_af80	intro_s0p005_af80__rep001	1	intro_s0p005_af80__rep001	0.005	0.8	alt_minus_ref_mean_tmrca_generations	8083.710274000001	897.183908045977	False	False	True	False
intro_s0p005_af80	intro_s0p005_af80__rep001	1	intro_s0p005_af80__rep001	0.005	0.8	alt_minus_ref_normalized_cdf_auc	-0.3093282538217751	-0.30511494252873567	False	False	True	False
intro_s0p005_af80	intro_s0p005_af80__rep002	2	intro_s0p005_af80__rep002	0.005	0.8	alt_minus_ref_mean_tmrca_generations	-27009.55656	-25213.661971830985	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep002	2	intro_s0p005_af80__rep002	0.005	0.8	alt_minus_ref_normalized_cdf_auc	0.21746626281585	0.21422535211267604	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep003	3	intro_s0p005_af80__rep003	0.005	0.8	alt_minus_ref_mean_tmrca_generations	10829.514473399999	1082.1333333333334	False	False	True	False
intro_s0p005_af80	intro_s0p005_af80__rep003	3	intro_s0p005_af80__rep003	0.005	0.8	alt_minus_ref_normalized_cdf_auc	-0.5957697040086551	-0.4894666666666666	False	False	True	False
intro_s0p005_af80	intro_s0p005_af80__rep004	4	intro_s0p005_af80__rep004	0.005	0.8	alt_minus_ref_mean_tmrca_generations	-16582.247512	-32555.107531466147	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep004	4	intro_s0p005_af80__rep004	0.005	0.8	alt_minus_ref_normalized_cdf_auc	0.24897495576677428	0.23022058823529407	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep005	5	intro_s0p005_af80__rep005	0.005	0.8	alt_minus_ref_mean_tmrca_generations	-18687.71807	-33350.528671792454	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep005	5	intro_s0p005_af80__rep005	0.005	0.8	alt_minus_ref_normalized_cdf_auc	-0.054492093886799986	-0.14985507246376814	False	False	True	False
intro_s0p005_af80	intro_s0p005_af80__rep006	6	intro_s0p005_af80__rep006	0.005	0.8	alt_minus_ref_mean_tmrca_generations	398.785530000001	-610.8333333333333	True	False	False	False
intro_s0p005_af80	intro_s0p005_af80__rep006	6	intro_s0p005_af80__rep006	0.005	0.8	alt_minus_ref_normalized_cdf_auc	0.16409860340489688	0.12404761904761903	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep007	7	intro_s0p005_af80__rep007	0.005	0.8	alt_minus_ref_mean_tmrca_generations	-11271.059545999999	-6055.30303030303	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep007	7	intro_s0p005_af80__rep007	0.005	0.8	alt_minus_ref_normalized_cdf_auc	0.25811706233299003	0.20181818181818184	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep008	8	intro_s0p005_af80__rep008	0.005	0.8	alt_minus_ref_mean_tmrca_generations	-18882.93118	-65590.15898023307	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep008	8	intro_s0p005_af80__rep008	0.005	0.8	alt_minus_ref_normalized_cdf_auc	-0.33166219989786994	-0.3175704225352113	False	False	True	False
intro_s0p005_af80	intro_s0p005_af80__rep009	9	intro_s0p005_af80__rep009	0.005	0.8	alt_minus_ref_mean_tmrca_generations	-6374.781819999998	-34914.089972644775	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep009	9	intro_s0p005_af80__rep009	0.005	0.8	alt_minus_ref_normalized_cdf_auc	0.1784176006193685	0.21712121212121208	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep010	10	intro_s0p005_af80__rep010	0.005	0.8	alt_minus_ref_mean_tmrca_generations	-24988.993087000003	-51864.8441134688	True	True	True	True
intro_s0p005_af80	intro_s0p005_af80__rep010	10	intro_s0p005_af80__rep010	0.005	0.8	alt_minus_ref_normalized_cdf_auc	0.3647696691587698	0.16734375	True	True	True	True
intro_s0p005_af90	intro_s0p005_af90__rep004	4	intro_s0p005_af90__rep004	0.005	0.9	alt_minus_ref_mean_tmrca_generations	13745.763976	396.2643678160921	False	False	True	False
intro_s0p005_af90	intro_s0p005_af90__rep004	4	intro_s0p005_af90__rep004	0.005	0.9	alt_minus_ref_normalized_cdf_auc	-0.33944153955709	-0.3544540229885058	False	False	True	False
intro_s0p005_af90	intro_s0p005_af90__rep006	6	intro_s0p005_af90__rep006	0.005	0.9	alt_minus_ref_mean_tmrca_generations	4180.05096385	1706.547619047619	False	False	True	False
intro_s0p005_af90	intro_s0p005_af90__rep006	6	intro_s0p005_af90__rep006	0.005	0.9	alt_minus_ref_normalized_cdf_auc	-0.7008186176319998	-0.8016071428571429	False	False	True	False
intro_s0p005_af90	intro_s0p005_af90__rep008	8	intro_s0p005_af90__rep008	0.005	0.9	alt_minus_ref_mean_tmrca_generations	-15691.102612000002	-33719.33861042615	True	True	True	True
intro_s0p005_af90	intro_s0p005_af90__rep008	8	intro_s0p005_af90__rep008	0.005	0.9	alt_minus_ref_normalized_cdf_auc	0.00017922928400004867	-0.2506395348837209	False	True	False	False
intro_s0p005_af90	intro_s0p005_af90__rep009	9	intro_s0p005_af90__rep009	0.005	0.9	alt_minus_ref_mean_tmrca_generations	-15414.729393	268.2967032967035	False	True	False	False
intro_s0p005_af90	intro_s0p005_af90__rep009	9	intro_s0p005_af90__rep009	0.005	0.9	alt_minus_ref_normalized_cdf_auc	0.157710264842655	-0.32101648351648354	False	True	False	False
intro_s0p010_af10	intro_s0p010_af10__rep001	1	intro_s0p010_af10__rep001	0.01	0.1	alt_minus_ref_mean_tmrca_generations	-12765.887591	-11032.764705882353	True	True	True	True
intro_s0p010_af10	intro_s0p010_af10__rep001	1	intro_s0p010_af10__rep001	0.01	0.1	alt_minus_ref_normalized_cdf_auc	0.14874208510069997	-0.30585294117647055	False	True	False	False
intro_s0p010_af10	intro_s0p010_af10__rep008	8	intro_s0p010_af10__rep008	0.01	0.1	alt_minus_ref_mean_tmrca_generations	-35898.624313	-37499.016360377034	True	True	True	True
intro_s0p010_af10	intro_s0p010_af10__rep008	8	intro_s0p010_af10__rep008	0.01	0.1	alt_minus_ref_normalized_cdf_auc	0.5783465157928779	0.6947794117647059	True	True	True	True
intro_s0p010_af10	intro_s0p010_af10__rep009	9	intro_s0p010_af10__rep009	0.01	0.1	alt_minus_ref_mean_tmrca_generations	-33905.8325612	-49296.50543363471	True	True	True	True
intro_s0p010_af10	intro_s0p010_af10__rep009	9	intro_s0p010_af10__rep009	0.01	0.1	alt_minus_ref_normalized_cdf_auc	0.6468995311357499	0.3818292682926829	True	True	True	True
intro_s0p010_af20	intro_s0p010_af20__rep001	1	intro_s0p010_af20__rep001	0.01	0.2	alt_minus_ref_mean_tmrca_generations	-17432.039867	-9863.795307988808	True	True	True	True
intro_s0p010_af20	intro_s0p010_af20__rep001	1	intro_s0p010_af20__rep001	0.01	0.2	alt_minus_ref_normalized_cdf_auc	0.32175465566935	0.4406346153846154	True	True	True	True
intro_s0p010_af20	intro_s0p010_af20__rep006	6	intro_s0p010_af20__rep006	0.01	0.2	alt_minus_ref_mean_tmrca_generations	-15082.356657999999	-32012.513372520207	True	True	True	True
intro_s0p010_af20	intro_s0p010_af20__rep006	6	intro_s0p010_af20__rep006	0.01	0.2	alt_minus_ref_normalized_cdf_auc	-0.09778027537679995	0.008536585365853722	True	False	False	False
intro_s0p010_af20	intro_s0p010_af20__rep009	9	intro_s0p010_af20__rep009	0.01	0.2	alt_minus_ref_mean_tmrca_generations	-257.82265400000006	84.16666666666674	False	True	False	False
intro_s0p010_af20	intro_s0p010_af20__rep009	9	intro_s0p010_af20__rep009	0.01	0.2	alt_minus_ref_normalized_cdf_auc	-0.07310177193434997	-0.22214912280701754	False	False	True	False
intro_s0p010_af30	intro_s0p010_af30__rep003	3	intro_s0p010_af30__rep003	0.01	0.3	alt_minus_ref_mean_tmrca_generations	-5282.333119999999	-2996.0	True	True	True	True
intro_s0p010_af30	intro_s0p010_af30__rep003	3	intro_s0p010_af30__rep003	0.01	0.3	alt_minus_ref_normalized_cdf_auc	0.07074557357635	0.1444242424242424	True	True	True	True
intro_s0p010_af30	intro_s0p010_af30__rep004	4	intro_s0p010_af30__rep004	0.01	0.3	alt_minus_ref_mean_tmrca_generations	-23664.998412	-28233.14468989863	True	True	True	True
intro_s0p010_af30	intro_s0p010_af30__rep004	4	intro_s0p010_af30__rep004	0.01	0.3	alt_minus_ref_normalized_cdf_auc	0.48875192695954534	0.6121428571428571	True	True	True	True
intro_s0p010_af30	intro_s0p010_af30__rep005	5	intro_s0p010_af30__rep005	0.01	0.3	alt_minus_ref_mean_tmrca_generations	2652.535441	-1476.4925373134329	True	False	False	False
intro_s0p010_af30	intro_s0p010_af30__rep005	5	intro_s0p010_af30__rep005	0.01	0.3	alt_minus_ref_normalized_cdf_auc	0.007548859179250023	0.34298507462686567	True	True	True	True
intro_s0p010_af30	intro_s0p010_af30__rep006	6	intro_s0p010_af30__rep006	0.01	0.3	alt_minus_ref_mean_tmrca_generations	-9441.594025	-5112.948717948718	True	True	True	True
intro_s0p010_af30	intro_s0p010_af30__rep006	6	intro_s0p010_af30__rep006	0.01	0.3	alt_minus_ref_normalized_cdf_auc	0.09476033783486507	0.113525641025641	True	True	True	True
intro_s0p010_af30	intro_s0p010_af30__rep010	10	intro_s0p010_af30__rep010	0.01	0.3	alt_minus_ref_mean_tmrca_generations	-28263.846277	-31169.62965100208	True	True	True	True
intro_s0p010_af30	intro_s0p010_af30__rep010	10	intro_s0p010_af30__rep010	0.01	0.3	alt_minus_ref_normalized_cdf_auc	0.37915925874095	0.43469230769230766	True	True	True	True
