key,onset_years,fold,markers,valid_grid_positions,class_partition,native_decoded_counts_exact,original_decoded_grid_changed_cells,original_decoded_grid_max_abs_count_difference,original_truth_exact
neutral/rep0402,0,2,123,35,True,True,0,0,True
neutral/rep0403,0,3,644,203,True,True,0,0,True
neutral/rep0404,0,0,1064,314,True,True,0,0,True
neutral/rep0405,0,4,670,204,True,True,0,0,True
neutral/rep0406,0,0,605,187,True,True,0,0,True
neutral/rep0407,0,0,642,210,True,True,0,0,True
neutral/rep0408,0,4,296,87,True,True,0,0,True
neutral/rep0409,0,4,19,6,True,True,0,0,True
neutral/rep0410,0,0,418,124,True,True,0,0,True
neutral/rep0411,0,4,1028,320,True,True,0,0,True
neutral/rep0412,0,2,455,142,True,True,0,0,True
neutral/rep0413,0,4,324,99,True,True,0,0,True
neutral/rep0414,0,4,192,59,True,True,0,0,True
neutral/rep0415,0,0,711,211,True,True,0,0,True
neutral/rep0416,0,3,773,234,True,True,0,0,True
neutral/rep0417,0,4,918,293,True,True,0,0,True
neutral/rep0418,0,4,0,0,True,True,0,0,True
neutral/rep0419,0,4,598,176,True,True,0,0,True
neutral/rep0420,0,4,436,134,True,True,0,0,True
neutral/rep0421,0,4,1285,389,True,True,0,0,True
neutral/rep0422,0,3,212,63,True,True,0,0,True
neutral/rep0423,0,3,883,265,True,True,0,0,True
neutral/rep0424,0,0,287,85,True,True,0,0,True
neutral/rep0425,0,0,826,251,True,True,0,0,True
neutral/rep0426,0,1,443,143,True,True,0,0,True
neutral/rep0427,0,0,472,135,True,True,0,0,True
neutral/rep0428,0,4,44,13,True,True,0,0,True
neutral/rep0429,0,1,757,255,True,True,0,0,True
neutral/rep0430,0,2,964,304,True,True,0,0,True
neutral/rep0431,0,1,88,30,True,True,0,0,True
neutral/rep0432,0,4,597,176,True,True,0,0,True
neutral/rep0433,0,2,999,293,True,True,0,0,True
neutral/rep0434,0,0,461,134,True,True,0,0,True
neutral/rep0435,0,4,440,126,True,True,0,0,True
neutral/rep0436,0,2,474,140,True,True,0,0,True
neutral/rep0437,0,0,188,58,True,True,0,0,True
neutral/rep0438,0,4,322,89,True,True,0,0,True
neutral/rep0439,0,3,493,158,True,True,0,0,True
neutral/rep0440,0,4,462,139,True,True,0,0,True
neutral/rep0441,0,3,100,33,True,True,0,0,True
neutral/rep0442,0,1,175,61,True,True,0,0,True
neutral/rep0443,0,2,525,164,True,True,0,0,True
neutral/rep0444,0,4,501,164,True,True,0,0,True
neutral/rep0445,0,1,608,188,True,True,0,0,True
neutral/rep0446,0,2,632,190,True,True,0,0,True
neutral/rep0447,0,2,572,180,True,True,0,0,True
neutral/rep0448,0,1,805,245,True,True,0,0,True
neutral/rep0449,0,0,340,98,True,True,0,0,True
neutral/rep0450,0,3,791,242,True,True,0,0,True
neutral/rep0451,0,3,1110,321,True,True,0,0,True
neutral/rep0452,0,4,857,259,True,True,0,0,True
neutral/rep0453,0,4,491,150,True,True,0,0,True
neutral/rep0454,0,2,170,52,True,True,0,0,True
neutral/rep0455,0,1,212,69,True,True,0,0,True
neutral/rep0456,0,3,197,60,True,True,0,0,True
neutral/rep0457,0,3,575,179,True,True,0,0,True
neutral/rep0458,0,1,301,95,True,True,0,0,True
neutral/rep0459,0,1,627,194,True,True,0,0,True
neutral/rep0460,0,3,1179,352,True,True,0,0,True
neutral/rep0461,0,3,1212,363,True,True,0,0,True
neutral/rep0462,0,1,375,117,True,True,0,0,True
neutral/rep0463,0,1,608,184,True,True,0,0,True
neutral/rep0464,0,1,313,94,True,True,0,0,True
neutral/rep0465,0,0,255,82,True,True,0,0,True
neutral/rep0466,0,1,630,193,True,True,0,0,True
neutral/rep0467,0,0,536,174,True,True,0,0,True
neutral/rep0468,0,1,661,205,True,True,0,0,True
neutral/rep0469,0,3,965,288,True,True,0,0,True
neutral/rep0470,0,1,1105,322,True,True,0,0,True
neutral/rep0471,0,3,112,32,True,True,0,0,True
neutral/rep0472,0,0,1200,368,True,True,0,0,True
neutral/rep0473,0,2,497,147,True,True,0,0,True
neutral/rep0474,0,4,311,91,True,True,0,0,True
neutral/rep0475,0,0,526,154,True,True,0,0,True
neutral/rep0476,0,2,987,291,True,True,0,0,True
neutral/rep0477,0,4,0,0,True,True,0,0,True
neutral/rep0478,0,0,780,228,True,True,0,0,True
neutral/rep0479,0,4,34,12,True,True,0,0,True
neutral/rep0480,0,4,162,50,True,True,0,0,True
neutral/rep0481,0,4,621,187,True,True,0,0,True
neutral/rep0482,0,4,31,15,True,True,0,0,True
neutral/rep0483,0,4,395,116,True,True,0,0,True
neutral/rep0484,0,2,1154,357,True,True,0,0,True
neutral/rep0485,0,4,591,179,True,True,0,0,True
neutral/rep0486,0,1,497,148,True,True,0,0,True
neutral/rep0487,0,2,1654,497,True,True,0,0,True
neutral/rep0488,0,4,559,177,True,True,0,0,True
neutral/rep0489,0,4,452,143,True,True,0,0,True
neutral/rep0490,0,4,494,156,True,True,0,0,True
neutral/rep0491,0,2,392,126,True,True,0,0,True
neutral/rep0492,0,1,675,199,True,True,0,0,True
neutral/rep0493,0,4,623,186,True,True,0,0,True
neutral/rep0494,0,4,710,216,True,True,0,0,True
neutral/rep0495,0,2,407,126,True,True,0,0,True
neutral/rep0496,0,3,622,195,True,True,0,0,True
neutral/rep0497,0,3,269,77,True,True,0,0,True
neutral/rep0498,0,0,306,90,True,True,0,0,True
neutral/rep0499,0,4,129,41,True,True,0,0,True
neutral/rep0500,0,3,737,222,True,True,0,0,True
neutral/rep0501,0,2,861,259,True,True,0,0,True
neutral/rep0502,0,3,1408,401,True,True,0,0,True
neutral/rep0503,0,1,284,89,True,True,0,0,True
neutral/rep0504,0,0,270,82,True,True,0,0,True
neutral/rep0505,0,0,708,214,True,True,0,0,True
neutral/rep0506,0,0,393,120,True,True,0,0,True
neutral/rep0507,0,2,244,77,True,True,0,0,True
neutral/rep0508,0,1,149,46,True,True,0,0,True
neutral/rep0509,0,3,439,139,True,True,0,0,True
neutral/rep0510,0,0,411,116,True,True,0,0,True
neutral/rep0511,0,2,871,275,True,True,0,0,True
neutral/rep0512,0,0,359,105,True,True,0,0,True
neutral/rep0513,0,4,622,195,True,True,0,0,True
neutral/rep0514,0,3,491,156,True,True,0,0,True
neutral/rep0515,0,3,459,135,True,True,0,0,True
neutral/rep0516,0,2,508,155,True,True,0,0,True
neutral/rep0517,0,4,479,142,True,True,0,0,True
neutral/rep0518,0,2,782,235,True,True,0,0,True
neutral/rep0519,0,4,477,141,True,True,0,0,True
neutral/rep0520,0,4,994,299,True,True,0,0,True
neutral/rep0521,0,1,780,242,True,True,0,0,True
neutral/rep0522,0,4,764,224,True,True,0,0,True
neutral/rep0523,0,1,869,258,True,True,0,0,True
neutral/rep0524,0,3,996,308,True,True,0,0,True
neutral/rep0525,0,1,268,84,True,True,0,0,True
neutral/rep0526,0,3,351,109,True,True,0,0,True
neutral/rep0527,0,0,91,33,True,True,0,0,True
neutral/rep0528,0,0,440,139,True,True,0,0,True
neutral/rep0529,0,0,348,103,True,True,0,0,True
neutral/rep0530,0,1,669,203,True,True,0,0,True
neutral/rep0531,0,4,1017,305,True,True,0,0,True
neutral/rep0532,0,3,302,91,True,True,0,0,True
neutral/rep0533,0,4,627,199,True,True,0,0,True
neutral/rep0534,0,3,32,12,True,True,0,0,True
neutral/rep0535,0,1,367,120,True,True,0,0,True
neutral/rep0536,0,4,750,235,True,True,0,0,True
neutral/rep0537,0,4,612,178,True,True,0,0,True
neutral/rep0538,0,0,560,171,True,True,0,0,True
neutral/rep0539,0,1,1033,302,True,True,0,0,True
neutral/rep0540,0,2,399,137,True,True,0,0,True
neutral/rep0541,0,2,454,148,True,True,0,0,True
neutral/rep0542,0,3,520,154,True,True,0,0,True
neutral/rep0543,0,0,546,174,True,True,0,0,True
neutral/rep0544,0,2,280,77,True,True,0,0,True
neutral/rep0545,0,1,240,72,True,True,0,0,True
neutral/rep0546,0,4,944,289,True,True,0,0,True
neutral/rep0547,0,3,1028,310,True,True,0,0,True
neutral/rep0548,0,2,0,0,True,True,0,0,True
neutral/rep0549,0,3,60,18,True,True,0,0,True
neutral/rep0550,0,3,80,26,True,True,0,0,True
neutral/rep0551,0,3,718,202,True,True,0,0,True
neutral/rep0552,0,4,184,55,True,True,0,0,True
neutral/rep0553,0,1,359,119,True,True,0,0,True
neutral/rep0554,0,2,331,108,True,True,0,0,True
neutral/rep0555,0,0,235,74,True,True,0,0,True
neutral/rep0556,0,3,531,160,True,True,0,0,True
neutral/rep0557,0,4,589,182,True,True,0,0,True
neutral/rep0558,0,4,130,42,True,True,0,0,True
neutral/rep0559,0,0,429,134,True,True,0,0,True
neutral/rep0560,0,2,334,97,True,True,0,0,True
neutral/rep0561,0,2,509,155,True,True,0,0,True
neutral/rep0562,0,4,364,103,True,True,0,0,True
neutral/rep0563,0,1,604,185,True,True,0,0,True
neutral/rep0564,0,2,379,115,True,True,0,0,True
neutral/rep0565,0,3,281,81,True,True,0,0,True
neutral/rep0566,0,1,747,227,True,True,0,0,True
neutral/rep0567,0,2,514,156,True,True,0,0,True
neutral/rep0568,0,4,422,131,True,True,0,0,True
neutral/rep0569,0,4,630,196,True,True,0,0,True
neutral/rep0570,0,3,618,188,True,True,0,0,True
neutral/rep0571,0,1,465,135,True,True,0,0,True
neutral/rep0572,0,1,1036,327,True,True,0,0,True
neutral/rep0573,0,2,699,228,True,True,0,0,True
neutral/rep0574,0,0,279,90,True,True,0,0,True
neutral/rep0575,0,2,995,313,True,True,0,0,True
neutral/rep0576,0,2,258,79,True,True,0,0,True
neutral/rep0577,0,2,54,17,True,True,0,0,True
neutral/rep0578,0,4,780,239,True,True,0,0,True
neutral/rep0579,0,1,821,238,True,True,0,0,True
neutral/rep0580,0,1,189,63,True,True,0,0,True
neutral/rep0581,0,2,1585,458,True,True,0,0,True
neutral/rep0582,0,0,1647,485,True,True,0,0,True
neutral/rep0583,0,0,672,196,True,True,0,0,True
neutral/rep0584,0,4,623,184,True,True,0,0,True
neutral/rep0585,0,0,146,42,True,True,0,0,True
neutral/rep0586,0,2,442,122,True,True,0,0,True
neutral/rep0587,0,4,341,98,True,True,0,0,True
neutral/rep0588,0,1,555,169,True,True,0,0,True
neutral/rep0589,0,1,308,97,True,True,0,0,True
neutral/rep0590,0,1,81,30,True,True,0,0,True
neutral/rep0591,0,1,705,219,True,True,0,0,True
neutral/rep0592,0,3,335,100,True,True,0,0,True
neutral/rep0593,0,3,42,18,True,True,0,0,True
neutral/rep0594,0,4,180,60,True,True,0,0,True
neutral/rep0595,0,2,558,167,True,True,0,0,True
neutral/rep0596,0,0,323,94,True,True,0,0,True
neutral/rep0597,0,0,118,39,True,True,0,0,True
neutral/rep0598,0,0,1101,347,True,True,0,0,True
neutral/rep0599,0,4,175,54,True,True,0,0,True
neutral/rep0600,0,2,612,188,True,True,0,0,True
neutral/rep0601,0,1,302,92,True,True,0,0,True
neutral/rep0602,0,2,369,115,True,True,0,0,True
neutral/rep0603,0,0,629,202,True,True,0,0,True
neutral/rep0604,0,1,1123,360,True,True,0,0,True
neutral/rep0605,0,1,704,215,True,True,0,0,True
neutral/rep0606,0,0,907,284,True,True,0,0,True
neutral/rep0607,0,4,361,109,True,True,0,0,True
neutral/rep0608,0,4,481,147,True,True,0,0,True
neutral/rep0609,0,1,333,102,True,True,0,0,True
neutral/rep0610,0,4,498,155,True,True,0,0,True
neutral/rep0611,0,0,834,258,True,True,0,0,True
neutral/rep0612,0,0,207,61,True,True,0,0,True
neutral/rep0613,0,3,83,22,True,True,0,0,True
neutral/rep0614,0,3,708,211,True,True,0,0,True
neutral/rep0615,0,3,207,60,True,True,0,0,True
neutral/rep0616,0,2,818,252,True,True,0,0,True
neutral/rep0617,0,0,274,85,True,True,0,0,True
neutral/rep0618,0,3,1179,353,True,True,0,0,True
neutral/rep0619,0,3,257,76,True,True,0,0,True
neutral/rep0620,0,4,268,78,True,True,0,0,True
neutral/rep0621,0,4,1289,381,True,True,0,0,True
neutral/rep0622,0,4,633,185,True,True,0,0,True
neutral/rep0623,0,2,742,226,True,True,0,0,True
neutral/rep0624,0,3,575,188,True,True,0,0,True
neutral/rep0625,0,2,572,169,True,True,0,0,True
neutral/rep0626,0,1,373,123,True,True,0,0,True
neutral/rep0627,0,3,513,148,True,True,0,0,True
neutral/rep0628,0,3,957,290,True,True,0,0,True
neutral/rep0629,0,0,822,251,True,True,0,0,True
neutral/rep0630,0,0,697,217,True,True,0,0,True
neutral/rep0631,0,4,1278,407,True,True,0,0,True
neutral/rep0632,0,1,0,0,True,True,0,0,True
neutral/rep0633,0,0,508,154,True,True,0,0,True
neutral/rep0634,0,4,333,101,True,True,0,0,True
neutral/rep0635,0,2,281,77,True,True,0,0,True
neutral/rep0636,0,1,278,83,True,True,0,0,True
neutral/rep0637,0,2,718,216,True,True,0,0,True
neutral/rep0638,0,3,313,86,True,True,0,0,True
neutral/rep0639,0,4,681,205,True,True,0,0,True
neutral/rep0640,0,4,0,0,True,True,0,0,True
neutral/rep0641,0,0,760,217,True,True,0,0,True
neutral/rep0642,0,1,268,81,True,True,0,0,True
neutral/rep0643,0,2,561,171,True,True,0,0,True
neutral/rep0644,0,4,350,100,True,True,0,0,True
neutral/rep0645,0,4,277,91,True,True,0,0,True
neutral/rep0646,0,1,444,133,True,True,0,0,True
neutral/rep0647,0,2,683,198,True,True,0,0,True
neutral/rep0648,0,2,946,288,True,True,0,0,True
neutral/rep0649,0,4,444,139,True,True,0,0,True
neutral/rep0650,0,3,1140,340,True,True,0,0,True
neutral/rep0651,0,0,99,33,True,True,0,0,True
neutral/rep0652,0,4,1330,418,True,True,0,0,True
neutral/rep0653,0,1,193,64,True,True,0,0,True
neutral/rep0654,0,1,531,164,True,True,0,0,True
neutral/rep0655,0,3,150,50,True,True,0,0,True
neutral/rep0656,0,2,320,95,True,True,0,0,True
neutral/rep0657,0,2,387,122,True,True,0,0,True
neutral/rep0658,0,1,864,261,True,True,0,0,True
neutral/rep0659,0,2,323,99,True,True,0,0,True
neutral/rep0660,0,1,1002,319,True,True,0,0,True
neutral/rep0661,0,3,13,4,True,True,0,0,True
neutral/rep0662,0,4,415,134,True,True,0,0,True
neutral/rep0663,0,1,660,197,True,True,0,0,True
neutral/rep0664,0,1,814,248,True,True,0,0,True
neutral/rep0665,0,1,107,35,True,True,0,0,True
neutral/rep0666,0,3,365,113,True,True,0,0,True
neutral/rep0667,0,1,234,77,True,True,0,0,True
neutral/rep0668,0,2,410,134,True,True,0,0,True
neutral/rep0669,0,0,409,126,True,True,0,0,True
neutral/rep0670,0,4,740,224,True,True,0,0,True
neutral/rep0671,0,4,0,0,True,True,0,0,True
neutral/rep0672,0,1,1596,484,True,True,0,0,True
neutral/rep0673,0,1,327,99,True,True,0,0,True
neutral/rep0674,0,2,310,93,True,True,0,0,True
neutral/rep0675,0,3,331,104,True,True,0,0,True
neutral/rep0676,0,2,466,144,True,True,0,0,True
neutral/rep0677,0,3,1501,440,True,True,0,0,True
neutral/rep0678,0,4,676,206,True,True,0,0,True
neutral/rep0679,0,2,178,52,True,True,0,0,True
neutral/rep0680,0,4,1153,343,True,True,0,0,True
neutral/rep0681,0,3,574,168,True,True,0,0,True
neutral/rep0682,0,0,186,49,True,True,0,0,True
neutral/rep0683,0,0,324,107,True,True,0,0,True
neutral/rep0684,0,2,910,287,True,True,0,0,True
neutral/rep0685,0,1,721,221,True,True,0,0,True
neutral/rep0686,0,1,1726,520,True,True,0,0,True
neutral/rep0687,0,0,251,84,True,True,0,0,True
neutral/rep0688,0,4,566,173,True,True,0,0,True
neutral/rep0689,0,1,155,47,True,True,0,0,True
neutral/rep0690,0,2,761,220,True,True,0,0,True
neutral/rep0691,0,0,304,90,True,True,0,0,True
neutral/rep0692,0,2,768,224,True,True,0,0,True
neutral/rep0693,0,0,790,248,True,True,0,0,True
neutral/rep0694,0,2,106,31,True,True,0,0,True
neutral/rep0695,0,0,970,287,True,True,0,0,True
neutral/rep0696,0,3,616,189,True,True,0,0,True
neutral/rep0697,0,2,585,185,True,True,0,0,True
neutral/rep0698,0,2,97,30,True,True,0,0,True
neutral/rep0699,0,3,351,105,True,True,0,0,True
neutral/rep0700,0,3,688,201,True,True,0,0,True
neutral/rep0701,0,4,1076,315,True,True,0,0,True
neutral/rep0702,0,0,236,71,True,True,0,0,True
neutral/rep0703,0,3,871,275,True,True,0,0,True
neutral/rep0704,0,1,226,73,True,True,0,0,True
neutral/rep0705,0,0,1264,388,True,True,0,0,True
neutral/rep0706,0,0,1575,481,True,True,0,0,True
neutral/rep0707,0,2,106,35,True,True,0,0,True
neutral/rep0708,0,2,541,163,True,True,0,0,True
neutral/rep0709,0,3,992,296,True,True,0,0,True
neutral/rep0710,0,1,634,205,True,True,0,0,True
neutral/rep0711,0,0,173,55,True,True,0,0,True
neutral/rep0712,0,2,457,131,True,True,0,0,True
neutral/rep0713,0,0,988,296,True,True,0,0,True
neutral/rep0714,0,4,191,58,True,True,0,0,True
neutral/rep0715,0,4,334,101,True,True,0,0,True
neutral/rep0716,0,3,542,152,True,True,0,0,True
neutral/rep0717,0,0,385,125,True,True,0,0,True
neutral/rep0718,0,2,1306,403,True,True,0,0,True
neutral/rep0719,0,2,539,157,True,True,0,0,True
neutral/rep0720,0,4,826,250,True,True,0,0,True
neutral/rep0721,0,2,996,305,True,True,0,0,True
neutral/rep0722,0,0,918,278,True,True,0,0,True
neutral/rep0723,0,3,408,118,True,True,0,0,True
neutral/rep0724,0,3,381,132,True,True,0,0,True
neutral/rep0725,0,4,682,230,True,True,0,0,True
neutral/rep0726,0,3,505,152,True,True,0,0,True
neutral/rep0727,0,1,175,50,True,True,0,0,True
neutral/rep0728,0,1,1210,355,True,True,0,0,True
neutral/rep0729,0,3,689,219,True,True,0,0,True
neutral/rep0730,0,0,130,40,True,True,0,0,True
neutral/rep0731,0,0,76,24,True,True,0,0,True
neutral/rep0732,0,1,698,214,True,True,0,0,True
neutral/rep0733,0,4,278,90,True,True,0,0,True
neutral/rep0734,0,1,85,31,True,True,0,0,True
neutral/rep0735,0,0,190,59,True,True,0,0,True
neutral/rep0736,0,3,1715,508,True,True,0,0,True
neutral/rep0737,0,0,379,117,True,True,0,0,True
neutral/rep0738,0,4,571,185,True,True,0,0,True
neutral/rep0739,0,1,643,197,True,True,0,0,True
neutral/rep0740,0,0,155,46,True,True,0,0,True
neutral/rep0741,0,0,330,103,True,True,0,0,True
neutral/rep0742,0,4,628,192,True,True,0,0,True
neutral/rep0743,0,4,414,127,True,True,0,0,True
neutral/rep0744,0,2,623,185,True,True,0,0,True
neutral/rep0745,0,3,454,145,True,True,0,0,True
neutral/rep0746,0,2,499,142,True,True,0,0,True
neutral/rep0747,0,3,135,40,True,True,0,0,True
neutral/rep0748,0,2,846,264,True,True,0,0,True
neutral/rep0749,0,0,94,32,True,True,0,0,True
neutral/rep0750,0,2,780,238,True,True,0,0,True
neutral/rep0751,0,4,674,210,True,True,0,0,True
neutral/rep0752,0,4,152,45,True,True,0,0,True
neutral/rep0753,0,4,747,208,True,True,0,0,True
neutral/rep0754,0,3,190,53,True,True,0,0,True
neutral/rep0755,0,4,213,70,True,True,0,0,True
neutral/rep0756,0,0,645,206,True,True,0,0,True
neutral/rep0757,0,0,30,9,True,True,0,0,True
neutral/rep0758,0,0,342,105,True,True,0,0,True
neutral/rep0759,0,3,448,143,True,True,0,0,True
neutral/rep0760,0,2,892,263,True,True,0,0,True
neutral/rep0761,0,1,827,258,True,True,0,0,True
neutral/rep0762,0,3,737,227,True,True,0,0,True
neutral/rep0763,0,2,346,106,True,True,0,0,True
neutral/rep0764,0,0,102,33,True,True,0,0,True
neutral/rep0765,0,1,338,104,True,True,0,0,True
neutral/rep0766,0,0,976,298,True,True,0,0,True
neutral/rep0767,0,2,353,107,True,True,0,0,True
neutral/rep0768,0,2,489,148,True,True,0,0,True
neutral/rep0769,0,3,338,112,True,True,0,0,True
neutral/rep0770,0,0,757,225,True,True,0,0,True
neutral/rep0771,0,1,511,160,True,True,0,0,True
neutral/rep0772,0,2,469,141,True,True,0,0,True
neutral/rep0773,0,0,586,174,True,True,0,0,True
neutral/rep0774,0,1,897,274,True,True,0,0,True
neutral/rep0775,0,2,812,231,True,True,0,0,True
neutral/rep0776,0,2,979,310,True,True,0,0,True
neutral/rep0777,0,3,270,79,True,True,0,0,True
neutral/rep0778,0,0,157,50,True,True,0,0,True
neutral/rep0779,0,0,173,58,True,True,0,0,True
neutral/rep0780,0,0,298,93,True,True,0,0,True
neutral/rep0781,0,2,140,43,True,True,0,0,True
neutral/rep0782,0,0,48,17,True,True,0,0,True
neutral/rep0783,0,4,12,4,True,True,0,0,True
neutral/rep0784,0,2,65,22,True,True,0,0,True
neutral/rep0785,0,0,749,234,True,True,0,0,True
neutral/rep0786,0,2,139,44,True,True,0,0,True
neutral/rep0787,0,4,185,55,True,True,0,0,True
neutral/rep0788,0,1,254,81,True,True,0,0,True
neutral/rep0789,0,2,101,33,True,True,0,0,True
neutral/rep0790,0,4,713,213,True,True,0,0,True
neutral/rep0791,0,4,443,134,True,True,0,0,True
neutral/rep0792,0,2,277,81,True,True,0,0,True
neutral/rep0793,0,2,652,205,True,True,0,0,True
neutral/rep0794,0,0,793,240,True,True,0,0,True
neutral/rep0795,0,3,165,51,True,True,0,0,True
neutral/rep0796,0,2,726,219,True,True,0,0,True
neutral/rep0797,0,0,1253,376,True,True,0,0,True
neutral/rep0798,0,2,814,247,True,True,0,0,True
neutral/rep0799,0,3,232,73,True,True,0,0,True
neutral/rep0800,0,1,460,145,True,True,0,0,True
neutral/rep0801,0,1,500,159,True,True,0,0,True
neutral/rep0802,0,3,778,224,True,True,0,0,True
neutral/rep0803,0,3,285,89,True,True,0,0,True
neutral/rep0804,0,1,272,90,True,True,0,0,True
neutral/rep0805,0,0,871,266,True,True,0,0,True
neutral/rep0806,0,1,1354,429,True,True,0,0,True
neutral/rep0807,0,3,94,33,True,True,0,0,True
neutral/rep0808,0,2,780,246,True,True,0,0,True
neutral/rep0809,0,2,333,108,True,True,0,0,True
neutral/rep0810,0,1,279,83,True,True,0,0,True
neutral/rep0811,0,4,540,160,True,True,0,0,True
neutral/rep0812,0,1,754,224,True,True,0,0,True
neutral/rep0813,0,1,136,43,True,True,0,0,True
neutral/rep0814,0,1,964,309,True,True,0,0,True
neutral/rep0815,0,1,552,156,True,True,0,0,True
neutral/rep0816,0,4,102,33,True,True,0,0,True
neutral/rep0817,0,0,294,80,True,True,0,0,True
neutral/rep0818,0,2,1324,392,True,True,0,0,True
neutral/rep0819,0,4,437,133,True,True,0,0,True
neutral/rep0820,0,1,878,271,True,True,0,0,True
neutral/rep0821,0,2,444,139,True,True,0,0,True
neutral/rep0822,0,2,704,216,True,True,0,0,True
neutral/rep0823,0,2,168,53,True,True,0,0,True
neutral/rep0824,0,0,469,144,True,True,0,0,True
neutral/rep0825,0,4,492,154,True,True,0,0,True
neutral/rep0826,0,0,1554,462,True,True,0,0,True
neutral/rep0827,0,0,114,38,True,True,0,0,True
neutral/rep0828,0,2,548,165,True,True,0,0,True
neutral/rep0829,0,1,149,54,True,True,0,0,True
neutral/rep0830,0,3,1059,304,True,True,0,0,True
neutral/rep0831,0,4,282,88,True,True,0,0,True
neutral/rep0832,0,1,371,115,True,True,0,0,True
neutral/rep0833,0,3,683,204,True,True,0,0,True
neutral/rep0834,0,1,1046,317,True,True,0,0,True
neutral/rep0835,0,4,33,9,True,True,0,0,True
neutral/rep0836,0,3,377,118,True,True,0,0,True
neutral/rep0837,0,3,370,115,True,True,0,0,True
neutral/rep0838,0,2,113,35,True,True,0,0,True
neutral/rep0839,0,0,1674,516,True,True,0,0,True
neutral/rep0840,0,2,850,260,True,True,0,0,True
neutral/rep0841,0,2,1167,338,True,True,0,0,True
neutral/rep0842,0,1,557,180,True,True,0,0,True
neutral/rep0843,0,4,605,188,True,True,0,0,True
neutral/rep0844,0,4,773,237,True,True,0,0,True
neutral/rep0845,0,4,946,290,True,True,0,0,True
neutral/rep0846,0,0,1019,300,True,True,0,0,True
neutral/rep0847,0,3,312,100,True,True,0,0,True
neutral/rep0848,0,1,388,108,True,True,0,0,True
neutral/rep0849,0,0,333,107,True,True,0,0,True
neutral/rep0850,0,0,608,189,True,True,0,0,True
neutral/rep0851,0,4,436,139,True,True,0,0,True
neutral/rep0852,0,1,402,119,True,True,0,0,True
neutral/rep0853,0,1,618,197,True,True,0,0,True
neutral/rep0854,0,0,627,190,True,True,0,0,True
neutral/rep0855,0,2,159,45,True,True,0,0,True
neutral/rep0856,0,1,915,301,True,True,0,0,True
neutral/rep0857,0,3,0,0,True,True,0,0,True
neutral/rep0858,0,2,444,137,True,True,0,0,True
neutral/rep0859,0,4,232,75,True,True,0,0,True
neutral/rep0860,0,3,561,166,True,True,0,0,True
neutral/rep0861,0,0,130,44,True,True,0,0,True
neutral/rep0862,0,3,830,262,True,True,0,0,True
neutral/rep0863,0,2,405,123,True,True,0,0,True
neutral/rep0864,0,3,1076,331,True,True,0,0,True
neutral/rep0865,0,1,623,199,True,True,0,0,True
neutral/rep0866,0,1,741,234,True,True,0,0,True
neutral/rep0867,0,0,1183,359,True,True,0,0,True
neutral/rep0868,0,2,860,255,True,True,0,0,True
neutral/rep0869,0,0,443,136,True,True,0,0,True
neutral/rep0870,0,3,786,246,True,True,0,0,True
neutral/rep0871,0,0,882,260,True,True,0,0,True
neutral/rep0872,0,0,421,118,True,True,0,0,True
neutral/rep0873,0,0,525,162,True,True,0,0,True
neutral/rep0874,0,2,57,19,True,True,0,0,True
neutral/rep0875,0,3,551,163,True,True,0,0,True
neutral/rep0876,0,1,1060,311,True,True,0,0,True
neutral/rep0877,0,4,982,292,True,True,0,0,True
neutral/rep0878,0,4,662,193,True,True,0,0,True
neutral/rep0879,0,1,687,217,True,True,0,0,True
neutral/rep0880,0,0,786,243,True,True,0,0,True
neutral/rep0881,0,4,863,262,True,True,0,0,True
neutral/rep0882,0,1,953,304,True,True,0,0,True
neutral/rep0883,0,1,1174,352,True,True,0,0,True
neutral/rep0884,0,0,321,103,True,True,0,0,True
neutral/rep0885,0,3,327,98,True,True,0,0,True
neutral/rep0886,0,3,265,80,True,True,0,0,True
neutral/rep0887,0,2,87,30,True,True,0,0,True
neutral/rep0888,0,4,166,54,True,True,0,0,True
neutral/rep0889,0,0,674,219,True,True,0,0,True
neutral/rep0890,0,3,626,184,True,True,0,0,True
neutral/rep0891,0,4,332,99,True,True,0,0,True
neutral/rep0892,0,2,935,266,True,True,0,0,True
neutral/rep0893,0,1,331,111,True,True,0,0,True
neutral/rep0894,0,0,357,102,True,True,0,0,True
neutral/rep0895,0,0,314,98,True,True,0,0,True
neutral/rep0896,0,3,256,81,True,True,0,0,True
neutral/rep0897,0,4,824,263,True,True,0,0,True
neutral/rep0898,0,0,256,78,True,True,0,0,True
neutral/rep0899,0,4,224,69,True,True,0,0,True
neutral/rep0900,0,3,198,64,True,True,0,0,True
neutral/rep0901,0,3,204,65,True,True,0,0,True
neutral/rep0902,0,2,22,5,True,True,0,0,True
neutral/rep0903,0,1,27,9,True,True,0,0,True
neutral/rep0904,0,1,1409,414,True,True,0,0,True
neutral/rep0905,0,3,453,140,True,True,0,0,True
neutral/rep0906,0,4,1093,326,True,True,0,0,True
neutral/rep0907,0,3,548,170,True,True,0,0,True
neutral/rep0908,0,0,942,268,True,True,0,0,True
neutral/rep0909,0,1,1503,468,True,True,0,0,True
neutral/rep0910,0,0,349,106,True,True,0,0,True
neutral/rep0911,0,1,326,110,True,True,0,0,True
neutral/rep0912,0,3,606,177,True,True,0,0,True
neutral/rep0913,0,0,792,238,True,True,0,0,True
neutral/rep0914,0,4,327,106,True,True,0,0,True
