key,position_bp,af,decoded_mass_T50000
neutral/rep0388,6650000,0.0,0.0
neutral/rep0388,6660000,0.0,0.0
neutral/rep0388,6670000,0.0,0.0
neutral/rep0388,6680000,0.0,0.0
neutral/rep0388,6690000,0.0,0.0
neutral/rep0388,6700000,0.0,0.0
neutral/rep0388,6710000,0.0,0.0
neutral/rep0388,6720000,0.0,0.0
neutral/rep0388,6730000,0.0,0.0
neutral/rep0388,6740000,0.0,0.0
neutral/rep0388,6750000,0.0,0.0
neutral/rep0388,6760000,0.0,0.0
neutral/rep0388,6770000,0.0,0.0
neutral/rep0388,6780000,0.0,0.0
neutral/rep0388,6790000,0.0,0.0
neutral/rep0388,6800000,0.0,0.0
neutral/rep0388,6810000,0.0,0.0
neutral/rep0388,6820000,0.0,0.0
neutral/rep0388,6830000,0.0,0.0
neutral/rep0388,6840000,0.0,0.0
neutral/rep0388,6850000,0.0,0.0
neutral/rep0388,6860000,0.0,0.0
neutral/rep0388,6870000,0.0,0.0
neutral/rep0388,6880000,0.0,0.0
neutral/rep0388,6890000,0.0,0.0
neutral/rep0388,6900000,0.0,0.0
neutral/rep0388,6910000,0.0,0.0
neutral/rep0388,6920000,0.0,0.0
neutral/rep0388,6930000,0.0,0.0
neutral/rep0388,6940000,0.0,0.0
neutral/rep0388,6950000,0.0,0.0
neutral/rep0388,6960000,0.0,0.0
neutral/rep0388,6970000,0.0,0.0
neutral/rep0388,6980000,0.0,0.0
neutral/rep0388,6990000,0.0,0.0
neutral/rep0388,7000000,0.0,0.0
neutral/rep0388,7010000,0.0,0.0
neutral/rep0388,7020000,0.0,0.0
neutral/rep0388,7030000,0.0,0.0
neutral/rep0388,7040000,0.0,0.0
neutral/rep0388,7050000,0.0,0.0
neutral/rep0388,7060000,0.0,0.0
neutral/rep0388,7070000,0.0,0.0
neutral/rep0388,7080000,0.0,0.0
neutral/rep0388,7090000,0.0,0.0
neutral/rep0388,7100000,0.0,0.0
neutral/rep0388,7110000,0.0,0.0
neutral/rep0388,7120000,0.0,0.0
neutral/rep0388,7130000,0.0,0.0
neutral/rep0388,7140000,0.0,0.0
neutral/rep0388,7150000,0.0,0.0
neutral/rep0388,7160000,0.0,0.0
neutral/rep0388,7170000,0.0,0.0
neutral/rep0388,7180000,0.0,0.0
neutral/rep0388,7190000,0.0,0.0
neutral/rep0388,7200000,0.0,0.0
neutral/rep0388,7210000,0.0,0.0
neutral/rep0388,7220000,0.0,0.0
neutral/rep0388,7230000,0.0,0.0
neutral/rep0388,7240000,0.0,0.0
neutral/rep0388,7250000,0.0,0.0
neutral/rep0388,7260000,0.0,0.0
neutral/rep0388,7270000,0.0,0.0
neutral/rep0388,7280000,0.0,0.0
neutral/rep0388,7290000,0.0,0.0
neutral/rep0388,7300000,0.0,0.0
neutral/rep0388,7310000,0.0,0.0
neutral/rep0388,7320000,0.0,0.0
neutral/rep0388,7330000,0.0,0.0
neutral/rep0388,7340000,0.0,0.0
neutral/rep0388,7350000,0.0,0.0
neutral/rep0388,7360000,0.0,0.0
neutral/rep0388,7370000,0.0,0.0
neutral/rep0388,7380000,0.0,0.0
neutral/rep0388,7390000,0.0,0.0
neutral/rep0388,7400000,0.0,0.0
neutral/rep0388,7410000,0.0,0.0
neutral/rep0388,7420000,0.0,0.0
neutral/rep0388,7430000,0.0,0.0
neutral/rep0388,7440000,0.0,0.0
neutral/rep0388,7450000,0.0,0.0
neutral/rep0388,7460000,0.0,0.0
neutral/rep0388,7470000,0.0,0.0
neutral/rep0388,7480000,0.0,0.0
neutral/rep0388,7490000,0.0,0.0
neutral/rep0388,7500000,0.0,0.0
neutral/rep0388,7510000,0.0,0.0
neutral/rep0388,7520000,0.0,0.0
neutral/rep0388,7530000,0.0,0.0
neutral/rep0388,7540000,0.0,0.0
neutral/rep0388,7550000,0.0,0.0
neutral/rep0388,7560000,0.0,0.0
neutral/rep0388,7570000,0.0,0.0
neutral/rep0388,7580000,0.0,0.0
neutral/rep0388,7590000,0.0,0.0
neutral/rep0388,7600000,0.0,0.0
neutral/rep0388,7610000,0.0,0.0
neutral/rep0388,7620000,0.0,0.0
neutral/rep0388,7630000,0.0,0.0
neutral/rep0388,7640000,0.0,0.0
neutral/rep0388,7650000,0.0,0.0
neutral/rep0388,7660000,0.0,0.0
neutral/rep0388,7670000,0.0,0.0
neutral/rep0388,7680000,0.0,0.0
neutral/rep0388,7690000,0.0,0.0
neutral/rep0388,7700000,0.0,0.0
neutral/rep0388,7710000,0.0,0.0
neutral/rep0388,7720000,0.0,0.0
neutral/rep0388,7730000,0.0,0.0
neutral/rep0388,7740000,0.0,0.0
neutral/rep0388,7750000,0.0,0.0
neutral/rep0388,7760000,0.0,0.0
neutral/rep0388,7770000,0.0,0.0
neutral/rep0388,7780000,0.0,0.0
neutral/rep0388,7790000,0.0,0.0
neutral/rep0388,7800000,0.0,0.0
neutral/rep0388,7810000,0.0,0.0
neutral/rep0388,7820000,0.0,0.0
neutral/rep0388,7830000,0.0,0.0
neutral/rep0388,7840000,0.0,0.0
neutral/rep0388,7850000,0.0,0.0
neutral/rep0388,7860000,0.0,0.0
neutral/rep0388,7870000,0.0,0.0
neutral/rep0388,7880000,0.0,0.0
neutral/rep0388,7890000,0.0,0.0
neutral/rep0388,7900000,0.0,0.0
neutral/rep0388,7910000,0.0,0.0
neutral/rep0388,7920000,0.0,0.0
neutral/rep0388,7930000,0.0,0.0
neutral/rep0388,7940000,0.0,0.0
neutral/rep0388,7950000,0.0,0.0
neutral/rep0388,7960000,0.0,0.0
neutral/rep0388,7970000,0.0,0.0
neutral/rep0388,7980000,0.0,0.0
neutral/rep0388,7990000,0.0,0.0
neutral/rep0388,8000000,0.0,0.0
neutral/rep0388,8010000,0.0,0.0
neutral/rep0388,8020000,0.0,0.0
neutral/rep0388,8030000,0.0,0.0
neutral/rep0388,8040000,0.0,0.0
neutral/rep0388,8050000,0.0,0.0
neutral/rep0388,8060000,0.0,0.0
neutral/rep0388,8070000,0.0,0.0
neutral/rep0388,8080000,0.0,0.0
neutral/rep0388,8090000,0.0,0.0
neutral/rep0388,8100000,0.0,0.0
neutral/rep0388,8110000,0.0,0.0
neutral/rep0388,8120000,0.0,0.0
neutral/rep0388,8130000,0.0,0.0
neutral/rep0388,8140000,0.0,0.0
neutral/rep0388,8150000,0.0,0.0
neutral/rep0388,8160000,0.0,0.0
neutral/rep0388,8170000,0.0,0.0
neutral/rep0388,8180000,0.0,0.0
neutral/rep0388,8190000,0.0,0.0
neutral/rep0388,8200000,0.0,0.0
neutral/rep0388,8210000,0.0,0.0
neutral/rep0388,8220000,0.0,0.0
neutral/rep0388,8230000,0.0,0.0
neutral/rep0388,8240000,0.0,0.0
neutral/rep0388,8250000,0.0,0.0
neutral/rep0388,8260000,0.0,0.0
neutral/rep0388,8270000,0.0,0.0
neutral/rep0388,8280000,0.0,0.0
neutral/rep0388,8290000,0.0,0.0
neutral/rep0388,8300000,0.0,0.0
neutral/rep0388,8310000,0.0,0.0
neutral/rep0388,8320000,0.0,0.0
neutral/rep0388,8330000,0.0,0.0
neutral/rep0388,8340000,0.0,0.0
neutral/rep0388,8350000,0.0,0.0
neutral/rep0388,8360000,0.0,0.0
neutral/rep0388,8370000,0.0,0.0
neutral/rep0388,8380000,0.0,0.0
neutral/rep0388,8390000,0.0,0.0
neutral/rep0388,8400000,0.0,0.0
neutral/rep0388,8410000,0.0,0.0
neutral/rep0388,8420000,0.0,0.0
neutral/rep0388,8430000,0.0,0.0
neutral/rep0388,8440000,0.0,0.0
neutral/rep0388,8450000,0.0,0.0
neutral/rep0388,8460000,0.0,0.0
neutral/rep0388,8470000,0.0,0.0
neutral/rep0388,8480000,0.0,0.0
neutral/rep0388,8490000,0.0,0.0
neutral/rep0388,8500000,0.0,0.0
neutral/rep0388,8510000,0.0,0.0
neutral/rep0388,8520000,0.0,0.0
neutral/rep0388,8530000,0.0,0.0
neutral/rep0388,8540000,0.0,0.0
neutral/rep0388,8550000,0.0,0.0
neutral/rep0388,8560000,0.0,0.0
neutral/rep0388,8570000,0.0,0.0
neutral/rep0388,8580000,0.0,0.0
neutral/rep0388,8590000,0.0,0.0
neutral/rep0388,8600000,0.0,0.0
neutral/rep0388,8610000,0.0,0.0
neutral/rep0388,8620000,0.0,0.0
neutral/rep0388,8630000,0.0,0.0
neutral/rep0388,8640000,0.0,0.0
neutral/rep0388,8650000,0.0,0.0
neutral/rep0388,8660000,0.0,0.0
neutral/rep0388,8670000,0.0,0.0
neutral/rep0388,8680000,0.0,0.0
neutral/rep0388,8690000,0.0,0.0
neutral/rep0388,8700000,0.0,0.0
neutral/rep0388,8710000,0.0,0.0
neutral/rep0388,8720000,0.0,0.0
neutral/rep0388,8730000,0.0,0.0
neutral/rep0388,8740000,0.0,0.0
neutral/rep0388,8750000,0.0,0.0
neutral/rep0388,8760000,0.0,0.0
neutral/rep0388,8770000,0.0,0.0
neutral/rep0388,8780000,0.0,0.0
neutral/rep0388,8790000,0.0,0.0
neutral/rep0388,8800000,0.0,0.0
neutral/rep0388,8810000,0.0,0.0
neutral/rep0388,8820000,0.0,0.0
neutral/rep0388,8830000,0.0,0.0
neutral/rep0388,8840000,0.0,0.0
neutral/rep0388,8850000,0.0,0.0
neutral/rep0388,8860000,0.0,0.0
neutral/rep0388,8870000,0.0,0.0
neutral/rep0388,8880000,0.0,0.0
neutral/rep0388,8890000,0.0,0.0
neutral/rep0388,8900000,0.0,0.0
neutral/rep0388,8910000,0.0,0.0
neutral/rep0388,8920000,0.0,0.0
neutral/rep0388,8930000,0.0,0.0
neutral/rep0388,8940000,0.0,0.0
neutral/rep0388,8950000,0.0,0.0
neutral/rep0388,8960000,0.0,0.0
neutral/rep0388,8970000,0.0,0.0
neutral/rep0388,8980000,0.0,0.0
neutral/rep0388,8990000,0.0,0.0
neutral/rep0388,9000000,0.0,0.0
neutral/rep0388,9010000,0.0,0.0
neutral/rep0388,9020000,0.0,0.0
neutral/rep0388,9030000,0.0,0.0
neutral/rep0388,9040000,0.0,0.0
neutral/rep0388,9050000,0.0,0.0
neutral/rep0388,9060000,0.0,0.0
neutral/rep0388,9070000,0.0,0.0
neutral/rep0388,9080000,0.0,0.0
neutral/rep0388,9090000,0.0,0.0
neutral/rep0388,9100000,0.0,0.0
neutral/rep0388,9110000,0.0,0.0
neutral/rep0388,9120000,0.0,0.0
neutral/rep0388,9130000,0.0,0.0
neutral/rep0388,9140000,0.0,0.0
neutral/rep0388,9150000,0.0,0.0
neutral/rep0388,9160000,0.0,0.0
neutral/rep0388,9170000,0.0,0.0
neutral/rep0388,9180000,0.0,0.0
neutral/rep0388,9190000,0.0,0.0
neutral/rep0388,9200000,0.0,0.0
neutral/rep0388,9210000,0.0,0.0
neutral/rep0388,9220000,0.0,0.0
neutral/rep0388,9230000,0.0,0.0
neutral/rep0388,9240000,0.0,0.0
neutral/rep0388,9250000,0.0,0.0
neutral/rep0388,9260000,0.0,0.0
neutral/rep0388,9270000,0.2225,0.0425
neutral/rep0388,9280000,0.2225,0.0409
neutral/rep0388,9290000,0.2925,0.0576
neutral/rep0388,9300000,0.2825,0.0571
neutral/rep0388,9310000,0.3525,0.0702
neutral/rep0388,9320000,0.35,0.0518
neutral/rep0388,9330000,0.0,0.0
neutral/rep0388,9340000,0.0,0.0
neutral/rep0388,9350000,0.0,0.0
neutral/rep0388,9360000,0.0,0.0
neutral/rep0388,9370000,0.0,0.0
neutral/rep0388,9380000,0.0,0.0
neutral/rep0388,9390000,0.0,0.0
neutral/rep0388,9400000,0.0,0.0
neutral/rep0388,9410000,0.0,0.0
neutral/rep0388,9420000,0.0,0.0
neutral/rep0388,9430000,0.0,0.0
neutral/rep0388,9440000,0.0,0.0
neutral/rep0388,9450000,0.0,0.0
neutral/rep0388,9460000,0.0,0.0
neutral/rep0388,9470000,0.0,0.0
neutral/rep0388,9480000,0.0,0.0
neutral/rep0388,9490000,0.0,0.0
neutral/rep0388,9500000,0.0,0.0
neutral/rep0388,9510000,0.0,0.0
neutral/rep0388,9520000,0.0,0.0
neutral/rep0388,9530000,0.0,0.0
neutral/rep0388,9540000,0.1375,0.016
neutral/rep0388,9550000,0.14,0.0171
neutral/rep0388,9560000,0.0,0.0
neutral/rep0388,9570000,0.0,0.0
neutral/rep0388,9580000,0.0,0.0
neutral/rep0388,9590000,0.0,0.0
neutral/rep0388,9600000,0.0,0.0
neutral/rep0388,9610000,0.0,0.0
neutral/rep0388,9620000,0.0,0.0
neutral/rep0388,9630000,0.0,0.0
neutral/rep0388,9640000,0.0,0.0
neutral/rep0388,9650000,0.0,0.0
neutral/rep0388,9660000,0.0,0.0
neutral/rep0388,9670000,0.0,0.0
neutral/rep0388,9680000,0.0,0.0
neutral/rep0388,9690000,0.0,0.0
neutral/rep0388,9700000,0.0,0.0
neutral/rep0388,9710000,0.0,0.0
neutral/rep0388,9720000,0.0,0.0
neutral/rep0388,9730000,0.0,0.0
neutral/rep0388,9740000,0.0,0.0
neutral/rep0388,9750000,0.0,0.0
neutral/rep0388,9760000,0.0,0.0
neutral/rep0388,9770000,0.0,0.0
neutral/rep0388,9780000,0.0,0.0
neutral/rep0388,9790000,0.0,0.0
neutral/rep0388,9800000,0.0,0.0
neutral/rep0388,9810000,0.0,0.0
neutral/rep0388,9820000,0.0,0.0
neutral/rep0388,9830000,0.0,0.0
neutral/rep0388,9840000,0.0,0.0
neutral/rep0388,9850000,0.0,0.0
neutral/rep0388,9860000,0.0,0.0
neutral/rep0388,9870000,0.0,0.0
neutral/rep0388,9880000,0.0,0.0
neutral/rep0388,9890000,0.0,0.0
neutral/rep0388,9900000,0.0,0.0
neutral/rep0388,9910000,0.0,0.0
neutral/rep0388,9920000,0.0,0.0
neutral/rep0388,9930000,0.0,0.0
neutral/rep0388,9940000,0.0,0.0
neutral/rep0388,9950000,0.0,0.0
neutral/rep0388,9960000,0.05,0.002
neutral/rep0388,9970000,0.0525,0.002
neutral/rep0388,9980000,0.07,0.0012
neutral/rep0388,9990000,0.035,0.0003
onset50000/rep0014,0,0.0,0.0
onset50000/rep0014,10000,0.0,0.0
onset50000/rep0014,20000,0.0,0.0
onset50000/rep0014,30000,0.0,0.0
onset50000/rep0014,40000,0.0,0.0
onset50000/rep0014,50000,0.0,0.0
onset50000/rep0014,60000,0.0,0.0
onset50000/rep0014,70000,0.0,0.0
onset50000/rep0014,80000,0.0,0.0
onset50000/rep0014,90000,0.0,0.0
onset50000/rep0014,100000,0.0,0.0
onset50000/rep0014,110000,0.0,0.0
onset50000/rep0014,120000,0.0,0.0
onset50000/rep0014,130000,0.0,0.0
onset50000/rep0014,140000,0.0,0.0
onset50000/rep0014,150000,0.0,0.0
onset50000/rep0014,160000,0.0,0.0
onset50000/rep0014,170000,0.0,0.0
onset50000/rep0014,180000,0.0,0.0
onset50000/rep0014,190000,0.0,0.0
onset50000/rep0014,200000,0.0,0.0
onset50000/rep0014,210000,0.0,0.0
onset50000/rep0014,220000,0.0,0.0
onset50000/rep0014,230000,0.0,0.0
onset50000/rep0014,240000,0.0,0.0
onset50000/rep0014,250000,0.0,0.0
onset50000/rep0014,260000,0.0,0.0
onset50000/rep0014,270000,0.0,0.0
onset50000/rep0014,280000,0.0,0.0
onset50000/rep0014,290000,0.0,0.0
onset50000/rep0014,300000,0.0,0.0
onset50000/rep0014,310000,0.0,0.0
onset50000/rep0014,320000,0.0,0.0
onset50000/rep0014,330000,0.0,0.0
onset50000/rep0014,340000,0.0,0.0
onset50000/rep0014,350000,0.0,0.0
onset50000/rep0014,360000,0.0,0.0
onset50000/rep0014,370000,0.0,0.0
onset50000/rep0014,380000,0.0,0.0
onset50000/rep0014,390000,0.0,0.0
onset50000/rep0014,400000,0.0,0.0
onset50000/rep0014,410000,0.0,0.0
onset50000/rep0014,420000,0.0,0.0
onset50000/rep0014,430000,0.0,0.0
onset50000/rep0014,440000,0.0,0.0
onset50000/rep0014,450000,0.0,0.0
onset50000/rep0014,460000,0.0,0.0
onset50000/rep0014,470000,0.0,0.0
onset50000/rep0014,480000,0.0,0.0
onset50000/rep0014,490000,0.0,0.0
onset50000/rep0014,500000,0.0,0.0
onset50000/rep0014,510000,0.0,0.0
onset50000/rep0014,520000,0.0,0.0
onset50000/rep0014,530000,0.0,0.0
onset50000/rep0014,540000,0.0,0.0
onset50000/rep0014,550000,0.0,0.0
onset50000/rep0014,560000,0.0,0.0
onset50000/rep0014,570000,0.0,0.0
onset50000/rep0014,580000,0.0,0.0
onset50000/rep0014,590000,0.0,0.0
onset50000/rep0014,600000,0.0,0.0
onset50000/rep0014,610000,0.0,0.0
onset50000/rep0014,620000,0.0,0.0
onset50000/rep0014,630000,0.0,0.0
onset50000/rep0014,640000,0.0,0.0
onset50000/rep0014,650000,0.0,0.0
onset50000/rep0014,660000,0.0,0.0
onset50000/rep0014,670000,0.0,0.0
onset50000/rep0014,680000,0.0,0.0
onset50000/rep0014,690000,0.0,0.0
onset50000/rep0014,700000,0.0,0.0
onset50000/rep0014,710000,0.0,0.0
onset50000/rep0014,720000,0.0,0.0
onset50000/rep0014,730000,0.0,0.0
onset50000/rep0014,740000,0.0,0.0
onset50000/rep0014,750000,0.0,0.0
onset50000/rep0014,760000,0.0,0.0
onset50000/rep0014,770000,0.0,0.0
onset50000/rep0014,780000,0.0,0.0
onset50000/rep0014,790000,0.0,0.0
onset50000/rep0014,800000,0.0,0.0
onset50000/rep0014,810000,0.0,0.0
onset50000/rep0014,820000,0.0,0.0
onset50000/rep0014,830000,0.0,0.0
onset50000/rep0014,840000,0.0,0.0
onset50000/rep0014,850000,0.0,0.0
onset50000/rep0014,860000,0.0,0.0
onset50000/rep0014,870000,0.0,0.0
onset50000/rep0014,880000,0.0,0.0
onset50000/rep0014,890000,0.0,0.0
onset50000/rep0014,900000,0.0,0.0
onset50000/rep0014,910000,0.0,0.0
onset50000/rep0014,920000,0.0,0.0
onset50000/rep0014,930000,0.0,0.0
onset50000/rep0014,940000,0.0,0.0
onset50000/rep0014,950000,0.0,0.0
onset50000/rep0014,960000,0.0,0.0
onset50000/rep0014,970000,0.0,0.0
onset50000/rep0014,980000,0.0,0.0
onset50000/rep0014,990000,0.0,0.0
onset50000/rep0014,1000000,0.0,0.0
onset50000/rep0014,1010000,0.0,0.0
onset50000/rep0014,1020000,0.0,0.0
onset50000/rep0014,1030000,0.0,0.0
onset50000/rep0014,1040000,0.0,0.0
onset50000/rep0014,1050000,0.0,0.0
onset50000/rep0014,1060000,0.0,0.0
onset50000/rep0014,1070000,0.0,0.0
onset50000/rep0014,1080000,0.0,0.0
onset50000/rep0014,1090000,0.0,0.0
onset50000/rep0014,1100000,0.0,0.0
onset50000/rep0014,1110000,0.0,0.0
onset50000/rep0014,1120000,0.0,0.0
onset50000/rep0014,1130000,0.0,0.0
onset50000/rep0014,1140000,0.0,0.0
onset50000/rep0014,1150000,0.0,0.0
onset50000/rep0014,1160000,0.0,0.0
onset50000/rep0014,1170000,0.0,0.0
onset50000/rep0014,1180000,0.0,0.0
onset50000/rep0014,1190000,0.0,0.0
onset50000/rep0014,1200000,0.0,0.0
onset50000/rep0014,1210000,0.0,0.0
onset50000/rep0014,1220000,0.0,0.0
onset50000/rep0014,1230000,0.0,0.0
onset50000/rep0014,1240000,0.0,0.0
onset50000/rep0014,1250000,0.0,0.0
onset50000/rep0014,1260000,0.0,0.0
onset50000/rep0014,1270000,0.0,0.0
onset50000/rep0014,1280000,0.0,0.0
onset50000/rep0014,1290000,0.0,0.0
onset50000/rep0014,1300000,0.0,0.0
onset50000/rep0014,1310000,0.0,0.0
onset50000/rep0014,1320000,0.0,0.0
onset50000/rep0014,1330000,0.0,0.0
onset50000/rep0014,1340000,0.0,0.0
onset50000/rep0014,1350000,0.0,0.0
onset50000/rep0014,1360000,0.0,0.0
onset50000/rep0014,1370000,0.0,0.0
onset50000/rep0014,1380000,0.0,0.0
onset50000/rep0014,1390000,0.0,0.0
onset50000/rep0014,1400000,0.0,0.0
onset50000/rep0014,1410000,0.0,0.0
onset50000/rep0014,1420000,0.0,0.0
onset50000/rep0014,1430000,0.0,0.0
onset50000/rep0014,1440000,0.0,0.0
onset50000/rep0014,1450000,0.0,0.0
onset50000/rep0014,1460000,0.0,0.0
onset50000/rep0014,1470000,0.0,0.0
onset50000/rep0014,1480000,0.0,0.0
onset50000/rep0014,1490000,0.0,0.0
onset50000/rep0014,1500000,0.0,0.0
onset50000/rep0014,1510000,0.0,0.0
onset50000/rep0014,1520000,0.0,0.0
onset50000/rep0014,1530000,0.0,0.0
onset50000/rep0014,1540000,0.0,0.0
onset50000/rep0014,1550000,0.0,0.0
onset50000/rep0014,1560000,0.0,0.0
onset50000/rep0014,1570000,0.0,0.0
onset50000/rep0014,1580000,0.0,0.0
onset50000/rep0014,1590000,0.0,0.0
onset50000/rep0014,1600000,0.0,0.0
onset50000/rep0014,1610000,0.0,0.0
onset50000/rep0014,1620000,0.0,0.0
onset50000/rep0014,1630000,0.0,0.0
onset50000/rep0014,1640000,0.0,0.0
onset50000/rep0014,1650000,0.0,0.0
onset50000/rep0014,1660000,0.0,0.0
onset50000/rep0014,1670000,0.0,0.0
onset50000/rep0014,1680000,0.0,0.0
onset50000/rep0014,1690000,0.0,0.0
onset50000/rep0014,1700000,0.0,0.0
onset50000/rep0014,1710000,0.0,0.0
onset50000/rep0014,1720000,0.0,0.0
onset50000/rep0014,1730000,0.0,0.0
onset50000/rep0014,1740000,0.0,0.0
onset50000/rep0014,1750000,0.0,0.0
onset50000/rep0014,1760000,0.0,0.0
onset50000/rep0014,1770000,0.0,0.0
onset50000/rep0014,1780000,0.0,0.0
onset50000/rep0014,1790000,0.0,0.0
onset50000/rep0014,1800000,0.0,0.0
onset50000/rep0014,1810000,0.0,0.0
onset50000/rep0014,1820000,0.0,0.0
onset50000/rep0014,1830000,0.0,0.0
onset50000/rep0014,1840000,0.0,0.0
onset50000/rep0014,1850000,0.0,0.0
onset50000/rep0014,1860000,0.0,0.0
onset50000/rep0014,1870000,0.0,0.0
onset50000/rep0014,1880000,0.0,0.0
onset50000/rep0014,1890000,0.0,0.0
onset50000/rep0014,1900000,0.0,0.0
onset50000/rep0014,1910000,0.0,0.0
onset50000/rep0014,1920000,0.0,0.0
onset50000/rep0014,1930000,0.0,0.0
onset50000/rep0014,1940000,0.0,0.0
onset50000/rep0014,1950000,0.0,0.0
onset50000/rep0014,1960000,0.0,0.0
onset50000/rep0014,1970000,0.0,0.0
onset50000/rep0014,1980000,0.0,0.0
onset50000/rep0014,1990000,0.0,0.0
onset50000/rep0014,2000000,0.0,0.0
onset50000/rep0014,2010000,0.0,0.0
onset50000/rep0014,2020000,0.0,0.0
onset50000/rep0014,2030000,0.0,0.0
onset50000/rep0014,2040000,0.0,0.0
onset50000/rep0014,2050000,0.0,0.0
onset50000/rep0014,2060000,0.0,0.0
onset50000/rep0014,2070000,0.0,0.0
onset50000/rep0014,2080000,0.0,0.0
onset50000/rep0014,2090000,0.0,0.0
onset50000/rep0014,2100000,0.0,0.0
onset50000/rep0014,2110000,0.0,0.0
onset50000/rep0014,2120000,0.0,0.0
onset50000/rep0014,2130000,0.0,0.0
onset50000/rep0014,2140000,0.0,0.0
onset50000/rep0014,2150000,0.0,0.0
onset50000/rep0014,2160000,0.0,0.0
onset50000/rep0014,2170000,0.0,0.0
onset50000/rep0014,2180000,0.0,0.0
onset50000/rep0014,2190000,0.0,0.0
onset50000/rep0014,2200000,0.0,0.0
onset50000/rep0014,2210000,0.0,0.0
onset50000/rep0014,2220000,0.0,0.0
onset50000/rep0014,2230000,0.0,0.0
onset50000/rep0014,2240000,0.0,0.0
onset50000/rep0014,2250000,0.0,0.0
onset50000/rep0014,2260000,0.0,0.0
onset50000/rep0014,2270000,0.0,0.0
onset50000/rep0014,2280000,0.0,0.0
onset50000/rep0014,2290000,0.0,0.0
onset50000/rep0014,2300000,0.0,0.0
onset50000/rep0014,2310000,0.0,0.0
onset50000/rep0014,2320000,0.0,0.0
onset50000/rep0014,2330000,0.0,0.0
onset50000/rep0014,2340000,0.0,0.0
onset50000/rep0014,2350000,0.0,0.0
onset50000/rep0014,2360000,0.0,0.0
onset50000/rep0014,2370000,0.0,0.0
onset50000/rep0014,2380000,0.0,0.0
onset50000/rep0014,2390000,0.0,0.0
onset50000/rep0014,2400000,0.0,0.0
onset50000/rep0014,2410000,0.0,0.0
onset50000/rep0014,2420000,0.0,0.0
onset50000/rep0014,2430000,0.0,0.0
onset50000/rep0014,2440000,0.0,0.0
onset50000/rep0014,2450000,0.0,0.0
onset50000/rep0014,2460000,0.0,0.0
onset50000/rep0014,2470000,0.0,0.0
onset50000/rep0014,2480000,0.0,0.0
onset50000/rep0014,2490000,0.0,0.0
onset50000/rep0014,2500000,0.0,0.0
onset50000/rep0014,2510000,0.0,0.0
onset50000/rep0014,2520000,0.0,0.0
onset50000/rep0014,2530000,0.0,0.0
onset50000/rep0014,2540000,0.0,0.0
onset50000/rep0014,2550000,0.0,0.0
onset50000/rep0014,2560000,0.0,0.0
onset50000/rep0014,2570000,0.0,0.0
onset50000/rep0014,2580000,0.0,0.0
onset50000/rep0014,2590000,0.0,0.0
onset50000/rep0014,2600000,0.0,0.0
onset50000/rep0014,2610000,0.0,0.0
onset50000/rep0014,2620000,0.0,0.0
onset50000/rep0014,2630000,0.0,0.0
onset50000/rep0014,2640000,0.0,0.0
onset50000/rep0014,2650000,0.0,0.0
onset50000/rep0014,2660000,0.0,0.0
onset50000/rep0014,2670000,0.0,0.0
onset50000/rep0014,2680000,0.0,0.0
onset50000/rep0014,2690000,0.0,0.0
onset50000/rep0014,2700000,0.0,0.0
onset50000/rep0014,2710000,0.0,0.0
onset50000/rep0014,2720000,0.0,0.0
onset50000/rep0014,2730000,0.0,0.0
onset50000/rep0014,2740000,0.0,0.0
onset50000/rep0014,2750000,0.0,0.0
onset50000/rep0014,2760000,0.0,0.0
onset50000/rep0014,2770000,0.0,0.0
onset50000/rep0014,2780000,0.0,0.0
onset50000/rep0014,2790000,0.0,0.0
onset50000/rep0014,2800000,0.0,0.0
onset50000/rep0014,2810000,0.0,0.0
onset50000/rep0014,2820000,0.0,0.0
onset50000/rep0014,2830000,0.0,0.0
onset50000/rep0014,2840000,0.0,0.0
onset50000/rep0014,2850000,0.0,0.0
onset50000/rep0014,2860000,0.0,0.0
onset50000/rep0014,2870000,0.0,0.0
onset50000/rep0014,2880000,0.0,0.0
onset50000/rep0014,2890000,0.0,0.0
onset50000/rep0014,2900000,0.0,0.0
onset50000/rep0014,2910000,0.0,0.0
onset50000/rep0014,2920000,0.0,0.0
onset50000/rep0014,2930000,0.0,0.0
onset50000/rep0014,2940000,0.0,0.0
onset50000/rep0014,2950000,0.0,0.0
onset50000/rep0014,2960000,0.0,0.0
onset50000/rep0014,2970000,0.0,0.0
onset50000/rep0014,2980000,0.0,0.0
onset50000/rep0014,2990000,0.0,0.0
onset50000/rep0014,3000000,0.0,0.0
onset50000/rep0014,3010000,0.0,0.0
onset50000/rep0014,3020000,0.0,0.0
onset50000/rep0014,3030000,0.0,0.0
onset50000/rep0014,3040000,0.0,0.0
onset50000/rep0014,3050000,0.0,0.0
onset50000/rep0014,3060000,0.0,0.0
onset50000/rep0014,3070000,0.0,0.0
onset50000/rep0014,3080000,0.0,0.0
onset50000/rep0014,3090000,0.0,0.0
onset50000/rep0014,3100000,0.0,0.0
onset50000/rep0014,3110000,0.0,0.0
onset50000/rep0014,3120000,0.0,0.0
onset50000/rep0014,3130000,0.0,0.0
onset50000/rep0014,3140000,0.0,0.0
onset50000/rep0014,3150000,0.0,0.0
onset50000/rep0014,3160000,0.0,0.0
onset50000/rep0014,3170000,0.0,0.0
onset50000/rep0014,3180000,0.0,0.0
