seed	band_low	band_high	position	derived_frequency	n_hom	threshold_years	p_hom_derived	p_unconditional
20260922	0.45	0.55	5042595.0	0.525	27	100000.0	0.2962962962962963	0.18
20260922	0.65	0.75	4985325.0	0.715	47	10000.0	0.0	0.0
20260922	0.65	0.75	4985325.0	0.715	47	20000.0	0.10638297872340426	0.05
20260922	0.65	0.75	4985325.0	0.715	47	30000.0	0.19148936170212766	0.1
20260922	0.65	0.75	4985325.0	0.715	47	50000.0	0.2978723404255319	0.16
20260922	0.65	0.75	4985325.0	0.715	47	100000.0	0.6170212765957447	0.33
20260922	0.85	0.95	4959992.0	0.895	79	10000.0	0.0	0.0
20260922	0.85	0.95	4959992.0	0.895	79	20000.0	0.06329113924050633	0.05
20260922	0.85	0.95	4959992.0	0.895	79	30000.0	0.12658227848101267	0.1
20260922	0.85	0.95	4959992.0	0.895	79	50000.0	0.379746835443038	0.3
20260922	0.85	0.95	4959992.0	0.895	79	100000.0	0.5949367088607594	0.47
20260924	0.25	0.35	5034642.0	0.325	11	10000.0	0.0	0.0
20260924	0.25	0.35	5034642.0	0.325	11	20000.0	0.09090909090909091	0.01
20260924	0.25	0.35	5034642.0	0.325	11	30000.0	1.0	0.14
20260924	0.25	0.35	5034642.0	0.325	11	50000.0	1.0	0.23
20260924	0.25	0.35	5034642.0	0.325	11	100000.0	1.0	0.71
20260924	0.45	0.55	5044712.0	0.48	23	10000.0	0.0	0.0
20260924	0.45	0.55	5044712.0	0.48	23	20000.0	0.0	0.0
20260924	0.45	0.55	5044712.0	0.48	23	30000.0	0.43478260869565216	0.13
20260924	0.45	0.55	5044712.0	0.48	23	50000.0	0.782608695652174	0.24
20260924	0.45	0.55	5044712.0	0.48	23	100000.0	1.0	0.72
20260924	0.65	0.75	4991177.0	0.735	55	10000.0	0.0	0.0
20260924	0.65	0.75	4991177.0	0.735	55	20000.0	0.03636363636363636	0.02
20260924	0.65	0.75	4991177.0	0.735	55	30000.0	0.23636363636363636	0.16
20260924	0.65	0.75	4991177.0	0.735	55	50000.0	0.2727272727272727	0.2
20260924	0.65	0.75	4991177.0	0.735	55	100000.0	0.9818181818181818	0.59
20260924	0.85	0.95	4999914.0	0.9	81	10000.0	0.0	0.0
20260924	0.85	0.95	4999914.0	0.9	81	20000.0	0.024691358024691357	0.02
20260924	0.85	0.95	4999914.0	0.9	81	30000.0	0.20987654320987653	0.17
20260924	0.85	0.95	4999914.0	0.9	81	50000.0	0.24691358024691357	0.21
20260924	0.85	0.95	4999914.0	0.9	81	100000.0	0.9135802469135802	0.75
20260926	0.45	0.55	4989591.0	0.455	22	10000.0	0.045454545454545456	0.02
20260926	0.45	0.55	4989591.0	0.455	22	20000.0	0.045454545454545456	0.05
20260926	0.45	0.55	4989591.0	0.455	22	30000.0	0.5	0.17
20260926	0.45	0.55	4989591.0	0.455	22	50000.0	0.5	0.23
20260926	0.45	0.55	4989591.0	0.455	22	100000.0	1.0	0.39
20260926	0.65	0.75	5002992.0	0.715	48	10000.0	0.041666666666666664	0.02
20260926	0.65	0.75	5002992.0	0.715	48	20000.0	0.125	0.06
20260926	0.65	0.75	5002992.0	0.715	48	30000.0	0.375	0.18
20260926	0.65	0.75	5002992.0	0.715	48	50000.0	0.4166666666666667	0.23
20260926	0.65	0.75	5002992.0	0.715	48	100000.0	0.8125	0.44
20260926	0.85	0.95	4952039.0	0.93	87	10000.0	0.011494252873563218	0.02
20260926	0.85	0.95	4952039.0	0.93	87	20000.0	0.05747126436781609	0.06
20260926	0.85	0.95	4952039.0	0.93	87	30000.0	0.11494252873563218	0.11
20260926	0.85	0.95	4952039.0	0.93	87	50000.0	0.27586206896551724	0.25
20260926	0.85	0.95	4952039.0	0.93	87	100000.0	0.4482758620689655	0.4
20260928	0.45	0.55	4999763.0	0.46	19	10000.0	0.10526315789473684	0.02
20260928	0.45	0.55	4999763.0	0.46	19	20000.0	0.21052631578947367	0.08
20260928	0.45	0.55	4999763.0	0.46	19	30000.0	0.21052631578947367	0.09
20260928	0.45	0.55	4999763.0	0.46	19	50000.0	0.21052631578947367	0.22
20260928	0.45	0.55	4999763.0	0.46	19	100000.0	0.3684210526315789	0.25
20260928	0.65	0.75	5013435.0	0.725	52	10000.0	0.038461538461538464	0.02
20260928	0.65	0.75	5013435.0	0.725	52	20000.0	0.11538461538461539	0.07
20260928	0.65	0.75	5013435.0	0.725	52	30000.0	0.11538461538461539	0.07
20260928	0.65	0.75	5013435.0	0.725	52	50000.0	0.28846153846153844	0.16
20260928	0.65	0.75	5013435.0	0.725	52	100000.0	0.3269230769230769	0.21
20260928	0.85	0.95	5007484.0	0.92	84	10000.0	0.023809523809523808	0.02
20260928	0.85	0.95	5007484.0	0.92	84	20000.0	0.09523809523809523	0.08
20260928	0.85	0.95	5007484.0	0.92	84	30000.0	0.09523809523809523	0.08
20260928	0.85	0.95	5007484.0	0.92	84	50000.0	0.27380952380952384	0.23
20260928	0.85	0.95	5007484.0	0.92	84	100000.0	0.30952380952380953	0.26
20260930	0.25	0.35	5000284.0	0.29	12	10000.0	0.0	0.01
20260930	0.25	0.35	5000284.0	0.29	12	20000.0	0.25	0.08
20260930	0.25	0.35	5000284.0	0.29	12	30000.0	0.25	0.11
20260930	0.25	0.35	5000284.0	0.29	12	50000.0	0.75	0.21
20260930	0.25	0.35	5000284.0	0.29	12	100000.0	1.0	0.55
20260930	0.45	0.55	4965358.0	0.475	25	10000.0	0.0	0.01
20260930	0.45	0.55	4965358.0	0.475	25	20000.0	0.04	0.08
20260930	0.45	0.55	4965358.0	0.475	25	30000.0	0.12	0.12
20260930	0.45	0.55	4965358.0	0.475	25	50000.0	0.32	0.22
20260930	0.45	0.55	4965358.0	0.475	25	100000.0	1.0	0.39
20260930	0.65	0.75	4999805.0	0.655	45	10000.0	0.022222222222222223	0.01
20260930	0.65	0.75	4999805.0	0.655	45	20000.0	0.08888888888888889	0.08
20260930	0.65	0.75	4999805.0	0.655	45	30000.0	0.15555555555555556	0.11
20260930	0.65	0.75	4999805.0	0.655	45	50000.0	0.24444444444444444	0.21
20260930	0.65	0.75	4999805.0	0.655	45	100000.0	0.9333333333333333	0.55
20260930	0.85	0.95	5049393.0	0.925	86	10000.0	0.011627906976744186	0.01
20260930	0.85	0.95	5049393.0	0.925	86	20000.0	0.08139534883720931	0.07
20260930	0.85	0.95	5049393.0	0.925	86	30000.0	0.1511627906976744	0.13
20260930	0.85	0.95	5049393.0	0.925	86	50000.0	0.29069767441860467	0.25
20260930	0.85	0.95	5049393.0	0.925	86	100000.0	0.6511627906976745	0.56
20260932	0.45	0.55	4997067.0	0.46	18	10000.0	0.0	0.01
20260932	0.45	0.55	4997067.0	0.46	18	20000.0	0.1111111111111111	0.04
20260932	0.45	0.55	4997067.0	0.46	18	30000.0	0.2777777777777778	0.09
20260932	0.45	0.55	4997067.0	0.46	18	50000.0	0.2777777777777778	0.11
20260932	0.45	0.55	4997067.0	0.46	18	100000.0	0.2777777777777778	0.13
20260932	0.65	0.75	4983445.0	0.705	45	10000.0	0.022222222222222223	0.01
20260932	0.65	0.75	4983445.0	0.705	45	20000.0	0.044444444444444446	0.02
20260932	0.65	0.75	4983445.0	0.705	45	30000.0	0.13333333333333333	0.06
20260932	0.65	0.75	4983445.0	0.705	45	50000.0	0.2	0.09
20260932	0.65	0.75	4983445.0	0.705	45	100000.0	0.5333333333333333	0.24
20260932	0.85	0.95	5037935.0	0.915	83	10000.0	0.012048192771084338	0.01
20260932	0.85	0.95	5037935.0	0.915	83	20000.0	0.03614457831325301	0.03
20260932	0.85	0.95	5037935.0	0.915	83	30000.0	0.10843373493975904	0.09
20260932	0.85	0.95	5037935.0	0.915	83	50000.0	0.1566265060240964	0.13
20260932	0.85	0.95	5037935.0	0.915	83	100000.0	0.46987951807228917	0.39
20260934	0.25	0.35	5000018.0	0.33	14	10000.0	0.0	0.01
20260934	0.25	0.35	5000018.0	0.33	14	20000.0	0.07142857142857142	0.02
20260934	0.25	0.35	5000018.0	0.33	14	30000.0	0.14285714285714285	0.04
20260934	0.25	0.35	5000018.0	0.33	14	50000.0	0.7857142857142857	0.17
20260934	0.25	0.35	5000018.0	0.33	14	100000.0	1.0	0.23
20260934	0.45	0.55	4992547.0	0.53	31	10000.0	0.03225806451612903	0.01
20260934	0.45	0.55	4992547.0	0.53	31	20000.0	0.03225806451612903	0.02
20260934	0.45	0.55	4992547.0	0.53	31	30000.0	0.06451612903225806	0.05
20260934	0.45	0.55	4992547.0	0.53	31	50000.0	0.0967741935483871	0.19
20260934	0.45	0.55	4992547.0	0.53	31	100000.0	0.6129032258064516	0.38
20260934	0.65	0.75	5000244.0	0.67	48	10000.0	0.020833333333333332	0.01
20260934	0.65	0.75	5000244.0	0.67	48	20000.0	0.020833333333333332	0.02
20260934	0.65	0.75	5000244.0	0.67	48	30000.0	0.041666666666666664	0.04
20260934	0.65	0.75	5000244.0	0.67	48	50000.0	0.125	0.17
20260934	0.65	0.75	5000244.0	0.67	48	100000.0	0.1875	0.23
20260934	0.85	0.95	4987275.0	0.935	87	10000.0	0.011494252873563218	0.01
20260934	0.85	0.95	4987275.0	0.935	87	20000.0	0.022988505747126436	0.02
20260934	0.85	0.95	4987275.0	0.935	87	30000.0	0.06896551724137931	0.06
20260934	0.85	0.95	4987275.0	0.935	87	50000.0	0.21839080459770116	0.19
20260934	0.85	0.95	4987275.0	0.935	87	100000.0	0.5287356321839081	0.46
20260936	0.25	0.35	4954397.0	0.34	10	10000.0	0.3	0.03
20260936	0.25	0.35	4954397.0	0.34	10	20000.0	0.4	0.08
20260936	0.25	0.35	4954397.0	0.34	10	30000.0	0.4	0.15
20260936	0.25	0.35	4954397.0	0.34	10	50000.0	0.6	0.19
20260936	0.25	0.35	4954397.0	0.34	10	100000.0	1.0	0.51
20260936	0.45	0.55	4926454.0	0.455	21	10000.0	0.0	0.03
20260936	0.45	0.55	4926454.0	0.455	21	20000.0	0.23809523809523808	0.1
20260936	0.45	0.55	4926454.0	0.455	21	30000.0	0.38095238095238093	0.19
20260936	0.45	0.55	4926454.0	0.455	21	50000.0	0.38095238095238093	0.22
20260936	0.45	0.55	4926454.0	0.455	21	100000.0	0.8095238095238095	0.47
20260936	0.65	0.75	4955597.0	0.655	41	10000.0	0.0	0.03
20260936	0.65	0.75	4955597.0	0.655	41	20000.0	0.0975609756097561	0.08
20260936	0.65	0.75	4955597.0	0.655	41	30000.0	0.2682926829268293	0.15
20260936	0.65	0.75	4955597.0	0.655	41	50000.0	0.3170731707317073	0.19
20260936	0.65	0.75	4955597.0	0.655	41	100000.0	1.0	0.51
20260936	0.85	0.95	5054711.0	0.855	74	10000.0	0.02702702702702703	0.03
20260936	0.85	0.95	5054711.0	0.855	74	20000.0	0.10810810810810811	0.09
20260936	0.85	0.95	5054711.0	0.855	74	30000.0	0.22972972972972974	0.2
20260936	0.85	0.95	5054711.0	0.855	74	50000.0	0.25675675675675674	0.22
20260936	0.85	0.95	5054711.0	0.855	74	100000.0	0.7297297297297297	0.57
20260938	0.25	0.35	4995909.0	0.325	11	10000.0	0.09090909090909091	0.01
20260938	0.25	0.35	4995909.0	0.325	11	20000.0	0.2727272727272727	0.03
20260938	0.25	0.35	4995909.0	0.325	11	30000.0	0.45454545454545453	0.08
20260938	0.25	0.35	4995909.0	0.325	11	50000.0	1.0	0.17
20260938	0.25	0.35	4995909.0	0.325	11	100000.0	1.0	0.22
20260938	0.45	0.55	4999845.0	0.52	25	10000.0	0.04	0.01
20260938	0.45	0.55	4999845.0	0.52	25	20000.0	0.12	0.03
20260938	0.45	0.55	4999845.0	0.52	25	30000.0	0.2	0.08
20260938	0.45	0.55	4999845.0	0.52	25	50000.0	0.48	0.17
20260938	0.45	0.55	4999845.0	0.52	25	100000.0	0.52	0.22
20260938	0.65	0.75	4973296.0	0.73	52	10000.0	0.019230769230769232	0.01
20260938	0.65	0.75	4973296.0	0.73	52	20000.0	0.07692307692307693	0.04
20260938	0.65	0.75	4973296.0	0.73	52	30000.0	0.17307692307692307	0.09
20260938	0.65	0.75	4973296.0	0.73	52	50000.0	0.3076923076923077	0.18
20260938	0.65	0.75	4973296.0	0.73	52	100000.0	0.4230769230769231	0.24
20260938	0.85	0.95	4995839.0	0.89	79	10000.0	0.012658227848101266	0.01
20260938	0.85	0.95	4995839.0	0.89	79	20000.0	0.0379746835443038	0.03
20260938	0.85	0.95	4995839.0	0.89	79	30000.0	0.10126582278481013	0.08
20260938	0.85	0.95	4995839.0	0.89	79	50000.0	0.20253164556962025	0.17
20260938	0.85	0.95	4995839.0	0.89	79	100000.0	0.26582278481012656	0.22
20260940	0.45	0.55	4985393.0	0.465	24	10000.0	0.041666666666666664	0.02
20260940	0.45	0.55	4985393.0	0.465	24	20000.0	0.08333333333333333	0.06
20260940	0.45	0.55	4985393.0	0.465	24	30000.0	0.08333333333333333	0.08
20260940	0.45	0.55	4985393.0	0.465	24	50000.0	0.3333333333333333	0.22
20260940	0.45	0.55	4985393.0	0.465	24	100000.0	0.3333333333333333	0.39
20260940	0.65	0.75	5003305.0	0.715	49	10000.0	0.02040816326530612	0.02
20260940	0.65	0.75	5003305.0	0.715	49	20000.0	0.08163265306122448	0.05
20260940	0.65	0.75	5003305.0	0.715	49	30000.0	0.12244897959183673	0.07
20260940	0.65	0.75	5003305.0	0.715	49	50000.0	0.32653061224489793	0.19
20260940	0.65	0.75	5003305.0	0.715	49	100000.0	0.5918367346938775	0.34
20260940	0.85	0.95	5088486.0	0.855	73	10000.0	0.0	0.01
20260940	0.85	0.95	5088486.0	0.855	73	20000.0	0.0	0.01
20260940	0.85	0.95	5088486.0	0.855	73	30000.0	0.0958904109589041	0.09
20260940	0.85	0.95	5088486.0	0.855	73	50000.0	0.2876712328767123	0.23
20260940	0.85	0.95	5088486.0	0.855	73	100000.0	0.3835616438356164	0.3
20260942	0.25	0.35	4968836.0	0.305	10	10000.0	0.0	0.0
20260942	0.25	0.35	4968836.0	0.305	10	20000.0	0.1	0.06
20260942	0.25	0.35	4968836.0	0.305	10	30000.0	0.4	0.13
20260942	0.25	0.35	4968836.0	0.305	10	50000.0	0.5	0.3
20260942	0.25	0.35	4968836.0	0.305	10	100000.0	0.6	0.55
20260942	0.45	0.55	5035143.0	0.49	25	10000.0	0.0	0.01
20260942	0.45	0.55	5035143.0	0.49	25	20000.0	0.0	0.02
20260942	0.45	0.55	5035143.0	0.49	25	30000.0	0.08	0.08
20260942	0.45	0.55	5035143.0	0.49	25	50000.0	0.2	0.31
20260942	0.45	0.55	5035143.0	0.49	25	100000.0	0.44	0.38
20260942	0.65	0.75	5006281.0	0.65	38	10000.0	0.0	0.0
20260942	0.65	0.75	5006281.0	0.65	38	20000.0	0.07894736842105263	0.03
20260942	0.65	0.75	5006281.0	0.65	38	30000.0	0.13157894736842105	0.08
20260942	0.65	0.75	5006281.0	0.65	38	50000.0	0.6842105263157895	0.29
20260942	0.65	0.75	5006281.0	0.65	38	100000.0	0.9210526315789473	0.43
20260942	0.85	0.95	5000570.0	0.865	74	10000.0	0.0	0.0
20260942	0.85	0.95	5000570.0	0.865	74	20000.0	0.04054054054054054	0.03
20260942	0.85	0.95	5000570.0	0.865	74	30000.0	0.10810810810810811	0.09
20260942	0.85	0.95	5000570.0	0.865	74	50000.0	0.3918918918918919	0.3
20260942	0.85	0.95	5000570.0	0.865	74	100000.0	0.8108108108108109	0.61
20260944	0.45	0.55	4976093.0	0.505	26	10000.0	0.0	0.0
20260944	0.45	0.55	4976093.0	0.505	26	20000.0	0.07692307692307693	0.04
20260944	0.45	0.55	4976093.0	0.505	26	30000.0	0.15384615384615385	0.1
20260944	0.45	0.55	4976093.0	0.505	26	50000.0	0.15384615384615385	0.21
20260944	0.45	0.55	4976093.0	0.505	26	100000.0	0.15384615384615385	0.29
20260944	0.65	0.75	5000011.0	0.705	50	10000.0	0.0	0.0
20260944	0.65	0.75	5000011.0	0.705	50	20000.0	0.02	0.02
20260944	0.65	0.75	5000011.0	0.705	50	30000.0	0.06	0.06
20260944	0.65	0.75	5000011.0	0.705	50	50000.0	0.36	0.21
20260944	0.65	0.75	5000011.0	0.705	50	100000.0	1.0	0.53
20260944	0.85	0.95	5003074.0	0.945	89	10000.0	0.0	0.0
20260944	0.85	0.95	5003074.0	0.945	89	20000.0	0.02247191011235955	0.02
20260944	0.85	0.95	5003074.0	0.945	89	30000.0	0.06741573033707865	0.06
20260944	0.85	0.95	5003074.0	0.945	89	50000.0	0.23595505617977527	0.21
20260944	0.85	0.95	5003074.0	0.945	89	100000.0	0.6067415730337079	0.54
20260946	0.45	0.55	4998915.0	0.52	23	10000.0	0.0	0.0
20260946	0.45	0.55	4998915.0	0.52	23	20000.0	0.0	0.01
20260946	0.45	0.55	4998915.0	0.52	23	30000.0	0.08695652173913043	0.05
20260946	0.45	0.55	4998915.0	0.52	23	50000.0	0.4782608695652174	0.18
20260946	0.45	0.55	4998915.0	0.52	23	100000.0	0.6956521739130435	0.24
20260946	0.65	0.75	5002910.0	0.705	47	10000.0	0.0	0.0
20260946	0.65	0.75	5002910.0	0.705	47	20000.0	0.02127659574468085	0.01
20260946	0.65	0.75	5002910.0	0.705	47	30000.0	0.06382978723404255	0.04
20260946	0.65	0.75	5002910.0	0.705	47	50000.0	0.2553191489361702	0.17
20260946	0.65	0.75	5002910.0	0.705	47	100000.0	0.3617021276595745	0.23
20260946	0.85	0.95	5000088.0	0.925	85	10000.0	0.0	0.0
20260946	0.85	0.95	5000088.0	0.925	85	20000.0	0.011764705882352941	0.01
20260946	0.85	0.95	5000088.0	0.925	85	30000.0	0.047058823529411764	0.04
20260946	0.85	0.95	5000088.0	0.925	85	50000.0	0.2	0.17
20260946	0.85	0.95	5000088.0	0.925	85	100000.0	0.27058823529411763	0.23
20260948	0.45	0.55	4958128.0	0.455	23	10000.0	0.08695652173913043	0.03
20260948	0.45	0.55	4958128.0	0.455	23	20000.0	0.17391304347826086	0.06
20260948	0.45	0.55	4958128.0	0.455	23	30000.0	0.8260869565217391	0.22
20260948	0.45	0.55	4958128.0	0.455	23	50000.0	0.9565217391304348	0.27
20260948	0.45	0.55	4958128.0	0.455	23	100000.0	1.0	0.29
20260948	0.65	0.75	4999892.0	0.73	54	10000.0	0.037037037037037035	0.02
20260948	0.65	0.75	4999892.0	0.73	54	20000.0	0.05555555555555555	0.03
20260948	0.65	0.75	4999892.0	0.73	54	30000.0	0.3148148148148148	0.18
20260948	0.65	0.75	4999892.0	0.73	54	50000.0	0.3888888888888889	0.23
20260948	0.65	0.75	4999892.0	0.73	54	100000.0	0.8518518518518519	0.48
20260948	0.85	0.95	4954820.0	0.945	90	10000.0	0.03333333333333333	0.03
20260948	0.85	0.95	4954820.0	0.945	90	20000.0	0.044444444444444446	0.05
20260948	0.85	0.95	4954820.0	0.945	90	30000.0	0.2111111111111111	0.2
20260948	0.85	0.95	4954820.0	0.945	90	50000.0	0.26666666666666666	0.25
20260948	0.85	0.95	4954820.0	0.945	90	100000.0	0.3	0.28
20260950	0.45	0.55	4996332.0	0.515	29	10000.0	0.034482758620689655	0.02
20260950	0.45	0.55	4996332.0	0.515	29	20000.0	0.06896551724137931	0.07
20260950	0.45	0.55	4996332.0	0.515	29	30000.0	0.13793103448275862	0.12
20260950	0.45	0.55	4996332.0	0.515	29	50000.0	0.13793103448275862	0.2
20260950	0.45	0.55	4996332.0	0.515	29	100000.0	0.3793103448275862	0.28
20260950	0.65	0.75	5008274.0	0.695	47	10000.0	0.0425531914893617	0.02
20260950	0.65	0.75	5008274.0	0.695	47	20000.0	0.1702127659574468	0.1
20260950	0.65	0.75	5008274.0	0.695	47	30000.0	0.2765957446808511	0.17
20260950	0.65	0.75	5008274.0	0.695	47	50000.0	0.2765957446808511	0.19
20260950	0.65	0.75	5008274.0	0.695	47	100000.0	0.44680851063829785	0.27
20260950	0.85	0.95	4999064.0	0.915	83	10000.0	0.024096385542168676	0.02
20260950	0.85	0.95	4999064.0	0.915	83	20000.0	0.0963855421686747	0.08
20260950	0.85	0.95	4999064.0	0.915	83	30000.0	0.1566265060240964	0.13
20260950	0.85	0.95	4999064.0	0.915	83	50000.0	0.25301204819277107	0.21
20260950	0.85	0.95	4999064.0	0.915	83	100000.0	0.3493975903614458	0.29
20260952	0.45	0.55	4999974.0	0.53	31	10000.0	0.0	0.01
20260952	0.45	0.55	4999974.0	0.53	31	20000.0	0.03225806451612903	0.02
20260952	0.45	0.55	4999974.0	0.53	31	30000.0	0.03225806451612903	0.04
20260952	0.45	0.55	4999974.0	0.53	31	50000.0	0.3870967741935484	0.16
20260952	0.45	0.55	4999974.0	0.53	31	100000.0	1.0	0.4
20260952	0.65	0.75	4998857.0	0.735	53	10000.0	0.018867924528301886	0.01
20260952	0.65	0.75	4998857.0	0.735	53	20000.0	0.03773584905660377	0.02
20260952	0.65	0.75	4998857.0	0.735	53	30000.0	0.03773584905660377	0.04
20260952	0.65	0.75	4998857.0	0.735	53	50000.0	0.24528301886792453	0.16
20260952	0.65	0.75	4998857.0	0.735	53	100000.0	0.7169811320754716	0.41
20260952	0.85	0.95	4995121.0	0.91	82	10000.0	0.012195121951219513	0.01
20260952	0.85	0.95	4995121.0	0.91	82	20000.0	0.024390243902439025	0.02
20260952	0.85	0.95	4995121.0	0.91	82	30000.0	0.04878048780487805	0.04
20260952	0.85	0.95	4995121.0	0.91	82	50000.0	0.17073170731707318	0.14
20260952	0.85	0.95	4995121.0	0.91	82	100000.0	0.4268292682926829	0.35
20260954	0.45	0.55	4995965.0	0.51	28	10000.0	0.0	0.0
20260954	0.45	0.55	4995965.0	0.51	28	20000.0	0.03571428571428571	0.03
20260954	0.45	0.55	4995965.0	0.51	28	30000.0	0.07142857142857142	0.1
20260954	0.45	0.55	4995965.0	0.51	28	50000.0	0.32142857142857145	0.23
20260954	0.45	0.55	4995965.0	0.51	28	100000.0	0.5	0.32
20260954	0.65	0.75	5040300.0	0.65	42	10000.0	0.0	0.0
20260954	0.65	0.75	5040300.0	0.65	42	20000.0	0.047619047619047616	0.05
20260954	0.65	0.75	5040300.0	0.65	42	30000.0	0.11904761904761904	0.1
20260954	0.65	0.75	5040300.0	0.65	42	50000.0	0.14285714285714285	0.12
20260954	0.65	0.75	5040300.0	0.65	42	100000.0	0.4523809523809524	0.31
20260954	0.85	0.95	4979108.0	0.895	80	10000.0	0.0	0.0
20260954	0.85	0.95	4979108.0	0.895	80	20000.0	0.0375	0.04
20260954	0.85	0.95	4979108.0	0.895	80	30000.0	0.125	0.11
20260954	0.85	0.95	4979108.0	0.895	80	50000.0	0.2625	0.22
20260954	0.85	0.95	4979108.0	0.895	80	100000.0	0.375	0.31
20260956	0.25	0.35	4996539.0	0.345	10	10000.0	0.0	0.01
20260956	0.25	0.35	4996539.0	0.345	10	20000.0	0.0	0.05
20260956	0.25	0.35	4996539.0	0.345	10	30000.0	0.1	0.09
20260956	0.25	0.35	4996539.0	0.345	10	50000.0	0.6	0.2
20260956	0.25	0.35	4996539.0	0.345	10	100000.0	1.0	0.26
20260956	0.45	0.55	4986949.0	0.455	24	10000.0	0.0	0.01
20260956	0.45	0.55	4986949.0	0.455	24	20000.0	0.125	0.05
20260956	0.45	0.55	4986949.0	0.455	24	30000.0	0.20833333333333334	0.09
20260956	0.45	0.55	4986949.0	0.455	24	50000.0	0.5833333333333334	0.26
20260956	0.45	0.55	4986949.0	0.455	24	100000.0	0.5833333333333334	0.33
20260956	0.65	0.75	5005088.0	0.74	52	10000.0	0.019230769230769232	0.01
20260956	0.65	0.75	5005088.0	0.74	52	20000.0	0.11538461538461539	0.07
20260956	0.65	0.75	5005088.0	0.74	52	30000.0	0.1346153846153846	0.1
20260956	0.65	0.75	5005088.0	0.74	52	50000.0	0.3269230769230769	0.2
20260956	0.65	0.75	5005088.0	0.74	52	100000.0	0.46153846153846156	0.27
20260956	0.85	0.95	4985743.0	0.945	89	10000.0	0.011235955056179775	0.01
20260956	0.85	0.95	4985743.0	0.945	89	20000.0	0.056179775280898875	0.05
20260956	0.85	0.95	4985743.0	0.945	89	30000.0	0.10112359550561797	0.09
20260956	0.85	0.95	4985743.0	0.945	89	50000.0	0.29213483146067415	0.26
20260956	0.85	0.95	4985743.0	0.945	89	100000.0	0.3707865168539326	0.33
20260958	0.25	0.35	5012340.0	0.34	15	10000.0	0.06666666666666667	0.01
20260958	0.25	0.35	5012340.0	0.34	15	20000.0	0.13333333333333333	0.05
20260958	0.25	0.35	5012340.0	0.34	15	30000.0	0.13333333333333333	0.07
20260958	0.25	0.35	5012340.0	0.34	15	50000.0	0.2	0.13
20260958	0.25	0.35	5012340.0	0.34	15	100000.0	0.4666666666666667	0.26
20260958	0.45	0.55	5033632.0	0.525	30	10000.0	0.03333333333333333	0.01
20260958	0.45	0.55	5033632.0	0.525	30	20000.0	0.06666666666666667	0.06
20260958	0.45	0.55	5033632.0	0.525	30	30000.0	0.16666666666666666	0.09
20260958	0.45	0.55	5033632.0	0.525	30	50000.0	0.36666666666666664	0.19
20260958	0.45	0.55	5033632.0	0.525	30	100000.0	1.0	0.57
20260958	0.65	0.75	5011993.0	0.65	46	10000.0	0.0	0.01
20260958	0.65	0.75	5011993.0	0.65	46	20000.0	0.06521739130434782	0.05
20260958	0.65	0.75	5011993.0	0.65	46	30000.0	0.10869565217391304	0.07
20260958	0.65	0.75	5011993.0	0.65	46	50000.0	0.21739130434782608	0.13
20260958	0.65	0.75	5011993.0	0.65	46	100000.0	0.391304347826087	0.25
20260958	0.85	0.95	4999715.0	0.88	76	10000.0	0.013157894736842105	0.01
20260958	0.85	0.95	4999715.0	0.88	76	20000.0	0.06578947368421052	0.05
20260958	0.85	0.95	4999715.0	0.88	76	30000.0	0.09210526315789473	0.07
20260958	0.85	0.95	4999715.0	0.88	76	50000.0	0.17105263157894737	0.13
20260958	0.85	0.95	4999715.0	0.88	76	100000.0	0.6052631578947368	0.46
20260960	0.25	0.35	4996220.0	0.325	11	10000.0	0.0	0.01
20260960	0.25	0.35	4996220.0	0.325	11	20000.0	0.09090909090909091	0.1
20260960	0.25	0.35	4996220.0	0.325	11	30000.0	0.09090909090909091	0.19
20260960	0.25	0.35	4996220.0	0.325	11	50000.0	0.45454545454545453	0.27
20260960	0.25	0.35	4996220.0	0.325	11	100000.0	1.0	0.33
20260960	0.45	0.55	4997948.0	0.545	28	10000.0	0.03571428571428571	0.01
20260960	0.45	0.55	4997948.0	0.545	28	20000.0	0.25	0.1
20260960	0.45	0.55	4997948.0	0.545	28	30000.0	0.5357142857142857	0.18
20260960	0.45	0.55	4997948.0	0.545	28	50000.0	0.6428571428571429	0.25
20260960	0.45	0.55	4997948.0	0.545	28	100000.0	0.6428571428571429	0.32
20260960	0.65	0.75	5014576.0	0.705	49	10000.0	0.02040816326530612	0.01
20260960	0.65	0.75	5014576.0	0.705	49	20000.0	0.12244897959183673	0.07
20260960	0.65	0.75	5014576.0	0.705	49	30000.0	0.3469387755102041	0.18
20260960	0.65	0.75	5014576.0	0.705	49	50000.0	0.3877551020408163	0.24
20260960	0.65	0.75	5014576.0	0.705	49	100000.0	0.7755102040816326	0.46
20260960	0.85	0.95	4996050.0	0.895	81	10000.0	0.012345679012345678	0.01
20260960	0.85	0.95	4996050.0	0.895	81	20000.0	0.09876543209876543	0.1
20260960	0.85	0.95	4996050.0	0.895	81	30000.0	0.20987654320987653	0.19
20260960	0.85	0.95	4996050.0	0.895	81	50000.0	0.32098765432098764	0.28
20260960	0.85	0.95	4996050.0	0.895	81	100000.0	0.3950617283950617	0.34
20260962	0.45	0.55	4952457.0	0.47	24	10000.0	0.0	0.0
20260962	0.45	0.55	4952457.0	0.47	24	20000.0	0.041666666666666664	0.04
20260962	0.45	0.55	4952457.0	0.47	24	30000.0	0.16666666666666666	0.07
