replicate	model	history_id	ancestry_seed	mutation_seed	n_diploids	n_sites	n_trees	summary	elapsed_seconds_total
134	StandardCoalescent	-1	3750339788	3449613713	100	492	343	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00134.tsv	5.272050000028685
135	StandardCoalescent	-1	2628206147	3618212499	100	606	469	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00135.tsv	5.272050000028685
136	StandardCoalescent	-1	1822711777	2774509906	100	536	447	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00136.tsv	5.272050000028685
137	StandardCoalescent	-1	3493144417	1631073074	100	536	393	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00137.tsv	5.272050000028685
138	StandardCoalescent	-1	3932450529	2876807221	100	631	444	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00138.tsv	5.272050000028685
139	StandardCoalescent	-1	1460395215	711723958	100	561	396	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00139.tsv	5.272050000028685
140	StandardCoalescent	-1	2251559601	33105588	100	594	457	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00140.tsv	5.272050000028685
141	StandardCoalescent	-1	33949618	2402099591	100	641	447	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00141.tsv	5.272050000028685
142	StandardCoalescent	-1	2148905040	3745051445	100	559	387	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00142.tsv	5.272050000028685
143	StandardCoalescent	-1	3988998887	2772518203	100	657	474	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00143.tsv	5.272050000028685
144	StandardCoalescent	-1	3753425149	261805975	100	546	338	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00144.tsv	5.272050000028685
145	StandardCoalescent	-1	3537480269	1857569266	100	611	389	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00145.tsv	5.272050000028685
146	StandardCoalescent	-1	1846421899	331029750	100	563	421	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00146.tsv	5.272050000028685
147	StandardCoalescent	-1	3230709908	3046760067	100	570	442	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00147.tsv	5.272050000028685
148	StandardCoalescent	-1	4024418138	170228072	100	575	460	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00148.tsv	5.272050000028685
149	StandardCoalescent	-1	901949494	1720671589	100	560	385	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00149.tsv	5.272050000028685
150	StandardCoalescent	-1	2648224157	1876395994	100	638	453	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00150.tsv	5.272050000028685
151	StandardCoalescent	-1	950383809	48290650	100	595	399	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00151.tsv	5.272050000028685
152	StandardCoalescent	-1	3111036203	216533221	100	558	389	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00152.tsv	5.272050000028685
153	StandardCoalescent	-1	2654070501	211572758	100	557	403	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00153.tsv	5.272050000028685
154	StandardCoalescent	-1	2505334481	2668454976	100	511	413	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00154.tsv	5.272050000028685
155	StandardCoalescent	-1	3987050209	117472090	100	581	358	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00155.tsv	5.272050000028685
156	StandardCoalescent	-1	338390958	2091279339	100	535	404	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00156.tsv	5.272050000028685
157	StandardCoalescent	-1	1994203625	3265487753	100	564	431	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00157.tsv	5.272050000028685
158	StandardCoalescent	-1	2125838832	23508331	100	619	418	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00158.tsv	5.272050000028685
159	StandardCoalescent	-1	3365773369	1194585545	100	647	466	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00159.tsv	5.272050000028685
160	StandardCoalescent	-1	3040570750	3284292559	100	560	395	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00160.tsv	5.272050000028685
161	StandardCoalescent	-1	398274473	1942725121	100	617	460	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00161.tsv	5.272050000028685
162	StandardCoalescent	-1	2639449559	952414089	100	642	442	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00162.tsv	5.272050000028685
163	StandardCoalescent	-1	536031351	50079590	100	581	416	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00163.tsv	5.272050000028685
164	StandardCoalescent	-1	130183239	961155591	100	545	369	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00164.tsv	5.272050000028685
165	StandardCoalescent	-1	1754875885	746381846	100	526	412	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00165.tsv	5.272050000028685
166	StandardCoalescent	-1	2099900012	3694652474	100	681	456	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00166.tsv	5.272050000028685
167	StandardCoalescent	-1	1676216333	1680187423	100	580	330	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00167.tsv	5.272050000028685
168	StandardCoalescent	-1	3039811178	3589908980	100	514	350	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00168.tsv	5.272050000028685
169	StandardCoalescent	-1	1754951886	2889506096	100	668	445	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00169.tsv	5.272050000028685
170	StandardCoalescent	-1	2174360863	1731339391	100	606	448	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00170.tsv	5.272050000028685
171	StandardCoalescent	-1	3294124188	2555873421	100	597	438	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00171.tsv	5.272050000028685
172	StandardCoalescent	-1	685696091	3675343964	100	615	456	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00172.tsv	5.272050000028685
173	StandardCoalescent	-1	3043177431	41387997	100	616	413	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00173.tsv	5.272050000028685
174	StandardCoalescent	-1	3300392178	1766839618	100	499	355	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00174.tsv	5.272050000028685
175	StandardCoalescent	-1	2970427689	1428699730	100	529	415	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00175.tsv	5.272050000028685
176	StandardCoalescent	-1	4159449257	2012403711	100	511	398	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00176.tsv	5.272050000028685
177	StandardCoalescent	-1	340970950	3846630156	100	582	460	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00177.tsv	5.272050000028685
178	StandardCoalescent	-1	518703471	3794894204	100	559	403	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00178.tsv	5.272050000028685
179	StandardCoalescent	-1	1318784927	1546923566	100	648	440	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00179.tsv	5.272050000028685
180	StandardCoalescent	-1	4186468621	3692543834	100	575	431	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00180.tsv	5.272050000028685
181	StandardCoalescent	-1	4212764141	1206975770	100	547	403	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00181.tsv	5.272050000028685
182	StandardCoalescent	-1	3271442107	3005565736	100	597	455	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00182.tsv	5.272050000028685
183	StandardCoalescent	-1	2626963952	2105480645	100	647	433	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00183.tsv	5.272050000028685
184	StandardCoalescent	-1	2379651475	3819614119	100	595	461	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00184.tsv	5.272050000028685
185	StandardCoalescent	-1	2812130889	469592183	100	525	382	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00185.tsv	5.272050000028685
186	StandardCoalescent	-1	3467566379	273029899	100	549	349	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00186.tsv	5.272050000028685
187	StandardCoalescent	-1	3676157785	4064925971	100	588	423	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00187.tsv	5.272050000028685
188	StandardCoalescent	-1	1616757720	3013229783	100	592	444	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00188.tsv	5.272050000028685
189	StandardCoalescent	-1	1287335055	2070627137	100	487	372	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00189.tsv	5.272050000028685
190	StandardCoalescent	-1	3573844545	2198259467	100	602	448	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00190.tsv	5.272050000028685
191	StandardCoalescent	-1	2542063136	2705725628	100	614	384	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00191.tsv	5.272050000028685
192	StandardCoalescent	-1	2193478392	2834952436	100	611	394	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00192.tsv	5.272050000028685
193	StandardCoalescent	-1	1360424962	2751370036	100	578	388	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00193.tsv	5.272050000028685
194	StandardCoalescent	-1	2920171147	1246915871	100	579	395	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00194.tsv	5.272050000028685
195	StandardCoalescent	-1	3188311693	2327389731	100	568	382	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00195.tsv	5.272050000028685
196	StandardCoalescent	-1	3372406407	188944398	100	626	446	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00196.tsv	5.272050000028685
197	StandardCoalescent	-1	2677741551	853557130	100	615	433	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00197.tsv	5.272050000028685
198	StandardCoalescent	-1	290408970	1439897054	100	602	432	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00198.tsv	5.272050000028685
199	StandardCoalescent	-1	976166603	1900454524	100	616	470	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00199.tsv	5.272050000028685
