calibration_id	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	duration_multiplier	analytic_selection_end_generations_ago	analytic_selection_duration_generations	requested_selection_end_generations_ago	realized_selection_end_generations_ago	slim_scaling_factor	candidate_pool_diploids	draw_index	seed	calibration_phase	simulation_mode	sequence_length_bp	focal_position_bp	seed_namespace	upstream_artifact_sha256	reserved_seed_registry_sha256
han_extension__s0.010000__af0.300000__m1.000000__q5__draw000	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	0	1995641985	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw001	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	1	10839627	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw002	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	2	908674713	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw003	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	3	1907776427	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw004	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	4	1067799868	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw005	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	5	824411284	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw006	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	6	1874286642	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw007	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	7	2002029302	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw008	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	8	950502914	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw009	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	9	2035460053	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw010	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	10	1844141429	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw011	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	11	1830298284	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw012	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	12	1051606656	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw013	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	13	1493628295	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw014	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	14	1789035663	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw015	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	15	1552866064	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw016	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	16	1990326899	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw017	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	17	1617575490	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw018	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	18	1986032409	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.300000__m1.000000__q5__draw019	0.01	0.3	0.2749999999999999	0.325	1.0	1183.315986771755	1088.684013228245	1183.315986771755	1185.0	5.0	500	19	1665621513	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw000	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	0	913639158	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw001	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	1	1568529586	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw002	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	2	776503512	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw003	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	3	95517161	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw004	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	4	423880704	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw005	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	5	590198493	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw006	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	6	2089665265	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw007	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	7	1173126379	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw008	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	8	1472533331	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw009	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	9	1362743273	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw010	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	10	729026619	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw011	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	11	1037034713	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw012	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	12	1041633874	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw013	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	13	1621082813	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw014	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	14	116356870	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw015	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	15	1252963788	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw016	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	16	643451564	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw017	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	17	2085737325	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw018	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	18	940959304	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.600000__q5__draw019	0.01	0.2	0.175	0.225	0.6	1291.1152869182924	980.8847130817076	1683.4691721509755	1685.0	5.0	500	19	53859414	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw000	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	0	1424689817	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw001	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	1	1259275496	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw002	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	2	1368408951	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw003	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	3	1241427936	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw004	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	4	792159004	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw005	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	5	2036629260	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw006	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	6	1781456466	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw007	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	7	756516910	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw008	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	8	1663198741	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw009	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	9	1887265313	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw010	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	10	1852687863	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw011	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	11	1115035947	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw012	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	12	642748892	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw013	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	13	1220523063	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw014	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	14	832337108	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw015	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	15	1199429084	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw016	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	16	1704350212	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw017	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	17	2024319291	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw018	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	18	1903916481	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.700000__q5__draw019	0.01	0.2	0.175	0.225	0.7	1291.1152869182924	980.8847130817076	1585.3807008428048	1585.0	5.0	500	19	1476778425	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw000	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	0	1872956927	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
