draw_id	phase	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	exact_sample_alt_count	sample_diploids	candidate_pool_diploids	slim_scaling_factor	mutation_age_generations	selection_start_generations_ago	selection_end_generations_ago	draw_index	seed	seed_nonce	panel_seed	panel_seed_nonce	timeout_seconds	sequence_length_bp	focal_position_bp	processing_mode
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw010	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	10	389556981	0	1237856519	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw011	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	11	1748881852	0	1886369422	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw012	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	12	1790041193	0	1825282075	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw013	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	13	2082725424	0	366223562	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw014	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	14	1720236574	0	977597817	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw015	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	15	1472930114	0	318837896	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw016	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	16	80798669	0	1170890588	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw017	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	17	1785299361	0	1274880442	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw018	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	18	1449121773	0	760491218	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw019	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	19	1455519778	0	145507832	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw020	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	20	1742049530	0	1824343287	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw021	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	21	1558591009	0	793300892	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw022	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	22	1329394233	0	822878005	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw023	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	23	759931756	0	1506697370	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw024	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	24	1535559321	0	752701141	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw025	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	25	1509156918	0	850332415	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw026	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	26	581479662	0	547207185	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw027	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	27	632451107	0	1721639290	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw028	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	28	1895968434	0	1153094773	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw029	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	29	631439490	0	1342005828	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw030	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	30	281996360	0	281044208	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw031	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	31	1511190041	0	434072333	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw032	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	32	1382447007	0	565968700	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw033	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	33	1316421156	0	892504271	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw034	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	34	1799957656	0	1206850461	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw035	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	35	1460438187	0	600372376	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw036	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	36	1771600805	0	1852561301	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw037	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	37	2068751350	0	392231823	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw038	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	38	290951520	0	484000899	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw039	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	39	190408317	0	103273159	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw040	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	40	1698127616	0	1497557148	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw041	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	41	1444465013	0	1826329687	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw042	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	42	701641133	0	1628148752	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw043	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	43	175937825	0	348003860	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw044	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	44	1104830763	0	1323791127	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw045	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	45	134249632	0	2133848815	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw046	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	46	505072995	0	1915830263	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw047	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	47	680043836	0	1592477209	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw048	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	48	431592409	0	920227956	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw049	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	49	297830272	0	1554079398	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw050	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	50	1737342451	0	1267657481	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw051	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	51	1362660849	0	849378113	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw052	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	52	788196079	0	381421128	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw053	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	53	25052877	0	1568642731	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw054	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	54	400206409	0	377995402	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw055	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	55	1786169929	0	127971820	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw056	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	56	1102032733	0	526324906	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw057	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	57	1264986675	0	792834854	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw058	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	58	229863119	0	1008160135	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw059	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	59	1712009467	0	997271366	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw060	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	60	1179014456	0	608963702	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw061	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	61	791880226	0	1340028146	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw062	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	62	1999071393	0	80693070	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw063	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	63	819902554	0	1726562922	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw064	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	64	1633385902	0	250713398	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw065	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	65	85954856	0	2108924006	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw066	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	66	588665845	0	732752833	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw067	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	67	439898040	0	1780199580	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw068	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	68	9206480	0	670961645	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw069	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	69	1592198672	0	601320942	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw070	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	70	23003175	0	1058052538	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw071	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	71	253870960	0	1842192870	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw072	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	72	1855356156	0	956922026	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw073	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	73	1586350679	0	797095903	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw074	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	74	793468806	0	750774450	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw075	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	75	521177691	0	1317680675	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw076	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	76	1130559547	0	1520220619	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw077	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	77	2060703951	0	794384143	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw078	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	78	1525975607	0	1840341095	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw079	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	79	186020547	0	880518347	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw080	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	80	440248867	0	2095632795	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw081	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	81	2102313086	0	1743810160	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw082	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	82	1407178921	0	185000975	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw083	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	83	2008234802	0	1171111340	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw084	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	84	426209375	0	1855184680	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw085	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	85	237123374	0	2058941548	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw086	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	86	2078120724	0	1108453463	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw087	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	87	2119974944	0	2040000832	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw088	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	88	746768388	0	905693427	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw089	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	89	1556012439	0	397500327	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw090	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	90	6521465	0	821408815	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw091	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	91	257925533	0	2053820205	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw092	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	92	926298337	0	770082329	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw093	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	93	803592625	0	356194218	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw094	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	94	1275423073	0	417418379	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw095	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	95	703834146	0	1987166242	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw096	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	96	817733779	0	1450142451	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw097	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	97	672445499	0	929005908	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw098	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	98	1502827867	0	1504953505	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.200000__q5__draw099	confirmation	0.01	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	99	1582703680	0	1169565107	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw000	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	0	269916838	0	2102422693	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw001	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	1	1318075640	0	299474885	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw002	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	2	1200612615	0	786277725	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw003	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	3	962681172	0	391084037	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw004	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	4	212384855	0	92835898	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw005	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	5	236501625	0	1938031155	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw006	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	6	1759225956	0	2076772065	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw007	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	7	999506628	0	1981414765	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw008	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	8	1252030923	0	1449481975	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.010000__af0.300000__q5__draw009	confirmation	0.01	0.3	0.27499999999999997	0.325	60	100	500	5.0	2400.0	2272.0	0.0	9	227905844	0	2014845793	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
