unit_id	demography_id	demography_kind	population	source_model	selection_origin	simulation_class	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	exact_sample_alt_count	sample_diploids	replicate_index	seed	sequence_length_bp	focal_position_bp
eas_phlash_median__af20__selected_s0p010__rep010	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.2	0.17500000000000002	0.225	40	100	10	1040641219	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep001	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	1	174996274	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep002	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	2	487823234	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep003	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	3	236663077	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep004	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	4	34398457	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep005	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	5	577200996	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep006	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	6	1244691316	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep007	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	7	1983316791	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep008	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	8	1399580149	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep009	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	9	286175079	10000000	5000000
eas_phlash_median__af20__selected_s0p005__rep010	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.2	0.17500000000000002	0.225	40	100	10	586660628	10000000	5000000
eas_phlash_median__af20__neutral__rep001	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	1	864074733	10000000	5000000
eas_phlash_median__af20__neutral__rep002	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	2	1820489060	10000000	5000000
eas_phlash_median__af20__neutral__rep003	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	3	2058567809	10000000	5000000
eas_phlash_median__af20__neutral__rep004	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	4	1031618255	10000000	5000000
eas_phlash_median__af20__neutral__rep005	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	5	1499900217	10000000	5000000
eas_phlash_median__af20__neutral__rep006	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	6	1341365913	10000000	5000000
eas_phlash_median__af20__neutral__rep007	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	7	1212176989	10000000	5000000
eas_phlash_median__af20__neutral__rep008	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	8	2083844214	10000000	5000000
eas_phlash_median__af20__neutral__rep009	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	9	257429268	10000000	5000000
eas_phlash_median__af20__neutral__rep010	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	10	991089272	10000000	5000000
eas_phlash_median__af20__neutral__rep011	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	11	204088776	10000000	5000000
eas_phlash_median__af20__neutral__rep012	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	12	1272019746	10000000	5000000
eas_phlash_median__af20__neutral__rep013	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	13	1941976170	10000000	5000000
eas_phlash_median__af20__neutral__rep014	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	14	1602914092	10000000	5000000
eas_phlash_median__af20__neutral__rep015	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	15	686003491	10000000	5000000
eas_phlash_median__af20__neutral__rep016	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	16	1903992191	10000000	5000000
eas_phlash_median__af20__neutral__rep017	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	17	1379050815	10000000	5000000
eas_phlash_median__af20__neutral__rep018	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	18	1003407341	10000000	5000000
eas_phlash_median__af20__neutral__rep019	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	19	541923874	10000000	5000000
eas_phlash_median__af20__neutral__rep020	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	20	1272619144	10000000	5000000
eas_phlash_median__af20__neutral__rep021	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	21	1464409715	10000000	5000000
eas_phlash_median__af20__neutral__rep022	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	22	99675815	10000000	5000000
eas_phlash_median__af20__neutral__rep023	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	23	1254265554	10000000	5000000
eas_phlash_median__af20__neutral__rep024	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	24	1349259252	10000000	5000000
eas_phlash_median__af20__neutral__rep025	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	25	1853710416	10000000	5000000
eas_phlash_median__af20__neutral__rep026	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	26	1357554473	10000000	5000000
eas_phlash_median__af20__neutral__rep027	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	27	451913581	10000000	5000000
eas_phlash_median__af20__neutral__rep028	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	28	926208425	10000000	5000000
eas_phlash_median__af20__neutral__rep029	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	29	1490146757	10000000	5000000
eas_phlash_median__af20__neutral__rep030	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	30	477708780	10000000	5000000
eas_phlash_median__af20__neutral__rep031	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	31	1744284377	10000000	5000000
eas_phlash_median__af20__neutral__rep032	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	32	1253123339	10000000	5000000
eas_phlash_median__af20__neutral__rep033	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	33	265439086	10000000	5000000
eas_phlash_median__af20__neutral__rep034	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	34	286830091	10000000	5000000
eas_phlash_median__af20__neutral__rep035	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	35	1974133505	10000000	5000000
eas_phlash_median__af20__neutral__rep036	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	36	1724486726	10000000	5000000
eas_phlash_median__af20__neutral__rep037	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	37	1752094901	10000000	5000000
eas_phlash_median__af20__neutral__rep038	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	38	173845431	10000000	5000000
eas_phlash_median__af20__neutral__rep039	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	39	1766442910	10000000	5000000
eas_phlash_median__af20__neutral__rep040	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	40	621598546	10000000	5000000
eas_phlash_median__af20__neutral__rep041	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	41	643651287	10000000	5000000
eas_phlash_median__af20__neutral__rep042	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	42	2006122097	10000000	5000000
eas_phlash_median__af20__neutral__rep043	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	43	1508794462	10000000	5000000
eas_phlash_median__af20__neutral__rep044	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	44	1700652261	10000000	5000000
eas_phlash_median__af20__neutral__rep045	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	45	1142068305	10000000	5000000
eas_phlash_median__af20__neutral__rep046	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	46	1295770419	10000000	5000000
eas_phlash_median__af20__neutral__rep047	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	47	1823421398	10000000	5000000
eas_phlash_median__af20__neutral__rep048	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	48	1980190716	10000000	5000000
eas_phlash_median__af20__neutral__rep049	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	49	633419077	10000000	5000000
eas_phlash_median__af20__neutral__rep050	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	50	703904110	10000000	5000000
eas_phlash_median__af20__neutral__rep051	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	51	988550538	10000000	5000000
eas_phlash_median__af20__neutral__rep052	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	52	1549424435	10000000	5000000
eas_phlash_median__af20__neutral__rep053	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	53	147139731	10000000	5000000
eas_phlash_median__af20__neutral__rep054	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	54	1355503466	10000000	5000000
eas_phlash_median__af20__neutral__rep055	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	55	2144119817	10000000	5000000
eas_phlash_median__af20__neutral__rep056	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	56	948483731	10000000	5000000
eas_phlash_median__af20__neutral__rep057	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	57	1839935280	10000000	5000000
eas_phlash_median__af20__neutral__rep058	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	58	728285372	10000000	5000000
eas_phlash_median__af20__neutral__rep059	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	59	274497041	10000000	5000000
eas_phlash_median__af20__neutral__rep060	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	60	641427445	10000000	5000000
eas_phlash_median__af20__neutral__rep061	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	61	130628154	10000000	5000000
eas_phlash_median__af20__neutral__rep062	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	62	279925491	10000000	5000000
eas_phlash_median__af20__neutral__rep063	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	63	972586489	10000000	5000000
eas_phlash_median__af20__neutral__rep064	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	64	982666825	10000000	5000000
eas_phlash_median__af20__neutral__rep065	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	65	1750826844	10000000	5000000
eas_phlash_median__af20__neutral__rep066	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	66	1700030642	10000000	5000000
eas_phlash_median__af20__neutral__rep067	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	67	465781634	10000000	5000000
eas_phlash_median__af20__neutral__rep068	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	68	1595001203	10000000	5000000
eas_phlash_median__af20__neutral__rep069	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	69	1267977150	10000000	5000000
eas_phlash_median__af20__neutral__rep070	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	70	1357611559	10000000	5000000
eas_phlash_median__af20__neutral__rep071	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	71	1263643452	10000000	5000000
eas_phlash_median__af20__neutral__rep072	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	72	911598410	10000000	5000000
eas_phlash_median__af20__neutral__rep073	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	73	297510124	10000000	5000000
eas_phlash_median__af20__neutral__rep074	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	74	1133637874	10000000	5000000
eas_phlash_median__af20__neutral__rep075	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	75	869026878	10000000	5000000
eas_phlash_median__af20__neutral__rep076	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	76	1490307741	10000000	5000000
eas_phlash_median__af20__neutral__rep077	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	77	1698738789	10000000	5000000
eas_phlash_median__af20__neutral__rep078	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	78	1344221603	10000000	5000000
eas_phlash_median__af20__neutral__rep079	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	79	477630013	10000000	5000000
eas_phlash_median__af20__neutral__rep080	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	80	1009316704	10000000	5000000
eas_phlash_median__af20__neutral__rep081	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	81	3215734	10000000	5000000
eas_phlash_median__af20__neutral__rep082	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	82	2126315769	10000000	5000000
eas_phlash_median__af20__neutral__rep083	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	83	1066767318	10000000	5000000
eas_phlash_median__af20__neutral__rep084	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	84	949831440	10000000	5000000
eas_phlash_median__af20__neutral__rep085	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	85	1618481581	10000000	5000000
eas_phlash_median__af20__neutral__rep086	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	86	266904180	10000000	5000000
eas_phlash_median__af20__neutral__rep087	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	87	1837236534	10000000	5000000
eas_phlash_median__af20__neutral__rep088	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	88	1700345796	10000000	5000000
eas_phlash_median__af20__neutral__rep089	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	89	1104086756	10000000	5000000
eas_phlash_median__af20__neutral__rep090	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	90	1978046494	10000000	5000000
eas_phlash_median__af20__neutral__rep091	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	91	758462115	10000000	5000000
eas_phlash_median__af20__neutral__rep092	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	92	904956536	10000000	5000000
eas_phlash_median__af20__neutral__rep093	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	93	886887639	10000000	5000000
eas_phlash_median__af20__neutral__rep094	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	94	1993292719	10000000	5000000
eas_phlash_median__af20__neutral__rep095	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	95	1944130986	10000000	5000000
eas_phlash_median__af20__neutral__rep096	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	96	1289774446	10000000	5000000
eas_phlash_median__af20__neutral__rep097	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	97	251861850	10000000	5000000
eas_phlash_median__af20__neutral__rep098	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	98	1815059527	10000000	5000000
eas_phlash_median__af20__neutral__rep099	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	99	2019183632	10000000	5000000
eas_phlash_median__af20__neutral__rep100	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	100	1091790272	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep001	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	1	843757943	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep002	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	2	16015677	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep003	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	3	1348769139	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep004	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	4	233580212	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep005	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	5	193072087	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep006	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	6	1501102044	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep007	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	7	591749621	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep008	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	8	1554694797	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep009	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	9	935456256	10000000	5000000
eas_phlash_median__af30__selected_s0p010__rep010	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.01	0.3	0.27499999999999997	0.325	60	100	10	950190139	10000000	5000000
eas_phlash_median__af30__selected_s0p005__rep001	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	1	195670898	10000000	5000000
eas_phlash_median__af30__selected_s0p005__rep002	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	2	1151393463	10000000	5000000
eas_phlash_median__af30__selected_s0p005__rep003	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	3	1721297848	10000000	5000000
eas_phlash_median__af30__selected_s0p005__rep004	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	4	1095928474	10000000	5000000
eas_phlash_median__af30__selected_s0p005__rep005	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	5	1544823611	10000000	5000000
eas_phlash_median__af30__selected_s0p005__rep006	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	6	1057999153	10000000	5000000
eas_phlash_median__af30__selected_s0p005__rep007	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	7	1554666051	10000000	5000000
eas_phlash_median__af30__selected_s0p005__rep008	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	8	929661503	10000000	5000000
eas_phlash_median__af30__selected_s0p005__rep009	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	9	1871817259	10000000	5000000
